source,symbol,entry_time,exit_time,score,outcome,gross_ret
okx,PI_USDT,2025-06-04 16:45:00+00:00,2025-06-04 18:00:00+00:00,0.4653344005352044,sl,-0.0055601236950152
okx,BNB_USDT,2025-06-05 06:00:00+00:00,2025-06-05 11:00:00+00:00,0.4362469190317482,sl,-0.003451319658743
okx,TRX_USDT,2025-06-05 09:15:00+00:00,2025-06-05 10:00:00+00:00,0.47747237721655816,sl,-0.0043747519769676
okx,TRX_USDT,2025-06-07 00:15:00+00:00,2025-06-07 09:45:00+00:00,0.4295653799389405,tp,0.0064047013278041
okx,BTC_USDT,2025-06-07 02:30:00+00:00,2025-06-07 07:00:00+00:00,0.43917293753623693,tp,0.0071104186353339
okx,ICP_USDT,2025-06-07 07:45:00+00:00,2025-06-07 12:15:00+00:00,0.44938806964914546,tp,0.0160958400491213
okx,ETH_USDT_SWAP,2025-06-07 14:00:00+00:00,2025-06-07 22:45:00+00:00,0.46405962019862046,tp,0.0115039755708328
okx,ETH_USDT,2025-06-07 14:00:00+00:00,2025-06-07 22:45:00+00:00,0.45871676982284915,tp,0.0112785519518345
okx,PI_USDT,2025-06-07 17:45:00+00:00,2025-06-07 18:15:00+00:00,0.44119808603215666,tp,0.0106424120663735
okx,DOT_USDT,2025-06-08 12:30:00+00:00,2025-06-08 15:15:00+00:00,0.4562528875089512,tp,0.0131878141195311
okx,POL_USDT,2025-06-09 10:30:00+00:00,2025-06-09 21:15:00+00:00,0.4343525224987762,tp,0.0132999679183336
okx,PI_USDT,2025-06-10 09:30:00+00:00,2025-06-10 13:00:00+00:00,0.4796892667949631,tp,0.0119066801754952
okx,TRX_USDT,2025-06-10 09:30:00+00:00,2025-06-10 11:15:00+00:00,0.4453546029672613,tp,0.0088591828956481
okx,BNB_USDT,2025-06-10 11:45:00+00:00,2025-06-10 14:00:00+00:00,0.4672548963928914,sl,-0.0051623059305254
okx,BNB_USDT,2025-06-10 17:15:00+00:00,2025-06-10 22:15:00+00:00,0.4690197387421668,tp,0.0120438727992233
okx,BTC_USDT,2025-06-11 13:45:00+00:00,2025-06-11 18:00:00+00:00,0.43798426957293785,sl,-0.0044033224309552
okx,OKB_USDT,2025-06-11 14:00:00+00:00,2025-06-11 15:00:00+00:00,0.44909984986815643,sl,-0.0043815100220864
okx,BNB_USDT,2025-06-11 14:30:00+00:00,2025-06-11 15:30:00+00:00,0.47422540974302785,sl,-0.0046305935063183
okx,BNB_USDT,2025-06-12 08:15:00+00:00,2025-06-12 11:30:00+00:00,0.4288868645801435,sl,-0.0039349854055641
okx,TRUMP_USDT,2025-06-14 11:15:00+00:00,2025-06-14 13:15:00+00:00,0.4644916709575758,tp,0.0151313876726424
okx,BNB_USDT,2025-06-16 01:45:00+00:00,2025-06-16 05:30:00+00:00,0.434036249993734,tp,0.0077869934103158
okx,OKB_USDT,2025-06-16 14:30:00+00:00,2025-06-16 16:00:00+00:00,0.43781823198490055,sl,-0.0051946520016183
okx,LTC_USDT,2025-06-19 10:00:00+00:00,2025-06-19 14:00:00+00:00,0.4274482668336987,sl,-0.0058857418276115
okx,SHIB_USDT,2025-06-20 07:45:00+00:00,2025-06-20 12:45:00+00:00,0.42833418986027477,tp,0.0120948076994045
okx,LTC_USDT,2025-06-23 12:30:00+00:00,2025-06-23 13:45:00+00:00,0.46594773485044294,tp,0.0133704430129788
okx,BNB_USDT,2025-06-26 00:15:00+00:00,2025-06-26 07:00:00+00:00,0.47796073718956533,sl,-0.0033707979823317
okx,LTC_USDT,2025-06-26 00:30:00+00:00,2025-06-26 13:00:00+00:00,0.4558813742833328,sl,-0.0065360710488274
okx,ETH_USDT,2025-06-26 01:30:00+00:00,2025-06-26 03:00:00+00:00,0.4627034940502548,tp,0.0166757057623012
okx,ETH_USDT_SWAP,2025-06-26 01:30:00+00:00,2025-06-26 03:00:00+00:00,0.4305808199779965,tp,0.0171860932213201
okx,SHIB_USDT,2025-06-26 01:30:00+00:00,2025-06-26 05:45:00+00:00,0.42547128815343216,sl,-0.0078780164915163
okx,BNB_USDT,2025-06-26 08:15:00+00:00,2025-06-26 10:15:00+00:00,0.4913957768206885,sl,-0.0032669936259467
okx,BTC_USDT,2025-06-26 20:00:00+00:00,2025-06-26 21:45:00+00:00,0.494052931476159,sl,-0.004537827398799
okx,ONDO_USDT,2025-06-28 06:00:00+00:00,2025-06-28 10:00:00+00:00,0.4245429604151947,tp,0.0136431670114387
okx,CHZ_USDT,2025-06-28 13:00:00+00:00,2025-06-28 13:30:00+00:00,0.4283320058107089,sl,-0.0048134098325456
