source,symbol,entry_time,exit_time,score,w,outcome,gross_ret
okx,SUI_USDT_SWAP,2025-06-06 13:00:00+00:00,2025-06-07 01:00:00+00:00,0.0235002584286823,1.0,tp,0.0304614973599637
okx,VIRTUAL_USDT_SWAP,2025-06-06 13:30:00+00:00,2025-06-07 07:30:00+00:00,0.0402000068625894,1.0,timeout,0.0546698326549073
okx,CFX_USDT_SWAP,2025-06-06 14:00:00+00:00,2025-06-06 14:45:00+00:00,0.02204166917763,1.0,tp,0.0303145556522443
okx,TRB_USDT_SWAP,2025-06-07 12:45:00+00:00,2025-06-07 14:30:00+00:00,0.0305642530739882,1.0,tp,0.050645967619944
okx,RVN_USDT_SWAP,2025-06-07 16:45:00+00:00,2025-06-07 20:00:00+00:00,0.0384018012258881,1.0,tp,0.0948521257611774
okx,IOST_USDT_SWAP,2025-06-07 21:15:00+00:00,2025-06-07 23:30:00+00:00,0.0222296236499457,1.0,tp,0.0261508190426
okx,UMA_USDT_SWAP,2025-06-08 02:00:00+00:00,2025-06-08 06:45:00+00:00,0.0220114396394864,1.0,tp,0.0290772986709879
okx,GPS_USDT_SWAP,2025-06-08 08:00:00+00:00,2025-06-08 08:45:00+00:00,0.0221800654867435,1.0,tp,0.0329034323919286
okx,PEPE_USDT_SWAP,2025-06-08 15:00:00+00:00,2025-06-08 21:15:00+00:00,0.0234594149556605,1.0,tp,0.0344049707005733
okx,KMNO_USDT_SWAP,2025-06-08 17:00:00+00:00,2025-06-08 23:00:00+00:00,0.0217818915808576,1.0,sl,-0.0146494140465921
okx,ETHFI_USDT_SWAP,2025-06-08 18:00:00+00:00,2025-06-08 23:15:00+00:00,0.0314263439104633,1.0,sl,-0.0167877315299544
okx,FARTCOIN_USDT_SWAP,2025-06-09 08:00:00+00:00,2025-06-09 10:45:00+00:00,0.0316274073654769,1.0,tp,0.0489188364001125
okx,NEIRO_USDT_SWAP,2025-06-09 10:15:00+00:00,2025-06-09 21:30:00+00:00,0.0210892433244277,1.0,tp,0.0509128052944314
okx,POPCAT_USDT_SWAP,2025-06-09 11:00:00+00:00,2025-06-09 14:00:00+00:00,0.0236348915001547,1.0,sl,-0.0214802657380759
okx,PNUT_USDT_SWAP,2025-06-09 11:00:00+00:00,2025-06-09 13:45:00+00:00,0.0209250548852207,1.0,sl,-0.0202085100294805
okx,STRK_USDT_SWAP,2025-06-09 11:00:00+00:00,2025-06-09 21:15:00+00:00,0.0206085251150697,1.0,tp,0.0305457232933215
okx,VIRTUAL_USDT_SWAP,2025-06-09 11:15:00+00:00,2025-06-09 21:45:00+00:00,0.0280494020232269,1.0,tp,0.0556369042474833
okx,PYTH_USDT_SWAP,2025-06-09 11:30:00+00:00,2025-06-09 13:45:00+00:00,0.0205627663068986,1.0,sl,-0.0121408769383103
okx,IOST_USDT_SWAP,2025-06-09 12:00:00+00:00,2025-06-09 22:00:00+00:00,0.0241536029090196,1.0,tp,0.0330532417263416
okx,STX_USDT_SWAP,2025-06-09 12:00:00+00:00,2025-06-09 13:45:00+00:00,0.0211521947750592,1.0,sl,-0.0109306979755915
okx,ENS_USDT_SWAP,2025-06-09 12:15:00+00:00,2025-06-09 14:00:00+00:00,0.024464667669109,1.0,sl,-0.0109947554541459
okx,ZK_USDT_SWAP,2025-06-09 12:15:00+00:00,2025-06-09 14:15:00+00:00,0.0223004635422241,1.0,sl,-0.0103716902476306
okx,KAITO_USDT_SWAP,2025-06-09 14:00:00+00:00,2025-06-09 17:15:00+00:00,0.0429566832742923,1.0,tp,0.0553765356898832
okx,SHELL_USDT_SWAP,2025-06-09 14:00:00+00:00,2025-06-09 15:15:00+00:00,0.0316338398175586,1.0,tp,0.0513193009295254
okx,ACH_USDT_SWAP,2025-06-09 14:00:00+00:00,2025-06-09 18:30:00+00:00,0.0230901213974007,1.0,tp,0.0264251307221905
