source,symbol,entry_time,exit_time,score,outcome,gross_ret
okx,SUI_USDT_SWAP,2025-06-06 13:00:00+00:00,2025-06-07 01:00:00+00:00,0.8115390598459874,tp,0.0304614973599637
okx,CFX_USDT_SWAP,2025-06-06 14:00:00+00:00,2025-06-06 14:45:00+00:00,0.7867552994937378,tp,0.0303145556522443
okx,CVX_USDT_SWAP,2025-06-07 06:30:00+00:00,2025-06-08 00:30:00+00:00,0.8366721914396696,timeout,0.0150545728264961
okx,TRB_USDT_SWAP,2025-06-07 12:45:00+00:00,2025-06-07 14:30:00+00:00,0.8052269576114365,tp,0.050645967619944
okx,RVN_USDT_SWAP,2025-06-07 17:45:00+00:00,2025-06-07 20:00:00+00:00,0.8282596848033384,tp,0.1093818136620028
okx,IOST_USDT_SWAP,2025-06-07 21:15:00+00:00,2025-06-07 23:30:00+00:00,0.8546742124600714,tp,0.0261508190426
okx,UMA_USDT_SWAP,2025-06-08 02:00:00+00:00,2025-06-08 06:45:00+00:00,0.8161363205038153,tp,0.0290772986709879
okx,GPS_USDT_SWAP,2025-06-08 08:00:00+00:00,2025-06-08 08:45:00+00:00,0.8187470470834342,tp,0.0329034323919286
okx,PEPE_USDT_SWAP,2025-06-08 15:00:00+00:00,2025-06-08 21:15:00+00:00,0.8001939354974346,tp,0.0344049707005733
okx,AR_USDT_SWAP,2025-06-08 15:00:00+00:00,2025-06-08 17:15:00+00:00,0.7902289279084186,tp,0.0231897046938487
okx,FARTCOIN_USDT_SWAP,2025-06-09 08:00:00+00:00,2025-06-09 10:45:00+00:00,0.7580059001075131,tp,0.0489188364001125
okx,IOST_USDT_SWAP,2025-06-09 12:00:00+00:00,2025-06-09 22:00:00+00:00,0.7885359052487272,tp,0.0330532417263416
okx,POL_USDT_SWAP,2025-06-09 12:00:00+00:00,2025-06-09 14:00:00+00:00,0.7724669579352161,sl,-0.0076243334992581
okx,LINK_USDT_SWAP,2025-06-09 12:30:00+00:00,2025-06-09 21:15:00+00:00,0.8115159792698378,tp,0.0230698543835337
okx,BNB_USDT_SWAP,2025-06-09 12:30:00+00:00,2025-06-09 14:15:00+00:00,0.7568741738447089,sl,-0.0032812524124504
