feature,bin,lower,upper,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
body_ratio,"[-inf, 0.5)",-inf,0.5,4,-26.049570318397425,-25.35079221730239,-104.1982812735897,0.0,False,0.0,4,0
body_ratio,"[0.5, 0.65)",0.5,0.65,10,2.015858211383517,-21.397375042500038,20.158582113835173,1.0849948555441362,False,0.2,8,0
body_ratio,"[0.65, 0.8)",0.65,0.8,29,-26.611929535106444,-27.458430219804413,-771.7459565180869,0.05155448407899715,False,0.06896551724137931,27,0
body_ratio,"[0.8, 1.0)",0.8,1.0,12,-30.23898990413849,-23.518337269933227,-362.86787884966185,0.0,False,0.0,12,0
body_ratio,"[1.0, inf)",1.0,inf,0,,,0.0,,False,,0,0
body_ratio,missing,,,0,,,0.0,,False,,0,0
range_atr,"[-inf, 0.65)",-inf,0.65,0,,,0.0,,False,,0,0
range_atr,"[0.65, 1.0)",0.65,1.0,17,-10.510095597395324,-23.46448327231963,-178.6716251557205,0.555091742957564,False,0.058823529411764705,16,0
range_atr,"[1.0, 1.5)",1.0,1.5,16,-25.601547614125028,-28.696834017987154,-409.62476182600045,0.07612146056482667,False,0.0625,15,0
range_atr,"[1.5, 2.0)",1.5,2.0,13,-26.732305892001968,-21.506454578463767,-347.5199765960256,0.0,False,0.0,13,0
range_atr,"[2.0, 3.0)",2.0,3.0,5,-32.6780664112709,-45.58487197078519,-163.39033205635448,0.047784331088437715,False,0.2,4,0
range_atr,"[3.0, inf)",3.0,inf,4,-29.861709723350543,-44.912654510658164,-119.44683889340217,0.22366100939810107,False,0.25,3,0
range_atr,missing,,,0,,,0.0,,False,,0,0
risk_pct,"[-inf, 0.002)",-inf,0.002,16,-6.931343575995021,-21.63523838303592,-110.90149721592033,0.6677824753370873,False,0.0625,15,0
risk_pct,"[0.002, 0.004)",0.002,0.004,17,-22.791244396714788,-23.46448327231963,-387.45115474415144,0.08012877604196908,False,0.058823529411764705,16,0
risk_pct,"[0.004, 0.008)",0.004,0.008,17,-37.87287140017328,-34.46388123243159,-643.8388138029458,0.012574871714192385,False,0.058823529411764705,16,0
risk_pct,"[0.008, 0.015)",0.008,0.015,3,-26.669608675335578,-28.87104499244007,-80.00882602600673,0.0,False,0.0,3,0
risk_pct,"[0.015, 0.03)",0.015,0.03,2,1.7733786307605643,1.7733786307605643,3.5467572615211287,1.1149099734236567,False,0.5,1,0
risk_pct,"[0.03, inf)",0.03,inf,0,,,0.0,,False,,0,0
risk_pct,missing,,,0,,,0.0,,False,,0,0
fee_to_risk,"[-inf, 0.1)",-inf,0.1,0,,,0.0,,False,,0,0
fee_to_risk,"[0.1, 0.2)",0.1,0.2,3,-13.180475198093864,-30.865530256845002,-39.54142559428159,0.465321970594616,False,0.3333333333333333,2,0
fee_to_risk,"[0.2, 0.4)",0.2,0.4,14,-41.30274534938336,-38.92520866645042,-578.238434891367,0.0,False,0.0,14,0
fee_to_risk,"[0.4, 0.8)",0.4,0.8,18,-21.46823055141749,-25.428240798835972,-386.42814992551484,0.09792677596054856,False,0.1111111111111111,16,0
fee_to_risk,"[0.8, 1.0)",0.8,1.0,4,-25.886006725104863,-26.179031222814935,-103.54402690041945,0.0,False,0.0,4,0
fee_to_risk,"[1.0, inf)",1.0,inf,16,-6.931343575995021,-21.63523838303592,-110.90149721592033,0.6677824753370873,False,0.0625,15,0
fee_to_risk,missing,,,0,,,0.0,,False,,0,0
extension_atr,"[-inf, 0.0)",-inf,0.0,0,,,0.0,,False,,0,0
extension_atr,"[0.0, 0.25)",0.0,0.25,2,108.74167805046187,108.74167805046187,217.48335610092374,41.00000986054235,False,0.5,1,0
extension_atr,"[0.25, 0.5)",0.25,0.5,13,-28.236058987102403,-29.85031109073331,-367.0687668323312,0.0,False,0.0,13,0
extension_atr,"[0.5, 1.0)",0.5,1.0,25,-26.829559024283196,-27.449073169762954,-670.7389756070799,0.0479075554478928,False,0.04,24,0
extension_atr,"[1.0, 1.5)",1.0,1.5,12,-28.319714443707497,-25.323224178777064,-339.83657332449,0.023558765951576657,False,0.08333333333333333,11,0
extension_atr,"[1.5, inf)",1.5,inf,3,-19.49752495484197,-28.87104499244007,-58.49257486452592,0.37040351425893697,False,0.3333333333333333,2,0
extension_atr,missing,,,0,,,0.0,,False,,0,0
cross_count24,"[-inf, 1.0)",-inf,1.0,12,-28.228434813419753,-23.901281651923494,-338.74121776103703,0.023633145346201898,False,0.08333333333333333,11,0
cross_count24,"[1.0, 3.0)",1.0,3.0,24,-14.929294073482456,-26.891374370082694,-358.3030577635789,0.41736863632242194,False,0.08333333333333333,22,0
cross_count24,"[3.0, 6.0)",3.0,6.0,13,-32.26380097470252,-30.237049643170295,-419.42941267113275,0.0,False,0.0,13,0
cross_count24,"[6.0, 12.0)",6.0,12.0,6,-17.029974388625767,-21.77267012900384,-102.17984633175459,0.2519346213313126,False,0.16666666666666666,5,0
cross_count24,"[12.0, 24.0)",12.0,24.0,0,,,0.0,,False,,0,0
cross_count24,"[24.0, inf)",24.0,inf,0,,,0.0,,False,,0,0
cross_count24,missing,,,0,,,0.0,,False,,0,0
efficiency24,"[-inf, 0.1)",-inf,0.1,32,-20.28403947959322,-27.425214272578362,-649.089263346983,0.2556398605993335,False,0.03125,31,0
efficiency24,"[0.1, 0.2)",0.1,0.2,17,-28.15000689304297,-27.449073169762954,-478.5501171817305,0.06708539885780766,False,0.058823529411764705,16,0
efficiency24,"[0.2, 0.4)",0.2,0.4,6,-15.169025666464924,-17.1598114628768,-91.01415399878954,0.3154968038555964,False,0.3333333333333333,4,0
efficiency24,"[0.4, 0.6)",0.4,0.6,0,,,0.0,,False,,0,0
efficiency24,"[0.6, 0.8)",0.6,0.8,0,,,0.0,,False,,0,0
efficiency24,"[0.8, inf)",0.8,inf,0,,,0.0,,False,,0,0
efficiency24,missing,,,0,,,0.0,,False,,0,0
volume_ratio,"[-inf, 0.5)",-inf,0.5,3,-33.04931242127272,-30.237049643170295,-99.14793726381815,0.0,False,0.0,3,0
volume_ratio,"[0.5, 1.0)",0.5,1.0,17,-9.637108582328588,-23.46448327231963,-163.83084589958602,0.5763922385291572,False,0.058823529411764705,16,0
volume_ratio,"[1.0, 1.5)",1.0,1.5,10,-19.089910261944162,-24.822600223507447,-190.89910261944163,0.15023566631070756,False,0.1,9,0
volume_ratio,"[1.5, 2.0)",1.5,2.0,10,-35.07204139428964,-36.64228339285867,-350.7204139428964,0.0,False,0.0,10,0
volume_ratio,"[2.0, 3.0)",2.0,3.0,4,-34.19725662213961,-25.72084619731683,-136.78902648855845,0.0,False,0.0,4,0
volume_ratio,"[3.0, inf)",3.0,inf,11,-25.20601893756387,-21.495073054706975,-277.2662083132026,0.13321207111252212,False,0.18181818181818182,9,0
volume_ratio,missing,,,0,,,0.0,,False,,0,0
ma_slope_atr,"[-inf, -0.1)",-inf,-0.1,4,-33.28434108513493,-31.09408200420603,-133.13736434053973,0.05801251835825942,False,0.25,3,0
