minutes,cohort,arm,account,return_pct,max_drawdown_pct,trades,win_rate,profit_factor,peak_positions,top1_positive_profit_share,top5_positive_profit_share,return_minus_top1_contribution_pct,return_minus_top5_contribution_pct,natural_exits,boundary_marks,rejected,natural_win_rate,natural_5r,natural_50pct,stress40_static_pct,stress60_static_pct
60,altcoins,burst_trail,full,7.7320074616447965,52.935776211983665,1141,0.28045574057843997,1.0300072057376184,10,0.2027444757027473,0.3107847277234165,-46.07712634771127,-74.75140887810312,1133,8,459,0.2780229479258605,22,22,-1.2652061535857282,-10.262419768816253
60,altcoins,burst_trail,paired_actual,8.082472664372588,52.82269586281421,1133,0.27890556045895853,1.0313275773026254,10,0.20222830236770195,0.3104971610069457,-45.72666114498348,-74.53496064458793,1126,7,452,0.2761989342806394,21,22,-0.8881922099344308,-9.85885708424145
60,altcoins,burst_trail,paired_random,167.39512322529652,10.474656850915476,1424,0.4023876404494382,1.7750501411687822,10,0.07065899825547821,0.18463549970862958,140.30623986662795,96.61051490984002,1420,4,161,0.4014084507042254,83,22,152.04609267028258,136.69706211526864
60,altcoins,focus_trail,full,-81.33028200108757,88.41278535699088,3330,0.2585585585585586,0.8136668276943917,10,0.03830456467884583,0.08529602085829227,-94.93405079012405,-111.62294701659307,3320,10,18588,0.2572289156626506,111,36,-105.46467664625398,-129.5990712914204
60,altcoins,focus_trail,paired_actual,-81.55115308173765,88.60782818691601,3335,0.25787106446776614,0.8145150056882394,10,0.037987335055317636,0.08513811795033117,-95.15492187077416,-112.04024293348532,3325,10,18511,0.2565413533834586,113,36,-105.80898038922963,-130.0668076967216
60,altcoins,focus_trail,paired_random,154.4171529434639,23.75297259771324,4108,0.34542356377799416,1.1837550434001962,10,0.022453445283181724,0.06938411055296698,132.08137390299083,85.39664661646242,4097,11,17738,0.34415425921405907,147,26,94.22283020413141,34.02850746479895
60,BTC,burst_trail,full,-1.9847344947634848,2.8229669156632498,13,0.23076923076923078,0.3565032079460349,1,0.4998442201390124,1.0,-2.5343438902794286,-3.0842958648301257,13,0,0,0.23076923076923078,0,0,-2.2395725009467906,-2.4944105071300964
60,BTC,burst_trail,paired_actual,-1.9847344947634848,2.8229669156632498,13,0.23076923076923078,0.3565032079460349,1,0.4998442201390124,1.0,-2.5343438902794286,-3.0842958648301257,13,0,0,0.23076923076923078,0,0,-2.2395725009467906,-2.4944105071300964
60,BTC,burst_trail,paired_random,-0.5872126891798107,1.2170179978971185,13,0.38461538461538464,0.6077179151482254,1,0.5003812453063267,1.0,-1.0424103481567986,-1.4969143681432617,13,0,0,0.38461538461538464,0,0,-0.8389971344366064,-1.090781579693402
60,BTC,focus_trail,full,0.8754408458069666,4.658309084259327,62,0.27419354838709675,1.0915876742035746,1,0.22071899999555425,0.5961213165218054,-1.4275282929434185,-5.344454110805831,62,0,4,0.27419354838709675,7,0,-0.3979665513061804,-1.6713739484193275
60,BTC,focus_trail,paired_actual,0.8754408458069666,4.658309084259327,62,0.27419354838709675,1.0915876742035746,1,0.22071899999555425,0.5961213165218054,-1.4275282929434185,-5.344454110805831,62,0,4,0.27419354838709675,7,0,-0.3979665513061804,-1.6713739484193275
60,BTC,focus_trail,paired_random,-2.2542369317128617,3.354900597026611,59,0.288135593220339,0.6738479959579574,1,0.23011942566647192,0.6467365286791065,-3.325989990862519,-5.2663331555244115,59,0,7,0.288135593220339,2,0,-3.4286971625108276,-4.603157393308794
60,ETH,burst_trail,full,-1.327917079463572,1.7132252399181702,6,0.16666666666666666,0.25232911373519473,1,1.0,1.0,-1.7760716698460033,-1.7760716698460033,6,0,0,0.16666666666666666,0,0,-1.4339599107405867,-1.5400027420176017
60,ETH,burst_trail,paired_actual,-1.0012047993416053,1.3956161264150446,5,0.2,0.30920873977831126,1,1.0,1.0,-1.4493593897240367,-1.4493593897240367,5,0,0,0.2,0,0,-1.0873297534296869,-1.1734547075177684
60,ETH,burst_trail,paired_random,-0.26386889772185534,0.9423813412706039,5,0.4,0.5578541575008548,1,0.8874252707450782,1.0,-0.5593128626233437,-0.5967915388062534,5,0,0,0.4,0,0,-0.3636528783802153,-0.46343685903857534
60,ETH,focus_trail,full,-0.9648716100384045,6.426955139224699,62,0.27419354838709675,0.9063584805940048,1,0.2511182499637661,0.5839067504127287,-3.310068745638312,-6.4179855861152895,62,0,6,0.27419354838709675,4,0,-2.1837414712328034,-3.4026113324272025
60,ETH,focus_trail,paired_actual,-0.9648716100384045,6.426955139224699,62,0.27419354838709675,0.9063584805940048,1,0.2511182499637661,0.5839067504127287,-3.310068745638312,-6.4179855861152895,62,0,6,0.27419354838709675,4,0,-2.1837414712328034,-3.4026113324272025
60,ETH,focus_trail,paired_random,4.476471481377593,2.938391351473213,60,0.45,1.6994955589184306,1,0.25666971735833455,0.564591573121279,1.6849207361472176,-1.6640504427461444,60,0,8,0.45,3,0,3.2442611909733694,2.0120509005691463
240,altcoins,burst_trail,full,1.0907804064851225,22.676367357349324,289,0.28719723183391005,1.012564637729054,10,0.10095424698717703,0.2915231076573265,-7.783531868821146,-24.53535390708612,278,11,91,0.2805755395683453,10,19,-0.6213759511913788,-2.33353230886788
240,altcoins,burst_trail,paired_actual,-10.325612175192452,21.070783716870555,257,0.26459143968871596,0.8638825009102525,10,0.1280937378718506,0.37180827355207285,-18.719910968332783,-34.69112600757185,246,11,57,0.25203252032520324,6,13,-11.768240326669453,-13.210868478146452
240,altcoins,burst_trail,paired_random,134.77898075105017,8.891118607988268,295,0.5389830508474577,3.129106945899143,10,0.047949519102486154,0.2266987781967576,125.28104224409333,89.8740245550784,286,9,19,0.527972027972028,26,19,131.44081928326727,128.1026578154844
240,altcoins,focus_trail,full,-23.68841193957289,54.42518563821259,886,0.25395033860045146,0.91409338033421,10,0.07038961864183044,0.17519075848549825,-41.43065369410558,-67.84658256450228,875,11,3607,0.25142857142857145,35,31,-32.80204409187795,-41.91567624418301
240,altcoins,focus_trail,paired_actual,-6.338248868865194,48.440550414340144,885,0.25875706214689265,0.978784635243525,10,0.06315136728271009,0.15888679258450134,-24.804923006380594,-52.79980227083407,874,11,3386,0.2574370709382151,40,33,-16.23136596925308,-26.124483069640966
240,altcoins,focus_trail,paired_random,144.6066027370281,25.90289234848876,939,0.3929712460063898,1.4507991844557044,10,0.05338551930698838,0.1570255077272126,119.76178723263426,71.52929976030734,929,10,3332,0.38966630785791173,46,27,130.22626700576004,115.84593127449195
240,BTC,burst_trail,full,-0.335368264486664,0.33536826448666845,1,0.0,0.0,1,,,-0.335368264486664,-0.335368264486664,1,0,0,0.0,0,0,-0.35536826448666403,-0.375368264486664
240,BTC,burst_trail,paired_actual,-0.335368264486664,0.33536826448666845,1,0.0,0.0,1,,,-0.335368264486664,-0.335368264486664,1,0,0,0.0,0,0,-0.35536826448666403,-0.375368264486664
240,BTC,burst_trail,paired_random,0.3312408722462569,0.4141771270587902,1,1.0,,1,1.0,1.0,-6.650680006714538e-15,-6.650680006714538e-15,1,0,0,1.0,0,0,0.3112408722462569,0.29124087224625694
240,BTC,focus_trail,full,-2.7009729525213624,2.935300560745069,11,0.18181818181818182,0.0817836052803866,1,0.7523606949430627,1.0,-2.8819683548618484,-2.9415429391740853,11,0,0,0.18181818181818182,0,0,-2.909402605292277,-3.117832258063191
240,BTC,focus_trail,paired_actual,-2.7009729525213624,2.935300560745069,11,0.18181818181818182,0.0817836052803866,1,0.7523606949430627,1.0,-2.8819683548618484,-2.9415429391740853,11,0,0,0.18181818181818182,0,0,-2.909402605292277,-3.117832258063191
240,BTC,focus_trail,paired_random,0.28309252423966247,1.7345678734926429,10,0.4,1.2173964707470104,1,0.48904284546837873,1.0,-0.49218083331759943,-1.302194664278037,10,0,1,0.4,0,0,0.08745141821791633,-0.10818968780382981
240,ETH,burst_trail,full,0.7778278070836532,0.3839788923588938,1,1.0,,1,1.0,1.0,5.684341886080802e-15,5.684341886080802e-15,1,0,0,1.0,0,0,0.7666040477984771,0.7553802885133011
240,ETH,burst_trail,paired_actual,0.0,-0.0,0,,,0,,,0.0,0.0,0,0,0,,0,0,0.0,0.0
240,ETH,burst_trail,paired_random,0.0,-0.0,0,,,0,,,0.0,0.0,0,0,0,,0,0,0.0,0.0
240,ETH,focus_trail,full,8.831171289683363,3.0790055488563284,14,0.42857142857142855,3.491145340410102,1,0.3844532200830543,0.9699044114684148,4.073102962123337,-3.1725556136097093,14,0,2,0.42857142857142855,3,0,8.579027481637121,8.32688367359088
240,ETH,focus_trail,paired_actual,5.770197953465278,3.12165274521079,12,0.4166666666666667,2.884901173533103,1,0.5387628063510923,1.0,1.0121296259052524,-3.061273468597521,12,0,2,0.4166666666666667,2,0,5.558791939447666,5.3473859254300535
240,ETH,focus_trail,paired_random,9.46208708454213,1.843060778025707,11,0.6363636363636364,8.047313788765122,1,0.4697281697163141,0.9435812849942604,4.386796961298134,-0.7330621207982021,11,0,3,0.6363636363636364,2,1,9.239136842465667,9.016186600389204
