event_id,symbol,fold,minutes,policy,kept,net_bp,signal_i,near_zero_bars,contraction_ratio,proximity_atr,separation_delta
JTO_15_1713447900,JTO,development,15,P00,True,3026.984572230016,9724,17,0.8728171843609974,0.6808368177456531,0.316297477912317
ORDI_15_1692105300,ORDI,development,15,P00,True,3003.4609278532366,8270,55,0.3974130516385236,0.5661770759676982,0.29200337771398555
DOGE_15_1709488800,DOGE,development,15,P00,True,2724.110133409028,75852,15,1.3927614335777587,0.22865975974682948,-0.010419711253797589
GALA_15_1672967700,GALA,development,15,P00,True,2718.1600435492646,35271,18,0.7944456711098291,1.0772643301402858,0.286697916858875
ORDI_15_1733711400,ORDI,development,15,P00,True,2716.520854526958,54499,19,0.6652455062030707,0.5235597819843184,0.2405221030827699
ZK_15_1722577500,ZK,development,15,P00,True,2711.9587628865984,4310,17,1.114039762939359,0.0,0.430527311679407
APT_15_1673550000,APT,development,15,P00,True,2659.0532463540417,8231,26,0.8758022460124497,0.43225343833202345,0.6877201534929337
XRP_15_1732827600,XRP,development,15,P00,True,2631.194080053818,101777,46,0.5652956197648696,0.6954503206196212,0.2914010218961322
GRT_15_1709946900,GRT,development,15,P00,True,2623.94156402177,76359,38,0.6302321667875614,0.0,0.36670467831391973
PEPE_15_1734448500,PEPE,development,15,P00,True,2552.7533671892256,57070,14,1.4297720687797177,0.051848721519857165,0.364878046630213
ORDI_15_1686336300,ORDI,development,15,P00,True,2468.9836531627584,1860,16,0.6967607878734081,0.3468663639719313,0.24537499456722886
ETH_15_1730855700,ETH,development,15,P00,True,2460.347796656608,99591,14,0.9501611765890998,0.22589207056442567,0.6022334644480127
FIL_15_1703977200,FIL,development,15,P00,True,2443.4065202927504,69726,18,0.8141700282473706,0.0,0.24619764484596054
AVAX_15_1699708500,AVAX,development,15,P00,True,2418.4541328565533,64988,15,0.755832648214122,0.0,0.3243193110731801
LTC_15_1688084100,LTC,development,15,P00,True,2371.788856304986,52066,19,1.2352417175766313,0.31287825363211436,0.1657886252848861
GALA_15_1732316400,GALA,development,15,P00,True,2341.9631901840467,101214,17,0.5852257779374899,0.6897728976421021,0.21011641923584104
ORDI_15_1734469200,ORDI,development,15,P00,True,2338.8011335986025,55341,17,2.3702057236597844,0.3545221115898814,0.03300940199342502
OP_15_1676374200,OP,development,15,P00,True,2332.1113942482707,24799,37,0.488556243048105,0.14171496614874715,0.014322683504393972
SUI_15_1712907900,SUI,development,15,P00,True,2325.0847457627124,32944,12,0.8815623941927732,0.39869299043999556,0.35206655522123087
SUI_15_1733914800,SUI,development,15,P00,True,2312.8004263256053,56285,25,0.5865004394277848,0.09502711978606278,0.22835052410650966
WLD_15_1721137500,WLD,development,15,P00,True,2261.934683753617,34376,15,0.7593622433887482,0.0,0.5311859617570166
BCH_15_1688033700,BCH,development,15,P00,True,2233.747986618759,52016,29,0.9516446997859765,0.4094203136929335,0.5727910969631216
XLM_15_1689723900,XLM,development,15,P00,True,2205.579814157288,53884,23,0.917839672556625,0.0,0.2620116834385664
GALA_15_1733704200,GALA,development,15,P00,True,2190.2061507265967,102756,23,0.9527915394208823,0.0,0.24611763779223367
JTO_15_1711892700,JTO,development,15,P00,True,2178.9215098861605,7996,15,1.0365658252499685,0.36995191107743497,0.40525632375280274
LINK_15_1733095800,LINK,development,15,P00,True,2168.5840428886795,102079,46,1.0414296269589094,0.5084661445697524,0.17925694242755907
CRV_15_1734888600,CRV,development,15,P00,True,2167.312627413358,104074,22,0.5551050731200985,0.6373607316912232,0.399058162524549
AVAX_15_1712924100,AVAX,development,15,P00,True,2167.2059177554547,79672,12,1.1303928437158317,0.7979542418911966,0.38358859119781613
FIL_15_1734451200,FIL,development,15,P00,True,2154.590802805925,103586,15,1.175069594013989,0.18478339118972195,0.38050873063790197
APE_15_1719974700,APE,development,15,P00,True,2152.2070844686646,80503,26,0.9647011587214458,0.11369990598672162,0.36882262153590195
ETC_15_1712914200,ETC,development,15,P00,True,2129.476831091182,79657,36,0.4742470412371463,0.40227948318103274,0.3104026537084439
LTC_15_1692056700,LTC,development,15,P00,True,2120.5089492268357,56480,17,1.2816000790154398,0.0908089141472234,-0.030917684507666986
PEPE_15_1709860500,PEPE,development,15,P00,True,2110.1369863013697,29750,32,0.3424810922450439,0.5804048693741873,0.44730915657869363
AVAX_15_1700018100,AVAX,development,15,P00,True,2093.254937778284,65332,28,1.4400440648187067,0.7869720739940538,0.2220957258569484
PEPE_15_1719929700,PEPE,development,15,P00,True,2086.0619587536835,40938,15,0.7238482611314898,0.0006662715336931375,0.34959815881443196
SOL_15_1699584300,SOL,development,15,P00,True,2062.4494868333663,64842,12,0.7968996547360497,0.16950408213256316,0.2976838730234277
ETC_15_1731670200,ETC,development,15,P00,True,2052.353729343457,100497,38,0.5193735959898792,0.7219452716432783,0.1572633863295113
ORDI_15_1724653800,ORDI,development,15,P00,True,2049.262825118552,44435,16,0.8017717596334946,0.33172584189208154,0.2922887843164526
CHZ_15_1733707800,CHZ,development,15,P00,True,2025.5256570713398,102762,21,1.1056244116724085,0.5364454516709724,0.24925757804989238
DOGE_15_1709110800,DOGE,development,15,P00,True,2018.1842185437195,75432,15,0.859038921110003,0.0,0.48895407989441064
GRT_15_1676358900,GRT,development,15,P00,True,2008.3018867924518,39039,13,0.9004825906046652,0.0,0.19567177774562527
APE_15_1686326400,APE,development,15,P00,True,1969.3126062666977,43116,19,0.6720340681767483,0.28676117505879545,0.20698057167848938
UNI_15_1716577200,UNI,development,15,P00,True,1961.3914146754087,83722,25,0.5639774711076765,1.482750635500546,0.4740028896585906
DOT_15_1733634900,DOT,development,15,P00,True,1929.3476592478899,102681,14,0.9420790540148056,0.1505016220483175,0.38189000773331433
APT_15_1709095500,APT,development,15,P00,True,1927.850472866135,47726,15,0.9019927498271194,0.0,0.26521496905236763
GRT_15_1722578400,GRT,development,15,P00,True,1911.155192532088,90394,21,1.0981730534807412,0.0,0.4643532056797684
CFX_15_1679018400,CFX,development,15,P00,True,1910.7685130469943,41996,51,0.6130726972105175,0.16402891505810255,0.58204487761004
GRT_15_1678643100,GRT,development,15,P00,True,1906.3698630136994,41577,75,0.3082983462662762,0.1327793878094876,0.4110743422684838
XRP_15_1712924100,XRP,development,15,P00,True,1889.871244635194,79662,25,0.603532783061481,0.7397072918899658,0.28355421451805946
SAND_15_1686334500,SAND,development,15,P00,True,1885.1615610574913,50120,23,0.8692250281567631,0.4489887087014444,0.3477714450046517
ARB_15_1722781800,ARB,development,15,P00,True,1884.1976980365605,48002,26,0.58485672511919,0.1694389929421184,0.3973849625282011
GRT_15_1704003300,GRT,development,15,P00,True,1875.497498610339,69755,45,0.43430909522843586,0.13162334792393793,-0.04315163909457245
AVAX_15_1732191300,AVAX,development,15,P00,True,1860.4218404490537,101080,20,0.8000092631189063,0.020934969503530333,0.4210916557483869
AAVE_15_1719904500,AAVE,development,15,P00,True,1856.72493100276,87428,21,0.943963511646976,0.2898140215417708,0.14837911988900448
UNI_15_1712925900,UNI,development,15,P00,True,1853.0372364288917,79665,13,0.8704875542549679,0.0,0.30118801134937057
SUI_15_1728634500,SUI,development,15,P00,True,1849.9099871410185,50418,30,0.6997968359630223,0.22537838490443365,0.24416679096470414
PEPE_15_1698226200,PEPE,development,15,P00,True,1848.0665610142632,16823,57,0.49785064845296917,0.0,0.4935138740340731
ONDO_15_1731190500,ONDO,development,15,P00,True,1847.038216560508,9167,18,1.3066529408315155,0.5065393389724318,0.4783481948376428
WLD_15_1712943900,WLD,development,15,P00,True,1832.6561977948552,25272,13,1.1960373498959136,0.3285660913985574,0.4971214577105824
UNI_15_1722764700,UNI,development,15,P00,True,1805.5671367259351,90597,32,0.9153230332797997,0.9549383904782467,0.25144691819332987
UNI_15_1692126000,UNI,development,15,P00,True,1804.5264207377866,56554,19,0.9448785019918482,0.0933521430785191,0.6937194504044469
EIGEN_15_1734570000,EIGEN,development,15,P00,True,1803.8866396761143,7562,14,1.586848996217643,0.3573645464476311,0.08013370727705785
NEAR_15_1673636400,NEAR,development,15,P00,True,1789.7826086956513,36012,15,1.2397689051327199,0.806523860946868,0.2200585977536585
GALA_15_1686341700,GALA,development,15,P00,True,1783.3424018655264,50131,14,0.589125422331642,0.11641888888578143,0.3181210889274104
GALA_15_1675863900,GALA,development,15,P00,True,1769.8832684824895,38489,12,0.9118687128780801,0.0,0.12961667620553774
PEPE_15_1698085800,PEPE,development,15,P00,True,1765.990213752253,16667,33,0.6007842001521978,0.08850533986279463,0.44151973564539143
ADA_15_1712925000,ADA,development,15,P00,True,1760.3689523146538,79673,16,2.158716297208754,0.024713614011637533,0.36260153086228575
PEPE_15_1724316300,PEPE,development,15,P00,True,1745.2250661959367,45812,15,1.23082636954505,0.0,0.29226820551858196
BCH_15_1712911500,BCH,development,15,P00,True,1739.5790166091108,79658,41,0.6367312978053234,0.6587923550493681,0.2053746066585779
WLD_15_1720098900,WLD,development,15,P00,True,1739.218125277654,33222,22,1.907258064516111,0.46886123375552385,0.4221793337227548
POL_15_1734450300,POL,development,15,P00,True,1734.6583850931675,8093,14,1.1959837661116566,0.16837120219288595,0.4666784139506093
ZK_15_1730812500,ZK,development,15,P00,True,1695.9763313609467,13460,13,0.8667697813800342,0.0,0.03428655612249802
JTO_15_1722570300,JTO,development,15,P00,True,1689.8261794962743,19860,16,0.928078827418159,0.0,0.39194850552664356
ETHFI_15_1716424200,ETHFI,development,15,P00,True,1673.4667160676797,6289,21,0.6598557336256156,0.0,0.11665092555489828
APT_15_1697869800,APT,development,15,P00,True,1652.1721623893181,35253,38,0.3145991893317922,0.5467328436210622,0.21700036313915835
LTC_15_1733065200,LTC,development,15,P00,True,1644.646087848549,102045,19,0.9967426822260498,0.31589354783808465,0.6592142211130239
AAVE_15_1733095800,AAVE,development,15,P00,True,1641.2795893145749,102085,25,1.1458962629918814,0.45486158065619875,0.2896073094097201
SOL_15_1703337300,SOL,development,15,P00,True,1634.0574152761956,69012,38,0.6865954209258898,0.09163178019409816,0.20921535233649027
INJ_15_1702908000,INJ,development,15,P00,True,1631.8336173704483,1737,12,0.9519063425136792,0.3555807522803677,0.3317605528356161
CFX_15_1677228300,CFX,development,15,P00,True,1631.3312108596012,40007,13,1.2996942566271665,0.3499874827620882,0.14805912223783002
WLD_15_1693989900,WLD,development,15,P00,True,1630.6101477199732,4212,23,0.7602790652951465,0.3499885194373646,0.3376434936681736
GALA_15_1718591400,GALA,development,15,P00,True,1609.0571870170013,85964,20,1.5585025321236992,0.2950458644068067,0.32898777490851616
ETC_15_1733708700,ETC,development,15,P00,True,1600.344635908838,102762,24,0.583454362242209,0.6801498448978323,0.2600380971639848
GALA_15_1698239700,GALA,development,15,P00,True,1598.9856957087122,63351,15,1.060020973969,0.48411628318057315,0.21632588375652437
ORDI_15_1699993800,ORDI,development,15,P00,True,1597.849600587642,17035,12,0.807230860143638,0.5632270508625895,0.2535864334782531
ICP_15_1724217300,ICP,development,15,P00,True,1595.4055525313015,92215,13,1.3280135497836314,0.30638410530335225,0.27256577194905657
CHZ_15_1732311900,CHZ,development,15,P00,True,1585.6593977154732,101211,24,0.8512497137333594,0.23019020235776352,0.11236848506046991
DOGE_15_1692077400,DOGE,development,15,P00,True,1564.4644537024599,56506,21,0.944034372589831,0.564637376013693,0.1362541578404078
HBAR_15_1732247100,HBAR,development,15,P00,True,1558.059071729958,44536,12,0.9955580233203624,0.1404695856241873,0.35034305915047004
SHIB_15_1691074800,SHIB,development,15,P00,True,1554.5555689926239,55387,36,0.29589104011520456,0.19404823138779462,0.2695209346991577
CHZ_15_1733914800,CHZ,development,15,P00,True,1549.3537381811095,102992,34,0.42315160074299646,0.0,0.2826582233563814
DOT_15_1722757500,DOT,development,15,P00,True,1535.3762356263867,90595,16,1.1881547415268738,0.0,0.4558808002572951
SOL_15_1678181400,SOL,development,15,P00,True,1532.4027015208208,41061,20,1.0504099364580806,0.5931881818947659,0.2053217472098017
ORDI_15_1711926000,ORDI,development,15,P00,True,1520.2518776594231,30293,21,0.8030741411868463,0.0,0.19876888851862518
WLD_15_1727211600,WLD,development,15,P00,True,1518.4615384615374,41125,18,1.2557619516687233,0.0938588582266796,0.37510685128190985
OP_15_1701962100,OP,development,15,P00,True,1516.7847411444147,53230,12,0.6093828244497826,0.4060554414010372,0.5885835208428982
LINK_15_1724257800,LINK,development,15,P00,True,1505.2621544327937,92259,15,1.554641691913091,0.6830202128240802,0.19705930700641378
TIA_15_1711894500,TIA,development,15,P00,True,1492.0606478290833,14576,29,0.9220678205583366,0.6654142836689195,0.2665632162464863
APT_15_1675860300,APT,development,15,P00,True,1489.7857074217625,10798,12,0.9198103184809006,0.0769648915004247,0.24514204144552584
CFX_15_1720849500,CFX,development,15,P00,True,1489.303928325294,88475,23,1.1180041818353075,0.11364541011821384,0.28090914073938805
NEAR_15_1710220500,NEAR,development,15,P00,True,1474.7338046457937,76661,24,0.5226140460886082,0.16562368811268302,0.3174129227292667
BCH_15_1733714100,BCH,development,15,P00,True,1471.3863822805572,102772,21,0.9870062683466663,0.5607744104756637,0.15342288067221685
PEPE_15_1710754200,PEPE,development,15,P00,True,1455.738537628659,30743,29,0.5490120108905243,0.37881671107087955,0.1501437499906431
BCH_15_1719930600,BCH,development,15,P00,True,1451.5984147952443,87457,31,0.6613605153381851,0.042728220357159584,0.4915761541633424
TIA_15_1723135500,TIA,development,15,P00,True,1431.0050251256291,27066,14,0.6574754966407481,0.23782237192986416,0.37513052286234555
AVAX_15_1733910300,AVAX,development,15,P00,True,1427.7247502774703,102990,22,0.620535607885626,0.0,0.10160051365822632
WLD_15_1724641200,WLD,development,15,P00,True,1427.440836543753,38269,13,0.8522519467508344,0.6913340129655432,0.31558035424027675
NEAR_15_1703143800,NEAR,development,15,P00,True,1417.819420783646,68798,22,0.7359099178637791,0.0,0.4264974025848563
APT_15_1733905800,APT,development,15,P00,True,1414.2231220826295,75293,31,0.7050219968511775,0.0,0.14784884548970179
INJ_15_1734553800,INJ,development,15,P00,True,1410.3482587064664,36899,27,0.5311047364443422,0.22802943895686087,0.5323477046653686
ZRO_15_1730817000,ZRO,development,15,P00,True,1403.9999999999986,13257,18,0.4646853205421439,0.023740513510602072,0.27535962405430486
DOGE_15_1711581300,DOGE,development,15,P00,True,1403.8709335031597,78177,17,0.7808801624087044,0.4487702456625815,0.26493183496379213
SOL_15_1701953100,SOL,development,15,P00,True,1402.5811461407045,67474,30,0.7105780284206589,0.22076843117426484,0.20209894298548536
ETC_15_1719974700,ETC,development,15,P00,True,1401.1438474870008,87502,17,0.8583529583706195,0.17072035314259934,0.30288681383920324
ADA_15_1733675400,ADA,development,15,P00,True,1397.4494372514168,102729,14,1.386004302211927,0.8870661395641615,0.2688108055075239
APE_15_1708746300,APE,development,15,P00,True,1395.25917297612,68027,36,0.5872999107451903,0.6272363070099003,0.5246862412954694
ICP_15_1710963000,ICP,development,15,P00,True,1394.777135959997,77488,13,0.8464626388642332,0.4383924952381901,0.2938349463605467
ADA_15_1673167500,ADA,development,15,P00,True,1387.5569656763776,35498,19,1.0778657660990967,0.449174983903818,0.134227944648319
CHZ_15_1699046100,CHZ,development,15,P00,True,1383.032036613272,64249,16,0.7256558470431365,0.0,0.14556214844314544
CRV_15_1722782700,CRV,development,15,P00,True,1377.9797979797981,90623,15,0.6606799230275834,0.0,0.3984981238754609
UNI_15_1711931400,UNI,development,15,P00,True,1373.404188809002,78560,26,0.5306056353233183,0.0,0.3789992292234472
SHIB_15_1732950000,SHIB,development,15,P00,True,1368.5099287554947,101915,19,0.9146618524970325,0.0,0.44729069716150643
HBAR_15_1734984900,HBAR,development,15,P00,True,1366.4296081277193,47578,12,0.9852017392373272,0.020366097035114914,0.2689526962185805
CFX_15_1717763400,CFX,development,15,P00,True,1359.3103448275867,85046,29,0.5152531595150228,0.0,0.32629473536165193
ARB_15_1694305800,ARB,development,15,P00,True,1356.2696729545721,16362,49,0.5806166162225388,0.36610147410334265,0.2845287320298671
CHZ_15_1705511700,CHZ,development,15,P00,True,1351.6518920979893,71433,14,0.905818147630411,0.0,0.06938020275043175
SAND_15_1681877700,SAND,development,15,P00,True,1351.6430840311866,45168,35,0.3412408653239424,0.5483817778684456,0.27736412271296884
GALA_15_1731105900,GALA,development,15,P00,True,1345.9205116491546,99869,19,1.3384440574081504,0.4189947201563773,0.32688388265620955
TIA_15_1724364900,TIA,development,15,P00,True,1337.2245520396486,28432,21,0.6596059435848818,0.4866748347960428,0.11425961790039232
UNI_15_1733717700,UNI,development,15,P00,True,1336.8731956473468,102767,12,0.8407202957995126,0.27742091435795135,0.3256316271257826
JTO_15_1734471000,JTO,development,15,P00,True,1332.6011560693642,33083,12,0.8480340166680249,0.7435287020647057,0.34471063811886754
ETHFI_15_1714455000,ETHFI,development,15,P00,True,1331.4142707484577,4101,44,0.43655837553818605,0.5166484583847506,0.3291942760792645
GRT_15_1673118900,GRT,development,15,P00,True,1328.3146067415719,35439,24,0.3696682464455056,0.0,0.38037835436981937
ORDI_15_1719112500,ORDI,development,15,P00,True,1318.5979361465038,38278,17,1.227862664376383,0.06481901732782604,0.1568299544303829
APE_15_1730783700,APE,development,15,P00,True,1314.1191598799828,92513,13,0.9156939856252624,0.0,0.28393485346975333
BCH_15_1695650400,BCH,development,15,P00,True,1310.4865176086755,60479,15,0.8996723357777936,0.09053424300050325,0.2833060330782606
LINK_15_1720029600,LINK,development,15,P00,True,1309.6161269568952,87561,12,0.8984980237154494,0.22102355107051938,0.2858421649600693
SHIB_15_1733706000,SHIB,development,15,P00,True,1307.6495943204868,102755,58,0.42701276601433874,0.1428693998819591,0.3684464047619468
SUI_15_1728228600,SUI,development,15,P00,True,1306.093169476994,49967,40,0.991599101108763,0.1968978778843137,0.18090500844179658
WLD_15_1711948500,WLD,development,15,P00,True,1303.4750462107204,24166,43,0.5327673567348619,0.2693209537302018,0.3410453057816237
TIA_15_1700511300,TIA,development,15,P00,True,1300.3824556078314,1928,22,0.6021905521660804,0.7234990522568772,0.3150350351855725
FIL_15_1688338800,FIL,development,15,P00,True,1297.829457364339,52350,41,0.8064406178532745,0.19396456187135738,0.3445594946864036
OP_15_1724262300,OP,development,15,P00,True,1292.388432702607,78008,19,2.559985436009385,0.3240415835502338,0.4122243565693594
SAND_15_1724258700,SAND,development,15,P00,True,1292.3359580052506,92258,21,1.2418040214637525,0.6239926587811225,0.2389565882564486
TIA_15_1707298200,TIA,development,15,P00,True,1283.8046564452022,9469,28,0.5453658325020588,0.5577649075660313,0.2419637750612935
WLD_15_1733388300,WLD,development,15,P00,True,1283.1992955679473,47988,13,0.43205567013594665,0.6798700485235274,0.27898669355510225
FIL_15_1724261400,FIL,development,15,P00,True,1279.08552985476,92264,24,0.9678986527566841,0.5589844242694839,0.22795735378983517
ETC_15_1688085900,ETC,development,15,P00,True,1276.0139403180126,52070,19,1.1813501907124437,0.0,0.4367392950714608
POL_15_1731708900,POL,development,15,P00,True,1273.4518997574785,5047,19,0.95669296931844,0.9279982629236866,0.3316027849121132
GALA_15_1673601300,GALA,development,15,P00,True,1273.103448275863,35975,15,0.3551315839126399,0.18756626334035864,0.5030953491257836
SHIB_15_1675465200,SHIB,development,15,P00,True,1271.6006339144226,38043,19,0.8249373015013532,0.14759041778872664,0.29168017214375
PEPE_15_1692075600,PEPE,development,15,P00,True,1265.1113375054567,9989,18,0.6637630524072081,0.23595304025746297,0.32579428786859993
ZK_15_1734924600,ZK,development,15,P00,True,1245.2608213096573,18029,62,0.32888819143307585,0.2347864273280193,0.397249603115457
GRT_15_1712917800,GRT,development,15,P00,True,1242.9198966408262,79660,18,0.7301861671897413,0.0,0.2932437506915515
GRT_15_1718588700,GRT,development,15,P00,True,1240.285838025118,85961,41,0.38145315949207065,0.4261840446485528,0.5423289472421433
ARB_15_1731703500,ARB,development,15,P00,True,1238.0591833360888,57915,14,0.8804266824264163,0.0,0.5730131641464181
ZRO_15_1733551200,ZRO,development,15,P00,True,1223.2278300541777,16295,15,0.7535731421982784,0.0,0.21174280232680812
APE_15_1678255200,APE,development,15,P00,True,1219.0534344509874,34148,13,0.8765408737024272,0.0,0.5694372760656632
ICP_15_1673643600,ICP,development,15,P00,True,1218.9380530973472,36022,20,1.073739636456347,0.02292346938948339,0.250894050132745
SAND_15_1679017500,SAND,development,15,P00,True,1218.6905741075839,41990,59,0.45667229947398685,0.0,0.34362396795869593
TIA_15_1705860000,TIA,development,15,P00,True,1213.71335504886,7871,14,0.6538886761291713,0.8946110013876463,0.23580383893820178
HBAR_15_1702472400,HBAR,development,15,P00,True,1208.9539970833885,11453,30,0.7411493073985784,0.30151295481034773,0.2682676227974409
APE_15_1681869600,APE,development,15,P00,True,1207.2188555200248,38164,33,0.5509593549475456,0.3542899871483609,0.20598832212539434
CFX_15_1711243800,CFX,development,15,P00,True,1206.7493356953053,77802,29,0.6261929821075413,0.10821974137824289,0.3138879333957269
GALA_15_1683194400,GALA,development,15,P00,True,1199.5121951219523,46634,17,1.1417804429430618,0.5540769816537031,0.26332022997075
ICP_15_1706262300,ICP,development,15,P00,True,1193.6737037364198,72265,22,0.5307541928181968,0.01880696348713916,0.2300374037986074
GALA_15_1709029800,GALA,development,15,P00,True,1190.526315789473,75340,15,0.9084241648131708,0.3582984861275925,0.32602044957214465
ARB_15_1724678100,ARB,development,15,P00,True,1183.1591329188373,50109,31,0.6185838707417741,0.34563187904341697,0.15711605568723394
PEPE_15_1695383100,PEPE,development,15,P00,True,1178.7075928917611,13664,26,0.5985591004502624,0.0,0.2705323433801391
SAND_15_1724637600,SAND,development,15,P00,True,1174.2347288949895,92679,16,0.5146453295070962,0.12240392941116654,0.30610664041764346
SAND_15_1673189100,SAND,development,15,P00,True,1171.2427559562145,35514,13,0.8294294461050152,0.006495406324908492,0.5518558525980601
ATOM_15_1733911200,ATOM,development,15,P00,True,1165.913389746145,102991,17,0.6638641724390729,0.0,0.16101255564776012
FIL_15_1685879100,FIL,development,15,P00,True,1165.8115075273256,49617,14,1.1052631578947387,0.0,0.3077968555998722
AVAX_15_1724328000,AVAX,development,15,P00,True,1163.1105453002344,92343,26,0.7547132566212686,0.4156718885327043,0.309764258204102
OP_15_1720473300,OP,development,15,P00,True,1161.5056952214054,73798,12,1.119320208288756,0.3722785303897109,0.22948986946219307
XLM_15_1731345300,XLM,development,15,P00,True,1157.571759671956,100130,16,0.8844404897020067,0.5895367549923902,0.06573492836533784
NEAR_15_1705872600,NEAR,development,15,P00,True,1154.8726655348041,71830,18,0.5414012738853528,0.0,0.11428307802170735
FIL_15_1677231900,FIL,development,15,P00,True,1152.5835708732834,40009,30,0.7300839316933304,0.40155928380481565,0.3205343684551862
SUI_15_1724746500,SUI,development,15,P00,True,1151.103477887505,46098,16,0.810104298097114,0.22471961397456905,0.357033579490012
OP_15_1711934100,OP,development,15,P00,True,1138.4594222833555,64310,41,1.2734429215136949,0.381458642441735,0.39306803426471115
ORDI_15_1718590500,ORDI,development,15,P00,True,1133.1706415233878,37698,17,0.9199087494285286,0.1781504004848202,0.5215838449360658
OP_15_1733907600,OP,development,15,P00,True,1127.416072789207,88725,18,0.7689714820010989,0.0,0.193684194304214
UNI_15_1734627600,UNI,development,15,P00,True,1124.0999792860596,103778,12,0.851787631079182,0.19362338281401975,0.18036014322596963
XRP_15_1699136100,XRP,development,15,P00,True,1123.8503021246183,64342,24,0.9221498774895927,0.025513084514322375,0.3414432656327774
APE_15_1725687900,APE,development,15,P00,True,1122.3250038801802,86851,43,0.3374509803921534,0.17881145727722633,0.1349338485594141
