feature,bin,lower,upper,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
body_ratio,"[-inf, 0.5)",-inf,0.5,5,-27.1200856703,-26.3862241335,-135.600428352,0.0544902402201,False,0.2,4,0
body_ratio,"[0.5, 0.65)",0.5,0.65,31,-29.036249976,-31.882527105,-900.123749255,0.232949860466,False,0.0967741935484,28,0
body_ratio,"[0.65, 0.8)",0.65,0.8,130,-21.0391804711,-41.0126801028,-2735.09346125,0.593114517149,False,0.223076923077,101,0
body_ratio,"[0.8, 1.0)",0.8,1,85,-1.02375066227,-36.7176119854,-87.0188062932,0.978219186416,False,0.341176470588,56,0
body_ratio,"[1.0, inf)",1,inf,0,,,0,,False,,0,0
body_ratio,missing,,,0,,,0,,False,,0,0
range_atr,"[-inf, 0.65)",-inf,0.65,0,,,0,,False,,0,0
range_atr,"[0.65, 1.0)",0.65,1,52,-16.4281744761,-30.0754028812,-854.265072755,0.500866213425,False,0.173076923077,43,0
range_atr,"[1.0, 1.5)",1,1.5,85,-20.6646600449,-40.3638462701,-1756.49610382,0.529142126703,False,0.164705882353,71,0
range_atr,"[1.5, 2.0)",1.5,2,51,-0.922500946689,-45.3164556962,-47.0475482811,0.982295359779,False,0.333333333333,34,0
range_atr,"[2.0, 3.0)",2,3,40,-31.9712857832,-61.829820871,-1278.85143133,0.554386946767,False,0.3,28,0
range_atr,"[3.0, inf)",3,inf,23,3.42711787109,-26.7269983683,78.8237110351,1.07401347777,False,0.434782608696,13,0
range_atr,missing,,,0,,,0,,False,,0,0
risk_pct,"[-inf, 0.002)",-inf,0.002,15,-13.2240934249,-28.4132846897,-198.361401373,0.476983207424,False,0.133333333333,13,0
risk_pct,"[0.002, 0.004)",0.002,0.004,36,-21.1480881729,-37.6968346446,-761.331174226,0.374669827228,False,0.111111111111,32,0
risk_pct,"[0.004, 0.008)",0.004,0.008,87,-19.3667211723,-41.2434553965,-1684.90474199,0.547933348843,False,0.16091954023,73,0
risk_pct,"[0.008, 0.015)",0.008,0.015,65,-10.5538976463,-62.168857893,-686.00334701,0.811612545065,False,0.323076923077,44,0
risk_pct,"[0.015, 0.03)",0.015,0.03,43,-20.6521814778,-38.8418231003,-888.043803544,0.703237794699,False,0.418604651163,25,0
risk_pct,"[0.03, inf)",0.03,inf,5,72.1616045997,57.2292066818,360.808022999,5.72435136616,False,0.6,2,0
risk_pct,missing,,,0,,,0,,False,,0,0
fee_to_risk,"[-inf, 0.1)",-inf,0.1,24,-11.7153183215,-36.9551737135,-281.167639715,0.838282121175,False,0.416666666667,14,0
fee_to_risk,"[0.1, 0.2)",0.1,0.2,67,-2.76987199314,-40.4658677797,-185.581423541,0.950728780161,False,0.388059701493,41,0
fee_to_risk,"[0.2, 0.4)",0.2,0.4,81,-24.9925371768,-48.3729236277,-2024.39551132,0.499063022514,False,0.185185185185,66,0
fee_to_risk,"[0.4, 0.8)",0.4,0.8,56,-16.9737422299,-32.8599491244,-950.529564873,0.496844075938,False,0.142857142857,48,0
fee_to_risk,"[0.8, 1.0)",0.8,1,8,-27.2251130403,-37.1362778932,-217.800904322,0.00708245172725,False,0.125,7,0
fee_to_risk,"[1.0, inf)",1,inf,15,-13.2240934249,-28.4132846897,-198.361401373,0.476983207424,False,0.133333333333,13,0
fee_to_risk,missing,,,0,,,0,,False,,0,0
extension_atr,"[-inf, 0.0)",-inf,0,0,,,0,,False,,0,0
extension_atr,"[0.0, 0.25)",0,0.25,3,-12.7257914873,-20,-38.1773744619,0.169914531136,False,0.333333333333,2,0
extension_atr,"[0.25, 0.5)",0.25,0.5,50,-17.5282857059,-34.0327388015,-876.414285297,0.523361034479,False,0.14,43,0
extension_atr,"[0.5, 1.0)",0.5,1,113,-21.5074370435,-40.3638462701,-2430.34038592,0.550013293376,False,0.221238938053,88,0
extension_atr,"[1.0, 1.5)",1,1.5,47,2.64066691603,-32.8957933922,124.111345053,1.05293154883,False,0.340425531915,31,0
extension_atr,"[1.5, inf)",1.5,inf,38,-16.7635722243,-47.278927163,-637.015744523,0.734988850212,False,0.342105263158,25,0
extension_atr,missing,,,0,,,0,,False,,0,0
cross_count24,"[-inf, 1.0)",-inf,1,40,-13.9287131619,-37.9017750859,-557.148526475,0.737788140467,False,0.275,29,0
cross_count24,"[1.0, 3.0)",1,3,107,-24.8907193907,-41.8586543034,-2663.30697481,0.508948331603,False,0.233644859813,82,0
cross_count24,"[3.0, 6.0)",3,6,80,2.25292939736,-31.9477993602,180.234351789,1.05341769376,False,0.2875,57,0
cross_count24,"[6.0, 12.0)",6,12,24,-34.0673039854,-38.4409457786,-817.61529565,0.264463356904,False,0.125,21,0
cross_count24,"[12.0, 24.0)",12,24,0,,,0,,False,,0,0
cross_count24,"[24.0, inf)",24,inf,0,,,0,,False,,0,0
cross_count24,missing,,,0,,,0,,False,,0,0
efficiency24,"[-inf, 0.1)",-inf,0.1,145,-11.1998474933,-32.9480150968,-1623.97788653,0.747238312694,False,0.255172413793,108,0
efficiency24,"[0.1, 0.2)",0.1,0.2,75,-24.7307839537,-42.2993562448,-1854.80879653,0.542321694591,False,0.2,60,0
efficiency24,"[0.2, 0.4)",0.2,0.4,28,-19.3459245334,-47.5247487792,-541.685886934,0.643349510929,False,0.285714285714,20,0
efficiency24,"[0.4, 0.6)",0.4,0.6,2,52.7034590822,52.7034590822,105.406918164,3.79361944938,False,0.5,1,0
efficiency24,"[0.6, 0.8)",0.6,0.8,1,57.2292066818,57.2292066818,57.2292066818,inf,True,1,0,0
efficiency24,"[0.8, inf)",0.8,inf,0,,,0,,False,,0,0
efficiency24,missing,,,0,,,0,,False,,0,0
volume_ratio,"[-inf, 0.5)",-inf,0.5,14,-9.13166423887,-28.7555033495,-127.843299344,0.65439886083,False,0.0714285714286,13,0
volume_ratio,"[0.5, 1.0)",0.5,1,63,-29.0828950823,-34.4190648256,-1832.22239018,0.266877249349,False,0.142857142857,54,0
volume_ratio,"[1.0, 1.5)",1,1.5,51,-26.7414774786,-48.3729236277,-1363.81535141,0.491284973774,False,0.156862745098,43,0
volume_ratio,"[1.5, 2.0)",1.5,2,38,0.165194113402,-33.4632199792,6.27737630927,1.00375366943,False,0.315789473684,26,0
volume_ratio,"[2.0, 3.0)",2,3,31,22.0922388483,-13.5085638787,684.859404296,1.52174360595,False,0.451612903226,17,0
volume_ratio,"[3.0, inf)",3,inf,54,-22.6868923114,-45.7241586704,-1225.09218482,0.649887884122,False,0.333333333333,36,0
volume_ratio,missing,,,0,,,0,,False,,0,0
ma_slope_atr,"[-inf, -0.1)",-inf,-0.1,9,-32.6719959984,-45.2047211347,-294.047963986,0.58086304552,False,0.222222222222,7,0
ma_slope_atr,"[-0.1, 0.0)",-0.1,0,131,-18.0849655224,-40.575571468,-2369.13048344,0.629161395577,False,0.24427480916,99,0
ma_slope_atr,"[0.0, 0.05)",0,0.05,78,-11.1916611945,-34.3992718611,-872.949573169,0.761604773858,False,0.25641025641,58,0
ma_slope_atr,"[0.05, 0.1)",0.05,0.1,24,-4.25203754165,-29.1103814106,-102.048901,0.883387530711,False,0.25,18,0
ma_slope_atr,"[0.1, 0.2)",0.1,0.2,9,-24.4066137285,-34.4190648256,-219.659523556,0.460445200301,False,0.222222222222,7,0
ma_slope_atr,"[0.2, inf)",0.2,inf,0,,,0,,False,,0,0
ma_slope_atr,missing,,,0,,,0,,False,,0,0
