feature,bin,lower,upper,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
body_ratio,"[-inf, 0.5)",-inf,0.5,5,-43.2297921265,-61.3950707186,-216.148960633,0.0382600998413,False,0.2,4,0
body_ratio,"[0.5, 0.65)",0.5,0.65,9,-51.7285093053,-56.5139777052,-465.556583747,0.010296123532,False,0.111111111111,8,0
body_ratio,"[0.65, 0.8)",0.65,0.8,86,-27.6506516014,-43.6777749949,-2377.95603772,0.484845899966,False,0.244186046512,65,0
body_ratio,"[0.8, 1.0)",0.8,1,76,-2.60889566947,-42.7999322937,-198.27607088,0.942069053917,False,0.342105263158,50,0
body_ratio,"[1.0, inf)",1,inf,0,,,0,,False,,0,0
body_ratio,missing,,,0,,,0,,False,,0,0
range_atr,"[-inf, 0.65)",-inf,0.65,0,,,0,,False,,0,0
range_atr,"[0.65, 1.0)",0.65,1,23,-31.7845826559,-40.4082197774,-731.045401086,0.234650663804,False,0.130434782609,20,0
range_atr,"[1.0, 1.5)",1,1.5,71,-21.4919378153,-43.826205732,-1525.92758488,0.506408967772,False,0.211267605634,56,0
range_atr,"[1.5, 2.0)",1.5,2,36,6.66469219632,-43.3214516659,239.928919068,1.14778980836,False,0.388888888889,22,0
range_atr,"[2.0, 3.0)",2,3,30,-12.63112437,-60.380360121,-378.933731099,0.789878394911,False,0.4,18,0
range_atr,"[3.0, inf)",3,inf,16,-53.8724909359,-52.5694478293,-861.959854974,0.316054371264,False,0.3125,11,0
range_atr,missing,,,0,,,0,,False,,0,0
risk_pct,"[-inf, 0.002)",-inf,0.002,3,-17.8371908029,-37.5199465499,-53.5115724087,0.295137520874,False,0.333333333333,2,0
risk_pct,"[0.002, 0.004)",0.002,0.004,20,-13.7734554327,-39.7179293035,-275.469108654,0.586787480237,False,0.2,16,0
risk_pct,"[0.004, 0.008)",0.004,0.008,81,-14.3507033117,-43.8198951925,-1162.40696824,0.649476697862,False,0.246913580247,61,0
risk_pct,"[0.008, 0.015)",0.008,0.015,45,-19.8967662623,-68.2889297198,-895.354481803,0.676398394269,False,0.288888888889,32,0
risk_pct,"[0.015, 0.03)",0.015,0.03,24,-12.1878346231,-27.488181767,-292.508030955,0.779983239224,False,0.458333333333,13,0
risk_pct,"[0.03, inf)",0.03,inf,3,-192.895830304,-207.045642444,-578.687490911,0,False,0,3,0
