rank_basis,rank_type,rank,symbol,timeframe_min,arm,trade_key,signal_close,entry_time,exit_time,side,exit_reason,net_return,net_bp,net_r,gross_return,gross_r,initial_risk_frac,mfe_known_r,mfe_upper_r
net_return,winner,1,HEIUSDT,5,joint,binance_um:HEIUSDT:5m:joint:2026-08-04T05:45:00+00:00,2026-08-04 05:45:00+00:00,2026-08-04 05:45:00+00:00,2026-08-05 06:40:00+00:00,1,trailing_stop,0.9596529304029308,9596.529304029307,127.0231515151554,0.9616529304029308,127.28787878788268,0.0075549450549448,163.03030303030795,163.03030303030795
net_return,winner,2,BMTUSDT,5,joint,binance_um:BMTUSDT:5m:joint:2026-08-25T10:05:00+00:00,2026-08-25 10:05:00+00:00,2026-08-25 10:05:00+00:00,2026-08-26 03:35:00+00:00,1,trailing_stop,0.5913202357563851,5913.202357563851,41.04300000000006,0.5933202357563852,41.18181818181824,0.014407334643091,57.045454545454625,57.045454545454625
net_return,winner,3,龙虾USDT,5,joint,binance_um:龙虾USDT:5m:joint:2026-08-28T04:10:00+00:00,2026-08-28 04:10:00+00:00,2026-08-28 04:10:00+00:00,2026-08-28 15:50:00+00:00,1,trailing_stop,0.5753124096191953,5753.124096191953,9.85925470399265,0.5773124096191953,9.893529141808164,0.0583525253066252,12.93116108306562,12.93116108306562
net_return,winner,4,龙虾USDT,5,joint,binance_um:龙虾USDT:5m:joint:2026-08-25T10:25:00+00:00,2026-08-25 10:25:00+00:00,2026-08-25 10:25:00+00:00,2026-08-26 00:40:00+00:00,1,trailing_stop,0.5076423821486626,5076.423821486626,19.19115083798888,0.5096423821486626,19.26675977653637,0.0264518989212353,29.374301675977737,29.374301675977737
net_return,winner,5,ARBUSDT,5,joint,binance_um:ARBUSDT:5m:joint:2026-09-05T07:00:00+00:00,2026-09-05 07:00:00+00:00,2026-09-05 07:00:00+00:00,2026-09-06 10:35:00+00:00,1,trailing_stop,0.4309866048043105,4309.866048043105,18.40023642172528,0.4329866048043105,18.485623003194927,0.0234228840829154,23.38658146964861,23.38658146964861
net_return,winner,6,HFTUSDT,5,joint,binance_um:HFTUSDT:5m:joint:2026-08-06T04:40:00+00:00,2026-08-06 04:40:00+00:00,2026-08-06 04:40:00+00:00,2026-08-06 15:15:00+00:00,1,trailing_stop,0.3272990418557742,3272.990418557742,2.871831858407083,0.3292990418557742,2.8893805309734546,0.1139687342410488,6.199115044247794,6.199115044247794
net_return,winner,7,SUSHIUSDT,5,joint,binance_um:SUSHIUSDT:5m:joint:2026-09-05T06:10:00+00:00,2026-09-05 06:10:00+00:00,2026-09-05 06:10:00+00:00,2026-09-06 00:00:00+00:00,1,trailing_stop,0.2934898911353034,2934.898911353034,31.452333333333904,0.2954898911353034,31.666666666667243,0.009331259720062,49.94444444444533,49.94444444444533
net_return,winner,8,TAKEUSDT,5,joint,binance_um:TAKEUSDT:5m:joint:2026-08-04T14:40:00+00:00,2026-08-04 14:40:00+00:00,2026-08-04 14:40:00+00:00,2026-08-05 06:30:00+00:00,1,trailing_stop,0.2877449810092243,2877.449810092243,11.048208333333392,0.2897449810092243,11.12500000000006,0.0260444926749863,15.125000000000076,15.125000000000076
net_return,winner,9,DRIFTUSDT,5,joint,binance_um:DRIFTUSDT:5m:joint:2026-09-22T16:25:00+00:00,2026-09-22 16:25:00+00:00,2026-09-22 16:25:00+00:00,2026-09-22 20:50:00+00:00,1,trailing_stop,0.2807397260273974,2807.3972602739736,17.667241379310436,0.2827397260273974,17.793103448275957,0.015890410958904,30.620689655172573,30.620689655172573
net_return,winner,10,MAGMAUSDT,5,joint,binance_um:MAGMAUSDT:5m:joint:2026-08-28T05:10:00+00:00,2026-08-28 05:10:00+00:00,2026-08-28 05:10:00+00:00,2026-08-28 19:00:00+00:00,1,trailing_stop,0.2675453322571968,2675.453322571968,4.655739700374547,0.2695453322571968,4.6905430711610645,0.057465698143664,6.621722846441971,6.708801498127364
net_return,loser,1,ONEUSDT,5,joint,binance_um:ONEUSDT:5m:joint:2026-09-21T00:35:00+00:00,2026-09-21 00:35:00+00:00,2026-09-21 00:35:00+00:00,2026-09-21 01:40:00+00:00,1,initial_stop,-0.1287634998957536,-1287.634998957536,-1.0157774122807015,-0.1267634998957536,-0.9999999999999998,0.1267634998957536,0.0060307017543866,0.0060307017543866
