event_key,timeframe,lower_timeframe,signal_i,side,signal_bar_open,entry_time,rv,volatility
ETH_3m_1784940300000_-1,3m,1m,5695,-1,2026-07-25 00:45:00+00:00,2026-07-25 00:48:00+00:00,15.734418918120012,0.000707910694800795
ETH_3m_1784951280000_-1,3m,1m,5756,-1,2026-07-25 03:48:00+00:00,2026-07-25 03:51:00+00:00,10.095656721809437,0.0006638215145618679
ETH_3m_1784957580000_-1,3m,1m,5791,-1,2026-07-25 05:33:00+00:00,2026-07-25 05:36:00+00:00,3.263926763935834,0.000457169037261778
ETH_3m_1785162420000_-1,3m,1m,6929,-1,2026-07-27 14:27:00+00:00,2026-07-27 14:30:00+00:00,2.35092856421965,0.003374698762193373
ETH_3m_1785237120000_-1,3m,1m,7344,-1,2026-07-28 11:12:00+00:00,2026-07-28 11:15:00+00:00,2.8290613178600807,0.001168977619036903
ETH_3m_1785400200000_1,3m,1m,8250,1,2026-07-30 08:30:00+00:00,2026-07-30 08:33:00+00:00,3.1226745587818097,0.0015508907249130962
ETH_3m_1785437640000_-1,3m,1m,8458,-1,2026-07-30 18:54:00+00:00,2026-07-30 18:57:00+00:00,4.091912232018898,0.0008149031952924725
ETH_3m_1785438540000_1,3m,1m,8463,1,2026-07-30 19:09:00+00:00,2026-07-30 19:12:00+00:00,1.8937900626759696,0.0008681838073247577
ETH_3m_1785450060000_1,3m,1m,8527,1,2026-07-30 22:21:00+00:00,2026-07-30 22:24:00+00:00,2.982442779731743,0.0011296490426626385
ETH_3m_1785544560000_1,3m,1m,9052,1,2026-08-01 00:36:00+00:00,2026-08-01 00:39:00+00:00,0.5227035923114307,0.0006923511572617455
ETH_3m_1785550680000_1,3m,1m,9086,1,2026-08-01 02:18:00+00:00,2026-08-01 02:21:00+00:00,2.3415155484789167,0.0005110894070678499
ETH_3m_1785565440000_1,3m,1m,9168,1,2026-08-01 06:24:00+00:00,2026-08-01 06:27:00+00:00,2.0932447678529984,0.0004474352099743233
ETH_3m_1785568140000_1,3m,1m,9183,1,2026-08-01 07:09:00+00:00,2026-08-01 07:12:00+00:00,4.406409124369323,0.00034546733245597786
ETH_3m_1785577860000_-1,3m,1m,9237,-1,2026-08-01 09:51:00+00:00,2026-08-01 09:54:00+00:00,2.168771591455988,0.0003184271448536644
ETH_3m_1785588840000_1,3m,1m,9298,1,2026-08-01 12:54:00+00:00,2026-08-01 12:57:00+00:00,1.7384883704594216,0.00039736590388846164
ETH_3m_1785592800000_1,3m,1m,9320,1,2026-08-01 14:00:00+00:00,2026-08-01 14:03:00+00:00,4.314212024190679,0.0003754523479910173
ETH_3m_1785810960000_1,3m,1m,10532,1,2026-08-04 02:36:00+00:00,2026-08-04 02:39:00+00:00,4.009110623801812,0.0015841465029212735
ETH_3m_1785844080000_1,3m,1m,10716,1,2026-08-04 11:48:00+00:00,2026-08-04 11:51:00+00:00,2.484257434283717,0.0013342086154849555
ETH_3m_1785846780000_1,3m,1m,10731,1,2026-08-04 12:33:00+00:00,2026-08-04 12:36:00+00:00,6.410671151690671,0.0012083947480411126
ETH_3m_1785880620000_-1,3m,1m,10919,-1,2026-08-04 21:57:00+00:00,2026-08-04 22:00:00+00:00,0.45229245631631737,0.0007566863896905198
ETH_3m_1785880800000_-1,3m,1m,10920,-1,2026-08-04 22:00:00+00:00,2026-08-04 22:03:00+00:00,3.541669279380576,0.0008459513406216209
ETH_3m_1785885120000_1,3m,1m,10944,1,2026-08-04 23:12:00+00:00,2026-08-04 23:15:00+00:00,3.9846771994254855,0.0009151634896978866
ETH_3m_1785886020000_-1,3m,1m,10949,-1,2026-08-04 23:27:00+00:00,2026-08-04 23:30:00+00:00,6.944041164292461,0.001199790587392922
ETH_3m_1785891060000_-1,3m,1m,10977,-1,2026-08-05 00:51:00+00:00,2026-08-05 00:54:00+00:00,1.7959898261926703,0.001180009483970282
ETH_3m_1785899880000_-1,3m,1m,11026,-1,2026-08-05 03:18:00+00:00,2026-08-05 03:21:00+00:00,9.67061275215911,0.0011738163470015022
ETH_3m_1785913920000_-1,3m,1m,11104,-1,2026-08-05 07:12:00+00:00,2026-08-05 07:15:00+00:00,1.464676550277833,0.0008130195729143635
ETH_3m_1785916800000_1,3m,1m,11120,1,2026-08-05 08:00:00+00:00,2026-08-05 08:03:00+00:00,3.391786199302772,0.0009014381807417306
ETH_3m_1785927060000_-1,3m,1m,11177,-1,2026-08-05 10:51:00+00:00,2026-08-05 10:54:00+00:00,7.69200513163214,0.0009326481582535228
ETH_3m_1785931920000_1,3m,1m,11204,1,2026-08-05 12:12:00+00:00,2026-08-05 12:15:00+00:00,1.4462476403834768,0.0007989072719496398
ETH_3m_1786053600000_-1,3m,1m,11880,-1,2026-08-06 22:00:00+00:00,2026-08-06 22:03:00+00:00,6.2213012528214895,0.0006926458087937878
ETH_3m_1786070160000_-1,3m,1m,11972,-1,2026-08-07 02:36:00+00:00,2026-08-07 02:39:00+00:00,0.8554503568457541,0.0011979489715989138
ETH_3m_1786075020000_-1,3m,1m,11999,-1,2026-08-07 03:57:00+00:00,2026-08-07 04:00:00+00:00,2.6783420536831577,0.0009360465904342468
ETH_3m_1786081860000_1,3m,1m,12037,1,2026-08-07 05:51:00+00:00,2026-08-07 05:54:00+00:00,2.3826652448580616,0.0007309332910680155
ETH_3m_1786155300000_-1,3m,1m,12445,-1,2026-08-08 02:15:00+00:00,2026-08-08 02:18:00+00:00,1.251447764730464,0.0002577958719144733
ETH_3m_1786159260000_1,3m,1m,12467,1,2026-08-08 03:21:00+00:00,2026-08-08 03:24:00+00:00,1.9818979211861367,0.0002651500776116454
ETH_3m_1786181580000_1,3m,1m,12591,1,2026-08-08 09:33:00+00:00,2026-08-08 09:36:00+00:00,2.5098459125504378,0.00043391722721452305
ETH_3m_1786676940000_-1,3m,1m,15343,-1,2026-08-14 03:09:00+00:00,2026-08-14 03:12:00+00:00,1.3821352907686102,0.0006545863038056789
ETH_3m_1786687920000_-1,3m,1m,15404,-1,2026-08-14 06:12:00+00:00,2026-08-14 06:15:00+00:00,2.3431325885966743,0.0005865837158005064
ETH_3m_1786690260000_-1,3m,1m,15417,-1,2026-08-14 06:51:00+00:00,2026-08-14 06:54:00+00:00,4.836501943675365,0.0009540615664405021
ETH_3m_1786829580000_1,3m,1m,16191,1,2026-08-15 21:33:00+00:00,2026-08-15 21:36:00+00:00,0.554739088968618,0.00012379661295305799
ETH_3m_1787004540000_-1,3m,1m,17163,-1,2026-08-17 22:09:00+00:00,2026-08-17 22:12:00+00:00,3.1122515342022252,0.0005403135999110512
ETH_3m_1787008500000_1,3m,1m,17185,1,2026-08-17 23:15:00+00:00,2026-08-17 23:18:00+00:00,1.5416652667972015,0.0004938677109404941
ETH_3m_1787015340000_-1,3m,1m,17223,-1,2026-08-18 01:09:00+00:00,2026-08-18 01:12:00+00:00,2.266388863776604,0.0006993396377668057
ETH_3m_1787017320000_-1,3m,1m,17234,-1,2026-08-18 01:42:00+00:00,2026-08-18 01:45:00+00:00,5.74242573384656,0.0005869396408648271
ETH_3m_1787019300000_-1,3m,1m,17245,-1,2026-08-18 02:15:00+00:00,2026-08-18 02:18:00+00:00,1.6168510604681987,0.0008157703027412986
ETH_3m_1787062860000_1,3m,1m,17487,1,2026-08-18 14:21:00+00:00,2026-08-18 14:24:00+00:00,5.274832151059311,0.0013931331163239903
ETH_3m_1787276700000_1,3m,1m,18675,1,2026-08-21 01:45:00+00:00,2026-08-21 01:48:00+00:00,4.696503896445518,0.004034114626997692
ETH_3m_1787417280000_1,3m,1m,19456,1,2026-08-22 16:48:00+00:00,2026-08-22 16:51:00+00:00,2.4798521708844037,0.0016125500672508246
ETH_3m_1787428080000_1,3m,1m,19516,1,2026-08-22 19:48:00+00:00,2026-08-22 19:51:00+00:00,2.466753463888031,0.0012510251979987515
ETH_3m_1787559480000_-1,3m,1m,20246,-1,2026-08-24 08:18:00+00:00,2026-08-24 08:21:00+00:00,1.6663754175010397,0.0019899864534542577
ETH_3m_1787677740000_-1,3m,1m,20903,-1,2026-08-25 17:09:00+00:00,2026-08-25 17:12:00+00:00,3.7688047659490107,0.0019164122367725553
ETH_3m_1787686200000_-1,3m,1m,20950,-1,2026-08-25 19:30:00+00:00,2026-08-25 19:33:00+00:00,2.127352917137965,0.001212933914090008
ETH_3m_1787736060000_-1,3m,1m,21227,-1,2026-08-26 09:21:00+00:00,2026-08-26 09:24:00+00:00,5.828154712443944,0.0015693701888564407
ETH_3m_1787737320000_-1,3m,1m,21234,-1,2026-08-26 09:42:00+00:00,2026-08-26 09:45:00+00:00,1.6978483752464772,0.0015449415246927738
ETH_3m_1787747940000_-1,3m,1m,21293,-1,2026-08-26 12:39:00+00:00,2026-08-26 12:42:00+00:00,1.5790065584419244,0.002377813822177183
ETH_3m_1787817240000_1,3m,1m,21678,1,2026-08-27 07:54:00+00:00,2026-08-27 07:57:00+00:00,5.04813129302991,0.0009144678017325089
ETH_3m_1787877360000_1,3m,1m,22012,1,2026-08-28 00:36:00+00:00,2026-08-28 00:39:00+00:00,6.162622909498645,0.001325084666641458
ETH_3m_1787879880000_1,3m,1m,22026,1,2026-08-28 01:18:00+00:00,2026-08-28 01:21:00+00:00,4.621044895374891,0.0015938750682174328
ETH_3m_1787925240000_1,3m,1m,22278,1,2026-08-28 13:54:00+00:00,2026-08-28 13:57:00+00:00,6.741143558948668,0.001705629684426881
ETH_3m_1787926500000_-1,3m,1m,22285,-1,2026-08-28 14:15:00+00:00,2026-08-28 14:18:00+00:00,3.6272558738327336,0.0037745502875906143
ETH_3m_1788002280000_1,3m,1m,22706,1,2026-08-29 11:18:00+00:00,2026-08-29 11:21:00+00:00,1.4201013424950732,0.0004302460575508596
ETH_3m_1788005880000_1,3m,1m,22726,1,2026-08-29 12:18:00+00:00,2026-08-29 12:21:00+00:00,6.088285207713459,0.0003566647748058261
ETH_3m_1788240780000_1,3m,1m,24031,1,2026-09-01 05:33:00+00:00,2026-09-01 05:36:00+00:00,2.5498706638383855,0.0009927566995391953
ETH_3m_1788249960000_-1,3m,1m,24082,-1,2026-09-01 08:06:00+00:00,2026-09-01 08:09:00+00:00,9.925756009386776,0.0012069647430745134
ETH_3m_1788395580000_-1,3m,1m,24891,-1,2026-09-03 00:33:00+00:00,2026-09-03 00:36:00+00:00,0.7173679636924577,0.0010679046165556095
ETH_3m_1788397200000_-1,3m,1m,24900,-1,2026-09-03 01:00:00+00:00,2026-09-03 01:03:00+00:00,13.755941208379227,0.001378156553757739
ETH_3m_1788398100000_1,3m,1m,24905,1,2026-09-03 01:15:00+00:00,2026-09-03 01:18:00+00:00,2.6519057228898006,0.0015688267770772677
ETH_3m_1788402600000_1,3m,1m,24930,1,2026-09-03 02:30:00+00:00,2026-09-03 02:33:00+00:00,6.506737578790257,0.0016880607816150443
ETH_3m_1788438960000_1,3m,1m,25132,1,2026-09-03 12:36:00+00:00,2026-09-03 12:39:00+00:00,2.5835395044157936,0.0015702212232266745
ETH_3m_1788491520000_1,3m,1m,25424,1,2026-09-04 03:12:00+00:00,2026-09-04 03:15:00+00:00,1.0633117930088378,0.0012537878276919052
ETH_3m_1788501060000_-1,3m,1m,25477,-1,2026-09-04 05:51:00+00:00,2026-09-04 05:54:00+00:00,1.713097656790551,0.0012837106007588907
ETH_3m_1788510600000_1,3m,1m,25530,1,2026-09-04 08:30:00+00:00,2026-09-04 08:33:00+00:00,2.683696516982585,0.0011107152023336687
ETH_3m_1788513300000_1,3m,1m,25545,1,2026-09-04 09:15:00+00:00,2026-09-04 09:18:00+00:00,4.462479746637589,0.0024191028973588095
ETH_3m_1788566580000_1,3m,1m,25841,1,2026-09-05 00:03:00+00:00,2026-09-05 00:06:00+00:00,0.7274123148788312,0.00039169454271534325
ETH_3m_1788574680000_-1,3m,1m,25886,-1,2026-09-05 02:18:00+00:00,2026-09-05 02:21:00+00:00,0.42240394041311546,0.0005380143893469941
ETH_3m_1788583680000_-1,3m,1m,25936,-1,2026-09-05 04:48:00+00:00,2026-09-05 04:51:00+00:00,7.394056832335428,0.00041949702815409035
ETH_3m_1788828840000_1,3m,1m,27298,1,2026-09-08 00:54:00+00:00,2026-09-08 00:57:00+00:00,0.5030526471337416,0.0011359238663590896
ETH_3m_1788914880000_1,3m,1m,27776,1,2026-09-09 00:48:00+00:00,2026-09-09 00:51:00+00:00,2.925038068035565,0.0009629306585484623
ETH_3m_1788923520000_-1,3m,1m,27824,-1,2026-09-09 03:12:00+00:00,2026-09-09 03:15:00+00:00,1.5728335028268399,0.0010261462666563527
ETH_3m_1788926580000_1,3m,1m,27841,1,2026-09-09 04:03:00+00:00,2026-09-09 04:06:00+00:00,5.86862297565677,0.0012076610139126703
ETH_3m_1789033320000_-1,3m,1m,28434,-1,2026-09-10 09:42:00+00:00,2026-09-10 09:45:00+00:00,6.781109883982594,0.0009939872711380408
ETH_3m_1789200540000_1,3m,1m,29363,1,2026-09-12 08:09:00+00:00,2026-09-12 08:12:00+00:00,8.775038372235441,0.0005501961224883784
ETH_3m_1789233840000_-1,3m,1m,29548,-1,2026-09-12 17:24:00+00:00,2026-09-12 17:27:00+00:00,2.193450557507865,0.0007478173575819887
ETH_3m_1789383780000_-1,3m,1m,30381,-1,2026-09-14 11:03:00+00:00,2026-09-14 11:06:00+00:00,4.232917962884111,0.0011982387857458203
ETH_3m_1789386660000_-1,3m,1m,30397,-1,2026-09-14 11:51:00+00:00,2026-09-14 11:54:00+00:00,4.217004567242349,0.0010572265857220066
ETH_3m_1789390440000_-1,3m,1m,30418,-1,2026-09-14 12:54:00+00:00,2026-09-14 12:57:00+00:00,3.5206284140973545,0.001501709018306231
ETH_3m_1789395300000_1,3m,1m,30445,1,2026-09-14 14:15:00+00:00,2026-09-14 14:18:00+00:00,1.2089916958566405,0.0025408698553756274
ETH_5m_1784100000000_-1,5m,1m,904,-1,2026-07-15 07:20:00+00:00,2026-07-15 07:25:00+00:00,3.0618452371845164,0.0019316679157571088
ETH_5m_1784181300000_1,5m,1m,1175,1,2026-07-16 05:55:00+00:00,2026-07-16 06:00:00+00:00,0.537210002186662,0.0013862527981326265
ETH_5m_1784363400000_1,5m,1m,1782,1,2026-07-18 08:30:00+00:00,2026-07-18 08:35:00+00:00,5.792787979821261,0.0007263271874126205
ETH_5m_1784380200000_-1,5m,1m,1838,-1,2026-07-18 13:10:00+00:00,2026-07-18 13:15:00+00:00,3.4411027649737393,0.0010972621356633327
ETH_5m_1784396400000_1,5m,1m,1892,1,2026-07-18 17:40:00+00:00,2026-07-18 17:45:00+00:00,6.376969879780848,0.001083156854464827
ETH_5m_1784697600000_-1,5m,1m,2896,-1,2026-07-22 05:20:00+00:00,2026-07-22 05:25:00+00:00,7.291148458466976,0.0017054586502779918
ETH_5m_1784723100000_-1,5m,1m,2981,-1,2026-07-22 12:25:00+00:00,2026-07-22 12:30:00+00:00,0.8243889126814242,0.001449521362647092
ETH_5m_1784897100000_-1,5m,1m,3561,-1,2026-07-24 12:45:00+00:00,2026-07-24 12:50:00+00:00,8.122737931256452,0.0016515453977057285
ETH_5m_1784960700000_-1,5m,1m,3773,-1,2026-07-25 06:25:00+00:00,2026-07-25 06:30:00+00:00,1.1224313909290309,0.0007589737270411977
ETH_5m_1784966700000_-1,5m,1m,3793,-1,2026-07-25 08:05:00+00:00,2026-07-25 08:10:00+00:00,3.87852719166294,0.0007350515351162967
ETH_5m_1784974500000_1,5m,1m,3819,1,2026-07-25 10:15:00+00:00,2026-07-25 10:20:00+00:00,0.897121554474336,0.0006981576687387822
ETH_5m_1784984400000_1,5m,1m,3852,1,2026-07-25 13:00:00+00:00,2026-07-25 13:05:00+00:00,11.405830035590865,0.0006725004787080296
ETH_5m_1785334500000_-1,5m,1m,5019,-1,2026-07-29 14:15:00+00:00,2026-07-29 14:20:00+00:00,1.5968962821923118,0.003053564012664284
ETH_5m_1785440400000_1,5m,1m,5372,1,2026-07-30 19:40:00+00:00,2026-07-30 19:45:00+00:00,0.7082014665669274,0.0013696322313623663
ETH_5m_1785450300000_1,5m,1m,5405,1,2026-07-30 22:25:00+00:00,2026-07-30 22:30:00+00:00,7.8263632165620045,0.0016204537501024801
ETH_5m_1785454500000_1,5m,1m,5419,1,2026-07-30 23:35:00+00:00,2026-07-30 23:40:00+00:00,4.138885084053771,0.0015898348703246464
ETH_5m_1785455700000_-1,5m,1m,5423,-1,2026-07-30 23:55:00+00:00,2026-07-31 00:00:00+00:00,1.9712917834916632,0.002112605014288169
ETH_5m_1785459900000_1,5m,1m,5437,1,2026-07-31 01:05:00+00:00,2026-07-31 01:10:00+00:00,4.240581086348574,0.0022361972285295556
ETH_5m_1785462900000_-1,5m,1m,5447,-1,2026-07-31 01:55:00+00:00,2026-07-31 02:00:00+00:00,2.009382747918821,0.002686632130974218
ETH_5m_1785563100000_-1,5m,1m,5781,-1,2026-08-01 05:45:00+00:00,2026-08-01 05:50:00+00:00,1.6996211016744112,0.0005546929343097743
ETH_5m_1785579000000_-1,5m,1m,5834,-1,2026-08-01 10:10:00+00:00,2026-08-01 10:15:00+00:00,1.9878607681184923,0.00068658057726777
ETH_5m_1785592800000_1,5m,1m,5880,1,2026-08-01 14:00:00+00:00,2026-08-01 14:05:00+00:00,4.48190759968176,0.0005456790309704742
ETH_5m_1785818400000_1,5m,1m,6632,1,2026-08-04 04:40:00+00:00,2026-08-04 04:45:00+00:00,1.7691323801555146,0.0013651425950673285
ETH_5m_1785826200000_-1,5m,1m,6658,-1,2026-08-04 06:50:00+00:00,2026-08-04 06:55:00+00:00,1.3369575855663043,0.0013411766942283598
ETH_5m_1785843900000_1,5m,1m,6717,1,2026-08-04 11:45:00+00:00,2026-08-04 11:50:00+00:00,3.7958843193776093,0.0016585528453040125
ETH_5m_1785899700000_-1,5m,1m,6903,-1,2026-08-05 03:15:00+00:00,2026-08-05 03:20:00+00:00,4.069219868446919,0.001588919842787391
ETH_5m_1785914400000_-1,5m,1m,6952,-1,2026-08-05 07:20:00+00:00,2026-08-05 07:25:00+00:00,6.668678106732039,0.0010097197820050062
ETH_5m_1785916800000_1,5m,1m,6960,1,2026-08-05 08:00:00+00:00,2026-08-05 08:05:00+00:00,3.567134215738867,0.001121068547862838
ETH_5m_1785927000000_-1,5m,1m,6994,-1,2026-08-05 10:50:00+00:00,2026-08-05 10:55:00+00:00,5.709847231370005,0.0011609518580438802
ETH_5m_1785936600000_-1,5m,1m,7026,-1,2026-08-05 13:30:00+00:00,2026-08-05 13:35:00+00:00,14.056252983415096,0.0021071001192572527
ETH_5m_1786095300000_1,5m,1m,7555,1,2026-08-07 09:35:00+00:00,2026-08-07 09:40:00+00:00,2.4223181681261132,0.0013915235182607485
ETH_5m_1786181700000_1,5m,1m,7843,1,2026-08-08 09:35:00+00:00,2026-08-08 09:40:00+00:00,3.298011301217922,0.0005399976075687433
ETH_5m_1786197900000_1,5m,1m,7897,1,2026-08-08 14:05:00+00:00,2026-08-08 14:10:00+00:00,3.6637991717480136,0.00039515309975014004
ETH_5m_1786638900000_-1,5m,1m,9367,-1,2026-08-13 16:35:00+00:00,2026-08-13 16:40:00+00:00,11.245398837841126,0.0024520519730723174
ETH_5m_1786665000000_-1,5m,1m,9454,-1,2026-08-13 23:50:00+00:00,2026-08-13 23:55:00+00:00,2.2556153316166054,0.0006994510377661236
ETH_5m_1786679400000_-1,5m,1m,9502,-1,2026-08-14 03:50:00+00:00,2026-08-14 03:55:00+00:00,1.5954699040462677,0.0009440709110039034
ETH_5m_1786684500000_-1,5m,1m,9519,-1,2026-08-14 05:15:00+00:00,2026-08-14 05:20:00+00:00,3.962875331331076,0.0007507988879217076
ETH_5m_1786688400000_-1,5m,1m,9532,-1,2026-08-14 06:20:00+00:00,2026-08-14 06:25:00+00:00,3.1649255900311046,0.0008245837525352665
ETH_5m_1787119200000_-1,5m,1m,10968,-1,2026-08-19 06:00:00+00:00,2026-08-19 06:05:00+00:00,2.6906194014689313,0.0008114344862161407
ETH_5m_1787128500000_1,5m,1m,10999,1,2026-08-19 08:35:00+00:00,2026-08-19 08:40:00+00:00,15.671921734926041,0.0013213673184249662
ETH_5m_1787301300000_1,5m,1m,11575,1,2026-08-21 08:35:00+00:00,2026-08-21 08:40:00+00:00,4.608307188914765,0.00424932222136852
ETH_5m_1787433000000_-1,5m,1m,12014,-1,2026-08-22 21:10:00+00:00,2026-08-22 21:15:00+00:00,4.782024823392947,0.0021170046348348215
ETH_5m_1787736000000_-1,5m,1m,13024,-1,2026-08-26 09:20:00+00:00,2026-08-26 09:25:00+00:00,4.441712748502697,0.0018747020526921376
ETH_5m_1787740800000_1,5m,1m,13040,1,2026-08-26 10:40:00+00:00,2026-08-26 10:45:00+00:00,3.27313500882469,0.0019214117218840038
ETH_5m_1787765100000_1,5m,1m,13121,1,2026-08-26 17:25:00+00:00,2026-08-26 17:30:00+00:00,5.040545048328004,0.0023858641373421655
ETH_5m_1787772300000_1,5m,1m,13145,1,2026-08-26 19:25:00+00:00,2026-08-26 19:30:00+00:00,9.03192772605787,0.0019917142548906866
ETH_5m_1787925000000_1,5m,1m,13654,1,2026-08-28 13:50:00+00:00,2026-08-28 13:55:00+00:00,3.4956657910055924,0.002049592929385268
ETH_5m_1788010200000_-1,5m,1m,13938,-1,2026-08-29 13:30:00+00:00,2026-08-29 13:35:00+00:00,0.34809301154328026,0.0006621947044250099
ETH_5m_1788020100000_1,5m,1m,13971,1,2026-08-29 16:15:00+00:00,2026-08-29 16:20:00+00:00,9.753149452851762,0.0013439855166160427
ETH_5m_1788250800000_-1,5m,1m,14740,-1,2026-09-01 08:20:00+00:00,2026-09-01 08:25:00+00:00,2.0567432831783488,0.0017895201734484541
ETH_5m_1788402900000_1,5m,1m,15247,1,2026-09-03 02:35:00+00:00,2026-09-03 02:40:00+00:00,1.5459321233156171,0.002285657035657048
ETH_5m_1788413100000_-1,5m,1m,15281,-1,2026-09-03 05:25:00+00:00,2026-09-03 05:30:00+00:00,3.546863171712173,0.002155288478145128
ETH_5m_1788612300000_1,5m,1m,15945,1,2026-09-05 12:45:00+00:00,2026-09-05 12:50:00+00:00,16.815829200638817,0.0006500257613804935
ETH_5m_1788834000000_1,5m,1m,16684,1,2026-09-08 02:20:00+00:00,2026-09-08 02:25:00+00:00,3.123544350423679,0.0015873484668276563
ETH_5m_1788836100000_-1,5m,1m,16691,-1,2026-09-08 02:55:00+00:00,2026-09-08 03:00:00+00:00,1.5404639553213488,0.001759520973202025
ETH_5m_1788937500000_1,5m,1m,17029,1,2026-09-09 07:05:00+00:00,2026-09-09 07:10:00+00:00,7.63279013415072,0.0017562058994877456
ETH_5m_1789038000000_-1,5m,1m,17364,-1,2026-09-10 11:00:00+00:00,2026-09-10 11:05:00+00:00,4.569770029379264,0.0015603418722176902
ETH_5m_1789241700000_-1,5m,1m,18043,-1,2026-09-12 19:35:00+00:00,2026-09-12 19:40:00+00:00,1.66414919119171,0.0010500947113216916
ETH_15m_1784397600000_1,15m,5m,1112,1,2026-07-18 18:00:00+00:00,2026-07-18 18:15:00+00:00,0.8492979235859967,0.0018407241357901423
ETH_15m_1784506500000_1,15m,5m,1233,1,2026-07-20 00:15:00+00:00,2026-07-20 00:30:00+00:00,7.648799129025007,0.004082007992158541
ETH_15m_1784529900000_-1,15m,5m,1259,-1,2026-07-20 06:45:00+00:00,2026-07-20 07:00:00+00:00,1.2102326149777418,0.0046370547509041885
ETH_15m_1784561400000_1,15m,5m,1294,1,2026-07-20 15:30:00+00:00,2026-07-20 15:45:00+00:00,1.5213405335962156,0.005083917548597124
ETH_15m_1784791800000_-1,15m,5m,1550,-1,2026-07-23 07:30:00+00:00,2026-07-23 07:45:00+00:00,1.0741167169500927,0.0025784342390733506
ETH_15m_1785449700000_1,15m,5m,2281,1,2026-07-30 22:15:00+00:00,2026-07-30 22:30:00+00:00,3.0451850487456107,0.0028790106553556374
ETH_15m_1785466800000_-1,15m,5m,2300,-1,2026-07-31 03:00:00+00:00,2026-07-31 03:15:00+00:00,1.5791238870135398,0.0036160921092954386
ETH_15m_1785481200000_-1,15m,5m,2316,-1,2026-07-31 07:00:00+00:00,2026-07-31 07:15:00+00:00,6.347106314432609,0.0032054866562496826
ETH_15m_1785943800000_1,15m,5m,2830,1,2026-08-05 15:30:00+00:00,2026-08-05 15:45:00+00:00,0.7104744078632931,0.0036237813491030715
ETH_15m_1785946500000_1,15m,5m,2833,1,2026-08-05 16:15:00+00:00,2026-08-05 16:30:00+00:00,4.700896422775553,0.004030947662183966
ETH_15m_1786168800000_1,15m,5m,3080,1,2026-08-08 06:00:00+00:00,2026-08-08 06:15:00+00:00,0.4798660778800435,0.00101043045776974
