trade_id,fill_type,time,signal_time,side,price,fraction,entry_notional,gross_return,cost_return,net_return,reason
15,exit,2026-08-17 02:15:00+00:00,2026-08-17 02:15:00+00:00,-1,1889.34,1.0,1.0,-0.00759963521750956,0.001,-0.00859963521750956,opposite_next_open
16,entry,2026-08-17 02:15:00+00:00,2026-08-17 02:15:00+00:00,1,1889.34,1.0,1.0,0.0,0.001,-0.001,entry_next_open
16,exit,2026-08-17 06:25:00+00:00,2026-08-17 06:25:00+00:00,1,1899.44,1.0,1.0,0.005345782124974932,0.001,0.004345782124974932,opposite_next_open
17,entry,2026-08-17 06:25:00+00:00,2026-08-17 06:25:00+00:00,-1,1899.44,1.0,1.0,0.0,0.001,-0.001,entry_next_open
17,exit,2026-08-17 08:05:00+00:00,2026-08-17 08:05:00+00:00,-1,1897.29,1.0,1.0,0.001131912563703034,0.001,0.000131912563703034,opposite_next_open
18,entry,2026-08-17 08:05:00+00:00,2026-08-17 08:05:00+00:00,1,1897.29,1.0,1.0,0.0,0.001,-0.001,entry_next_open
18,exit,2026-08-17 09:20:00+00:00,2026-08-17 09:20:00+00:00,1,1895.17,1.0,1.0,-0.00111738321500661,0.001,-0.00211738321500661,opposite_next_open
19,entry,2026-08-17 09:20:00+00:00,2026-08-17 09:20:00+00:00,-1,1895.17,1.0,1.0,0.0,0.001,-0.001,entry_next_open
19,exit,2026-08-17 09:55:00+00:00,2026-08-17 09:55:00+00:00,-1,1893.19,1.0,1.0,0.0010447611559912928,0.001,4.476115599129273e-05,opposite_next_open
20,entry,2026-08-17 09:55:00+00:00,2026-08-17 09:55:00+00:00,1,1893.19,1.0,1.0,0.0,0.001,-0.001,entry_next_open
20,exit,2026-08-17 10:50:00+00:00,2026-08-17 10:50:00+00:00,1,1905.24,1.0,1.0,0.006364918470940557,0.001,0.005364918470940557,opposite_next_open
21,entry,2026-08-17 10:50:00+00:00,2026-08-17 10:50:00+00:00,-1,1905.24,1.0,1.0,0.0,0.001,-0.001,entry_next_open
21,exit,2026-08-17 12:35:00+00:00,2026-08-17 12:35:00+00:00,-1,1899.64,1.0,1.0,0.002939262245176413,0.001,0.0019392622451764128,opposite_next_open
22,entry,2026-08-17 12:35:00+00:00,2026-08-17 12:35:00+00:00,1,1899.64,1.0,1.0,0.0,0.001,-0.001,entry_next_open
22,exit,2026-08-17 23:35:00+00:00,2026-08-17 23:35:00+00:00,1,1916.89,1.0,1.0,0.009080667916026195,0.001,0.008080667916026196,opposite_next_open
23,entry,2026-08-17 23:35:00+00:00,2026-08-17 23:35:00+00:00,-1,1916.89,1.0,1.0,0.0,0.001,-0.001,entry_next_open
23,exit,2026-08-18 00:20:00+00:00,2026-08-18 00:20:00+00:00,-1,1910.55,1.0,1.0,0.003307440698214371,0.001,0.002307440698214371,opposite_next_open
24,entry,2026-08-18 00:20:00+00:00,2026-08-18 00:20:00+00:00,1,1910.55,1.0,1.0,0.0,0.001,-0.001,entry_next_open
24,exit,2026-08-18 04:00:00+00:00,2026-08-18 04:00:00+00:00,1,1893.89,1.0,1.0,-0.008720002093637881,0.001,-0.00972000209363788,opposite_next_open
25,entry,2026-08-18 04:00:00+00:00,2026-08-18 04:00:00+00:00,-1,1893.89,1.0,1.0,0.0,0.001,-0.001,entry_next_open
25,exit,2026-08-18 12:25:00+00:00,2026-08-18 12:25:00+00:00,-1,1900.47,1.0,1.0,-0.003474330610542284,0.001,-0.004474330610542284,opposite_next_open
26,entry,2026-08-18 12:25:00+00:00,2026-08-18 12:25:00+00:00,1,1900.47,1.0,1.0,0.0,0.001,-0.001,entry_next_open
26,exit,2026-08-18 15:45:00+00:00,2026-08-18 15:45:00+00:00,1,1916.0,1.0,1.0,0.008171662799202287,0.001,0.007171662799202287,opposite_next_open
27,entry,2026-08-18 15:45:00+00:00,2026-08-18 15:45:00+00:00,-1,1916.0,1.0,1.0,0.0,0.001,-0.001,entry_next_open
27,exit,2026-08-18 18:05:00+00:00,2026-08-18 18:05:00+00:00,-1,1911.42,1.0,1.0,0.0023903966597076864,0.001,0.0013903966597076864,opposite_next_open
28,entry,2026-08-18 18:05:00+00:00,2026-08-18 18:05:00+00:00,1,1911.42,1.0,1.0,0.0,0.001,-0.001,entry_next_open
28,exit,2026-08-18 18:35:00+00:00,2026-08-18 18:35:00+00:00,1,1915.48,1.0,1.0,0.0021240752948069735,0.001,0.0011240752948069735,opposite_next_open
29,entry,2026-08-18 18:35:00+00:00,2026-08-18 18:35:00+00:00,-1,1915.48,1.0,1.0,0.0,0.001,-0.001,entry_next_open
29,exit,2026-08-19 06:10:00+00:00,2026-08-19 06:10:00+00:00,-1,1906.0,1.0,1.0,0.004949151126610572,0.001,0.0039491511266105716,opposite_next_open
30,entry,2026-08-19 06:10:00+00:00,2026-08-19 06:10:00+00:00,1,1906.0,1.0,1.0,0.0,0.001,-0.001,entry_next_open
30,exit,2026-08-19 11:15:00+00:00,2026-08-19 11:15:00+00:00,1,1923.84,1.0,1.0,0.00935991605456449,0.001,0.00835991605456449,opposite_next_open
31,entry,2026-08-19 11:15:00+00:00,2026-08-19 11:15:00+00:00,-1,1923.84,1.0,1.0,0.0,0.001,-0.001,entry_next_open
31,exit,2026-08-20 03:05:00+00:00,2026-08-20 03:05:00+00:00,-1,2243.76,1.0,1.0,-0.16629241516966084,0.001,-0.16729241516966084,opposite_next_open
32,entry,2026-08-20 03:05:00+00:00,2026-08-20 03:05:00+00:00,1,2243.76,1.0,1.0,0.0,0.001,-0.001,entry_next_open
32,exit,2026-08-20 03:55:00+00:00,2026-08-20 03:55:00+00:00,1,2252.85,1.0,1.0,0.004051235426248658,0.001,0.003051235426248658,opposite_next_open
33,entry,2026-08-20 03:55:00+00:00,2026-08-20 03:55:00+00:00,-1,2252.85,1.0,1.0,0.0,0.001,-0.001,entry_next_open
33,exit,2026-08-20 07:30:00+00:00,2026-08-20 07:30:00+00:00,-1,2252.22,1.0,1.0,0.00027964578200950313,0.001,-0.0007203542179904968,opposite_next_open
34,entry,2026-08-20 07:30:00+00:00,2026-08-20 07:30:00+00:00,1,2252.22,1.0,1.0,0.0,0.001,-0.001,entry_next_open
34,exit,2026-08-20 08:15:00+00:00,2026-08-20 08:15:00+00:00,1,2283.76,1.0,1.0,0.014003960536715073,0.001,0.013003960536715074,opposite_next_open
35,entry,2026-08-20 08:15:00+00:00,2026-08-20 08:15:00+00:00,-1,2283.76,1.0,1.0,0.0,0.001,-0.001,entry_next_open
35,exit,2026-08-20 12:20:00+00:00,2026-08-20 12:20:00+00:00,-1,2274.44,1.0,1.0,0.004080989245805235,0.001,0.003080989245805235,opposite_next_open
36,entry,2026-08-20 12:20:00+00:00,2026-08-20 12:20:00+00:00,1,2274.44,1.0,1.0,0.0,0.001,-0.001,entry_next_open
36,exit,2026-08-20 13:15:00+00:00,2026-08-20 13:15:00+00:00,1,2293.66,1.0,1.0,0.008450431754629622,0.001,0.007450431754629622,opposite_next_open
37,entry,2026-08-20 13:15:00+00:00,2026-08-20 13:15:00+00:00,-1,2293.66,1.0,1.0,0.0,0.001,-0.001,entry_next_open
37,exit,2026-08-20 21:00:00+00:00,2026-08-20 21:00:00+00:00,-1,2317.5,1.0,1.0,-0.01039386831526911,0.001,-0.011393868315269111,opposite_next_open
38,entry,2026-08-20 21:00:00+00:00,2026-08-20 21:00:00+00:00,1,2317.5,1.0,1.0,0.0,0.001,-0.001,entry_next_open
38,exit,2026-08-20 23:30:00+00:00,2026-08-20 23:30:00+00:00,1,2330.6,1.0,1.0,0.005652642934196293,0.001,0.004652642934196293,opposite_next_open
39,entry,2026-08-20 23:30:00+00:00,2026-08-20 23:30:00+00:00,-1,2330.6,1.0,1.0,0.0,0.001,-0.001,entry_next_open
39,exit,2026-08-21 03:10:00+00:00,2026-08-21 03:10:00+00:00,-1,2339.81,1.0,1.0,-0.0039517720758603095,0.001,-0.0049517720758603095,opposite_next_open
40,entry,2026-08-21 03:10:00+00:00,2026-08-21 03:10:00+00:00,1,2339.81,1.0,1.0,0.0,0.001,-0.001,entry_next_open
40,exit,2026-08-21 06:10:00+00:00,2026-08-21 06:10:00+00:00,1,2373.13,1.0,1.0,0.014240472516999314,0.001,0.013240472516999315,opposite_next_open
41,entry,2026-08-21 06:10:00+00:00,2026-08-21 06:10:00+00:00,-1,2373.13,1.0,1.0,0.0,0.001,-0.001,entry_next_open
41,exit,2026-08-22 15:00:00+00:00,2026-08-22 15:00:00+00:00,-1,2413.46,1.0,1.0,-0.016994433511859832,0.001,-0.017994433511859833,opposite_next_open
42,entry,2026-08-22 15:00:00+00:00,2026-08-22 15:00:00+00:00,1,2413.46,1.0,1.0,0.0,0.001,-0.001,entry_next_open
42,exit,2026-08-22 16:35:00+00:00,2026-08-22 16:35:00+00:00,1,2419.08,1.0,1.0,0.002328607062060233,0.001,0.0013286070620602331,opposite_next_open
43,entry,2026-08-22 16:35:00+00:00,2026-08-22 16:35:00+00:00,-1,2419.08,1.0,1.0,0.0,0.001,-0.001,entry_next_open
43,exit,2026-08-22 21:05:00+00:00,2026-08-22 21:05:00+00:00,-1,2419.53,1.0,1.0,-0.00018602113200070805,0.001,-0.001186021132000708,opposite_next_open
44,entry,2026-08-22 21:05:00+00:00,2026-08-22 21:05:00+00:00,1,2419.53,1.0,1.0,0.0,0.001,-0.001,entry_next_open
44,exit,2026-08-22 22:30:00+00:00,2026-08-22 22:30:00+00:00,1,2422.42,1.0,1.0,0.001194446855380951,0.001,0.000194446855380951,opposite_next_open
45,entry,2026-08-22 22:30:00+00:00,2026-08-22 22:30:00+00:00,-1,2422.42,1.0,1.0,0.0,0.001,-0.001,entry_next_open
45,exit,2026-08-23 02:20:00+00:00,2026-08-23 02:20:00+00:00,-1,2416.17,1.0,1.0,0.002580064563535638,0.001,0.0015800645635356378,opposite_next_open
46,entry,2026-08-23 02:20:00+00:00,2026-08-23 02:20:00+00:00,1,2416.17,1.0,1.0,0.0,0.001,-0.001,entry_next_open
46,exit,2026-08-23 06:35:00+00:00,2026-08-23 06:35:00+00:00,1,2393.6,1.0,1.0,-0.009341230128674789,0.001,-0.01034123012867479,opposite_next_open
47,entry,2026-08-23 06:35:00+00:00,2026-08-23 06:35:00+00:00,-1,2393.6,1.0,1.0,0.0,0.001,-0.001,entry_next_open
47,exit,2026-08-23 14:45:00+00:00,2026-08-23 14:45:00+00:00,-1,2419.33,1.0,1.0,-0.010749498663101612,0.001,-0.011749498663101612,opposite_next_open
48,entry,2026-08-23 14:45:00+00:00,2026-08-23 14:45:00+00:00,1,2419.33,1.0,1.0,0.0,0.001,-0.001,entry_next_open
48,exit,2026-08-23 20:50:00+00:00,2026-08-23 20:50:00+00:00,1,2447.0,1.0,1.0,0.011437050753721102,0.001,0.010437050753721103,opposite_next_open
49,entry,2026-08-23 20:50:00+00:00,2026-08-23 20:50:00+00:00,-1,2447.0,1.0,1.0,0.0,0.001,-0.001,entry_next_open
49,exit,2026-08-24 10:50:00+00:00,2026-08-24 10:50:00+00:00,-1,2467.56,1.0,1.0,-0.008402125051082936,0.001,-0.009402125051082937,opposite_next_open
50,entry,2026-08-24 10:50:00+00:00,2026-08-24 10:50:00+00:00,1,2467.56,1.0,1.0,0.0,0.001,-0.001,entry_next_open
50,exit,2026-08-24 11:40:00+00:00,2026-08-24 11:40:00+00:00,1,2492.39,1.0,1.0,0.010062571933407871,0.001,0.00906257193340787,opposite_next_open
51,entry,2026-08-24 11:40:00+00:00,2026-08-24 11:40:00+00:00,-1,2492.39,1.0,1.0,0.0,0.001,-0.001,entry_next_open
51,exit,2026-08-24 15:55:00+00:00,2026-08-24 15:55:00+00:00,-1,2485.15,1.0,1.0,0.002904842340083126,0.001,0.001904842340083126,opposite_next_open
52,entry,2026-08-24 15:55:00+00:00,2026-08-24 15:55:00+00:00,1,2485.15,1.0,1.0,0.0,0.001,-0.001,entry_next_open
52,exit,2026-08-24 18:20:00+00:00,2026-08-24 18:20:00+00:00,1,2479.39,1.0,1.0,-0.0023177675391828335,0.001,-0.0033177675391828335,opposite_next_open
53,entry,2026-08-24 18:20:00+00:00,2026-08-24 18:20:00+00:00,-1,2479.39,1.0,1.0,0.0,0.001,-0.001,entry_next_open
53,exit,2026-08-24 22:25:00+00:00,2026-08-24 22:25:00+00:00,-1,2478.7,1.0,1.0,0.0002782942578618348,0.001,-0.0007217057421381652,opposite_next_open
54,entry,2026-08-24 22:25:00+00:00,2026-08-24 22:25:00+00:00,1,2478.7,1.0,1.0,0.0,0.001,-0.001,entry_next_open
54,exit,2026-08-25 05:30:00+00:00,2026-08-25 05:30:00+00:00,1,2507.95,1.0,1.0,0.011800540605962804,0.001,0.010800540605962805,opposite_next_open
55,entry,2026-08-25 05:30:00+00:00,2026-08-25 05:30:00+00:00,-1,2507.95,1.0,1.0,0.0,0.001,-0.001,entry_next_open
55,exit,2026-08-25 11:25:00+00:00,2026-08-25 11:25:00+00:00,-1,2477.6,1.0,1.0,0.01210151717538225,0.001,0.011101517175382249,opposite_next_open
56,entry,2026-08-25 11:25:00+00:00,2026-08-25 11:25:00+00:00,1,2477.6,1.0,1.0,0.0,0.001,-0.001,entry_next_open
56,exit,2026-08-25 14:25:00+00:00,2026-08-25 14:25:00+00:00,1,2472.3,1.0,1.0,-0.0021391669357441584,0.001,-0.0031391669357441585,opposite_next_open
57,entry,2026-08-25 14:25:00+00:00,2026-08-25 14:25:00+00:00,-1,2472.3,1.0,1.0,0.0,0.001,-0.001,entry_next_open
57,exit,2026-08-25 17:15:00+00:00,2026-08-25 17:15:00+00:00,-1,2461.86,1.0,1.0,0.0042227884965417035,0.001,0.0032227884965417035,opposite_next_open
58,entry,2026-08-25 17:15:00+00:00,2026-08-25 17:15:00+00:00,1,2461.86,1.0,1.0,0.0,0.001,-0.001,entry_next_open
58,exit,2026-08-25 18:05:00+00:00,2026-08-25 18:05:00+00:00,1,2469.73,1.0,1.0,0.0031967699219289034,0.001,0.0021967699219289033,opposite_next_open
59,entry,2026-08-25 18:05:00+00:00,2026-08-25 18:05:00+00:00,-1,2469.73,1.0,1.0,0.0,0.001,-0.001,entry_next_open
59,exit,2026-08-25 20:55:00+00:00,2026-08-25 20:55:00+00:00,-1,2438.16,1.0,1.0,0.012782773825478965,0.001,0.011782773825478966,opposite_next_open
60,entry,2026-08-25 20:55:00+00:00,2026-08-25 20:55:00+00:00,1,2438.16,1.0,1.0,0.0,0.001,-0.001,entry_next_open
60,exit,2026-08-25 21:55:00+00:00,2026-08-25 21:55:00+00:00,1,2440.2,1.0,1.0,0.0008366965252485332,0.001,-0.00016330347475146682,opposite_next_open
61,entry,2026-08-25 21:55:00+00:00,2026-08-25 21:55:00+00:00,-1,2440.2,1.0,1.0,0.0,0.001,-0.001,entry_next_open
61,exit,2026-08-25 23:55:00+00:00,2026-08-25 23:55:00+00:00,-1,2438.5,1.0,1.0,0.000696664207851741,0.001,-0.00030333579214825905,opposite_next_open
62,entry,2026-08-25 23:55:00+00:00,2026-08-25 23:55:00+00:00,1,2438.5,1.0,1.0,0.0,0.001,-0.001,entry_next_open
62,exit,2026-08-26 01:10:00+00:00,2026-08-26 01:10:00+00:00,1,2454.1,1.0,1.0,0.006397375435718642,0.001,0.005397375435718642,opposite_next_open
63,entry,2026-08-26 01:10:00+00:00,2026-08-26 01:10:00+00:00,-1,2454.1,1.0,1.0,0.0,0.001,-0.001,entry_next_open
63,exit,2026-08-26 03:20:00+00:00,2026-08-26 03:20:00+00:00,-1,2460.38,1.0,1.0,-0.002558982926531193,0.001,-0.003558982926531193,opposite_next_open
64,entry,2026-08-26 03:20:00+00:00,2026-08-26 03:20:00+00:00,1,2460.38,1.0,1.0,0.0,0.001,-0.001,entry_next_open
64,exit,2026-08-26 05:40:00+00:00,2026-08-26 05:40:00+00:00,1,2463.0,1.0,1.0,0.0010648761573415044,0.001,6.487615734150436e-05,opposite_next_open
65,entry,2026-08-26 05:40:00+00:00,2026-08-26 05:40:00+00:00,-1,2463.0,1.0,1.0,0.0,0.001,-0.001,entry_next_open
65,exit,2026-08-26 06:35:00+00:00,2026-08-26 06:35:00+00:00,-1,2455.94,1.0,1.0,0.0028664230613073267,0.001,0.0018664230613073267,opposite_next_open
66,entry,2026-08-26 06:35:00+00:00,2026-08-26 06:35:00+00:00,1,2455.94,1.0,1.0,0.0,0.001,-0.001,entry_next_open
66,exit,2026-08-26 10:40:00+00:00,2026-08-26 10:40:00+00:00,1,2465.2,1.0,1.0,0.0037704504181697287,0.001,0.0027704504181697287,opposite_next_open
67,entry,2026-08-26 10:40:00+00:00,2026-08-26 10:40:00+00:00,-1,2465.2,1.0,1.0,0.0,0.001,-0.001,entry_next_open
67,exit,2026-08-26 11:35:00+00:00,2026-08-26 11:35:00+00:00,-1,2463.76,1.0,1.0,0.0005841311049811779,0.001,-0.0004158688950188221,opposite_next_open
68,entry,2026-08-26 11:35:00+00:00,2026-08-26 11:35:00+00:00,1,2463.76,1.0,1.0,0.0,0.001,-0.001,entry_next_open
68,exit,2026-08-26 17:40:00+00:00,2026-08-26 17:40:00+00:00,1,2462.86,1.0,1.0,-0.00036529532097285893,0.001,-0.0013652953209728588,opposite_next_open
69,entry,2026-08-26 17:40:00+00:00,2026-08-26 17:40:00+00:00,-1,2462.86,1.0,1.0,0.0,0.001,-0.001,entry_next_open
69,exit,2026-08-26 22:55:00+00:00,2026-08-26 22:55:00+00:00,-1,2490.45,1.0,1.0,-0.011202423199044886,0.001,-0.012202423199044885,opposite_next_open
70,entry,2026-08-26 22:55:00+00:00,2026-08-26 22:55:00+00:00,1,2490.45,1.0,1.0,0.0,0.001,-0.001,entry_next_open
70,exit,2026-08-26 23:40:00+00:00,2026-08-26 23:40:00+00:00,1,2503.39,1.0,1.0,0.005195848139894419,0.001,0.004195848139894419,opposite_next_open
71,entry,2026-08-26 23:40:00+00:00,2026-08-26 23:40:00+00:00,-1,2503.39,1.0,1.0,0.0,0.001,-0.001,entry_next_open
71,exit,2026-08-27 00:50:00+00:00,2026-08-27 00:50:00+00:00,-1,2494.56,1.0,1.0,0.003527217093621021,0.001,0.002527217093621021,opposite_next_open
72,entry,2026-08-27 00:50:00+00:00,2026-08-27 00:50:00+00:00,1,2494.56,1.0,1.0,0.0,0.001,-0.001,entry_next_open
72,exit,2026-08-27 04:25:00+00:00,2026-08-27 04:25:00+00:00,1,2493.45,1.0,1.0,-0.0004449682509140399,0.001,-0.00144496825091404,opposite_next_open
73,entry,2026-08-27 04:25:00+00:00,2026-08-27 04:25:00+00:00,-1,2493.45,1.0,1.0,0.0,0.001,-0.001,entry_next_open
73,exit,2026-08-27 10:05:00+00:00,2026-08-27 10:05:00+00:00,-1,2534.85,1.0,1.0,-0.01660350117307349,0.001,-0.01760350117307349,opposite_next_open
74,entry,2026-08-27 10:05:00+00:00,2026-08-27 10:05:00+00:00,1,2534.85,1.0,1.0,0.0,0.001,-0.001,entry_next_open
74,exit,2026-08-27 14:45:00+00:00,2026-08-27 14:45:00+00:00,1,2519.34,1.0,1.0,-0.006118705248831199,0.001,-0.007118705248831199,opposite_next_open
75,entry,2026-08-27 14:45:00+00:00,2026-08-27 14:45:00+00:00,-1,2519.34,1.0,1.0,0.0,0.001,-0.001,entry_next_open
75,exit,2026-08-27 18:35:00+00:00,2026-08-27 18:35:00+00:00,-1,2491.5,1.0,1.0,0.011050513229655444,0.001,0.010050513229655444,opposite_next_open
76,entry,2026-08-27 18:35:00+00:00,2026-08-27 18:35:00+00:00,1,2491.5,1.0,1.0,0.0,0.001,-0.001,entry_next_open
76,exit,2026-08-27 19:10:00+00:00,2026-08-27 19:10:00+00:00,1,2508.29,1.0,1.0,0.006738912301826195,0.001,0.005738912301826195,opposite_next_open
77,entry,2026-08-27 19:10:00+00:00,2026-08-27 19:10:00+00:00,-1,2508.29,1.0,1.0,0.0,0.001,-0.001,entry_next_open
77,exit,2026-08-27 20:15:00+00:00,2026-08-27 20:15:00+00:00,-1,2495.27,1.0,1.0,0.005190787349150211,0.001,0.004190787349150211,opposite_next_open
78,entry,2026-08-27 20:15:00+00:00,2026-08-27 20:15:00+00:00,1,2495.27,1.0,1.0,0.0,0.001,-0.001,entry_next_open
78,exit,2026-08-27 20:50:00+00:00,2026-08-27 20:50:00+00:00,1,2504.86,1.0,1.0,0.0038432714696205804,0.001,0.0028432714696205804,opposite_next_open
79,entry,2026-08-27 20:50:00+00:00,2026-08-27 20:50:00+00:00,-1,2504.86,1.0,1.0,0.0,0.001,-0.001,entry_next_open
79,exit,2026-08-27 21:50:00+00:00,2026-08-27 21:50:00+00:00,-1,2500.59,1.0,1.0,0.001704686090240565,0.001,0.000704686090240565,opposite_next_open
80,entry,2026-08-27 21:50:00+00:00,2026-08-27 21:50:00+00:00,1,2500.59,1.0,1.0,0.0,0.001,-0.001,entry_next_open
80,exit,2026-08-27 22:15:00+00:00,2026-08-27 22:15:00+00:00,1,2508.97,1.0,1.0,0.0033512091146488043,0.001,0.0023512091146488043,opposite_next_open
81,entry,2026-08-27 22:15:00+00:00,2026-08-27 22:15:00+00:00,-1,2508.97,1.0,1.0,0.0,0.001,-0.001,entry_next_open
81,exit,2026-08-28 02:00:00+00:00,2026-08-28 02:00:00+00:00,-1,2511.2,1.0,1.0,-0.0008888109463245947,0.001,-0.0018888109463245947,opposite_next_open
82,entry,2026-08-28 02:00:00+00:00,2026-08-28 02:00:00+00:00,1,2511.2,1.0,1.0,0.0,0.001,-0.001,entry_next_open
82,exit,2026-08-28 05:55:00+00:00,2026-08-28 05:55:00+00:00,1,2494.75,1.0,1.0,-0.006550653074227389,0.001,-0.007550653074227389,opposite_next_open
83,entry,2026-08-28 05:55:00+00:00,2026-08-28 05:55:00+00:00,-1,2494.75,1.0,1.0,0.0,0.001,-0.001,entry_next_open
83,exit,2026-08-28 08:55:00+00:00,2026-08-28 08:55:00+00:00,-1,2489.58,1.0,1.0,0.0020723519390720806,0.001,0.0010723519390720805,opposite_next_open
84,entry,2026-08-28 08:55:00+00:00,2026-08-28 08:55:00+00:00,1,2489.58,1.0,1.0,0.0,0.001,-0.001,entry_next_open
84,exit,2026-08-28 10:50:00+00:00,2026-08-28 10:50:00+00:00,1,2495.59,1.0,1.0,0.0024140618096225946,0.001,0.0014140618096225945,opposite_next_open
85,entry,2026-08-28 10:50:00+00:00,2026-08-28 10:50:00+00:00,-1,2495.59,1.0,1.0,0.0,0.001,-0.001,entry_next_open
85,exit,2026-08-28 12:45:00+00:00,2026-08-28 12:45:00+00:00,-1,2497.73,1.0,1.0,-0.000857512652318639,0.001,-0.0018575126523186392,opposite_next_open
86,entry,2026-08-28 12:45:00+00:00,2026-08-28 12:45:00+00:00,1,2497.73,1.0,1.0,0.0,0.001,-0.001,entry_next_open
86,exit,2026-08-28 19:20:00+00:00,2026-08-28 19:20:00+00:00,1,2433.91,1.0,1.0,-0.025551200490045025,0.001,-0.026551200490045026,opposite_next_open
87,entry,2026-08-28 19:20:00+00:00,2026-08-28 19:20:00+00:00,-1,2433.91,1.0,1.0,0.0,0.001,-0.001,entry_next_open
