feature,bin,lower,upper,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
body_ratio,"[-inf, 0.5)",-inf,0.5,5,-18.679809769629987,-21.36200716845878,-93.39904884814993,0.2078482183051104,False,0.2,4,0
body_ratio,"[0.5, 0.65)",0.5,0.65,31,-29.11953116600733,-28.63159637236377,-902.7054661462272,0.1978801342862028,False,0.12903225806451613,27,0
body_ratio,"[0.65, 0.8)",0.65,0.8,130,-18.142668432744053,-34.836944824289596,-2358.5468962567265,0.5630841590129965,False,0.2076923076923077,103,0
body_ratio,"[0.8, 1.0)",0.8,1.0,85,-10.051398077752257,-38.44485604155676,-854.3688366089419,0.7672271793103462,False,0.27058823529411763,62,0
body_ratio,"[1.0, inf)",1.0,inf,0,,,0.0,,False,,0,0
body_ratio,missing,,,0,,,0.0,,False,,0,0
range_atr,"[-inf, 0.65)",-inf,0.65,0,,,0.0,,False,,0,0
range_atr,"[0.65, 1.0)",0.65,1.0,52,-12.849159716803745,-29.361486473169425,-668.1563052737947,0.5850734243403972,False,0.19230769230769232,42,0
range_atr,"[1.0, 1.5)",1.0,1.5,85,-20.766265950181452,-34.460803653526874,-1765.1326057654235,0.39978166814678456,False,0.15294117647058825,72,0
range_atr,"[1.5, 2.0)",1.5,2.0,51,-9.845484418702178,-42.19919401266552,-502.11970535381107,0.7899579156689477,False,0.3137254901960784,35,0
range_atr,"[2.0, 3.0)",2.0,3.0,40,-17.294739650822592,-53.18086506921678,-691.7895860329038,0.675104616268169,False,0.25,30,0
range_atr,"[3.0, inf)",3.0,inf,23,-25.296610671048374,-39.03093398862795,-581.8220454341125,0.5311371071041673,False,0.2608695652173913,17,0
range_atr,missing,,,0,,,0.0,,False,,0,0
risk_pct,"[-inf, 0.002)",-inf,0.002,15,-5.791209380640035,-22.480580115941635,-86.86814070960052,0.7135320619591231,False,0.2,12,0
risk_pct,"[0.002, 0.004)",0.002,0.004,36,-21.07860797086423,-31.86003846297548,-758.8298869511123,0.24323508171843197,False,0.1388888888888889,31,0
risk_pct,"[0.004, 0.008)",0.004,0.008,87,-19.564489191870923,-37.38004510121704,-1702.1105596927703,0.46089680152594403,False,0.14942528735632185,74,0
risk_pct,"[0.008, 0.015)",0.008,0.015,65,-13.952733254134838,-48.55798198798132,-906.9276615187645,0.7000409717378103,False,0.27692307692307694,47,0
risk_pct,"[0.015, 0.03)",0.015,0.03,43,-29.346753402725092,-57.40142454835068,-1261.910396317179,0.5452580461064581,False,0.27906976744186046,31,0
risk_pct,"[0.03, inf)",0.03,inf,5,101.52527946587615,98.35385018334365,507.6263973293808,11.132402154053278,False,0.8,1,0
risk_pct,missing,,,0,,,0.0,,False,,0,0
fee_to_risk,"[-inf, 0.1)",-inf,0.1,24,-18.574902209577683,-53.75036928597853,-445.79765302986436,0.7171505045547888,False,0.3333333333333333,16,0
fee_to_risk,"[0.1, 0.2)",0.1,0.2,67,-11.507185317506362,-53.043691102680214,-770.9814162729261,0.7733161900834243,False,0.29850746268656714,47,0
fee_to_risk,"[0.2, 0.4)",0.2,0.4,81,-22.256063170840324,-39.27798333275701,-1802.741116838066,0.43042897501033156,False,0.18518518518518517,66,0
fee_to_risk,"[0.4, 0.8)",0.4,0.8,56,-16.40960887879728,-32.198294426579714,-918.9380972126477,0.45079180996050106,False,0.125,49,0
fee_to_risk,"[0.8, 1.0)",0.8,1.0,8,-22.961727974617624,-27.32722631431113,-183.693823796941,0.04880522323567438,False,0.25,6,0
fee_to_risk,"[1.0, inf)",1.0,inf,15,-5.791209380640035,-22.480580115941635,-86.86814070960052,0.7135320619591231,False,0.2,12,0
fee_to_risk,missing,,,0,,,0.0,,False,,0,0
extension_atr,"[-inf, 0.0)",-inf,0.0,0,,,0.0,,False,,0,0
extension_atr,"[0.0, 0.25)",0.0,0.25,3,-5.045633580285258,-11.669424174345338,-15.136900740855774,0.6181729978023222,False,0.3333333333333333,2,0
extension_atr,"[0.25, 0.5)",0.25,0.5,50,-10.557164855820758,-32.06102625005384,-527.8582427910379,0.6616082622297553,False,0.16,42,0
extension_atr,"[0.5, 1.0)",0.5,1.0,113,-26.304063948359033,-34.662332972192125,-2972.3592261645704,0.34860638138256245,False,0.18584070796460178,92,0
extension_atr,"[1.0, 1.5)",1.0,1.5,47,5.720655407007134,-26.49047943486212,268.8708041293353,1.1426258358984709,False,0.3191489361702128,32,0
extension_atr,"[1.5, inf)",1.5,inf,38,-25.329912691918874,-55.177123190041264,-962.5366822929172,0.5748707948645365,False,0.2631578947368421,28,0
extension_atr,missing,,,0,,,0.0,,False,,0,0
cross_count24,"[-inf, 1.0)",-inf,1.0,40,-25.166608467858072,-46.747911743763616,-1006.6643387143229,0.5270290004485998,False,0.2,32,0
cross_count24,"[1.0, 3.0)",1.0,3.0,107,-20.743136248430332,-37.81898492736164,-2219.5155785820452,0.5026144264638333,False,0.22429906542056074,83,0
cross_count24,"[3.0, 6.0)",3.0,6.0,80,-6.0551716296215625,-30.452711060146505,-484.413730369725,0.8315389143078703,False,0.2375,61,0
cross_count24,"[6.0, 12.0)",6.0,12.0,24,-20.76777500808135,-28.02435392561603,-498.4266001939525,0.41056659307045096,False,0.16666666666666666,20,0
cross_count24,"[12.0, 24.0)",12.0,24.0,0,,,0.0,,False,,0,0
cross_count24,"[24.0, inf)",24.0,inf,0,,,0.0,,False,,0,0
cross_count24,missing,,,0,,,0.0,,False,,0,0
efficiency24,"[-inf, 0.1)",-inf,0.1,145,-14.786958171511793,-29.835894219713598,-2144.10893486921,0.5960920730342393,False,0.21379310344827587,114,0
efficiency24,"[0.1, 0.2)",0.1,0.2,75,-20.671558604175107,-42.299356244828154,-1550.366895313133,0.5629783122093065,False,0.22666666666666666,58,0
efficiency24,"[0.2, 0.4)",0.2,0.4,28,-20.72832830695644,-44.70057978318876,-580.3931925947803,0.5922445675213653,False,0.21428571428571427,22,0
