return_pct,max_drawdown_pct,trades,win_rate,profit_factor,peak_positions,top1_positive_profit_share,top5_positive_profit_share,return_minus_top1_contribution_pct,return_minus_top5_contribution_pct,natural_exits,boundary_marks,rejected,scope,minutes,arm,period,opening_equity,closing_equity,mdd_definition,cohort_stats,random_schedules,random_return_pct_mean,random_return_pct_min,random_return_pct_max,actual_matching_fraction
8.942507833547992,6.184940708680831,448,0.20535714285714285,1.4097247001547757,10,0.2539307135179349,0.632746189949488,1.1295276036249633,-10.525926701785625,438,10,554,okx,60,focus_sma60,full,100000.0,108942.50783354799,close_equity,"entry cohort, possibly exits after subperiod",3,-7.772240359353222,-10.220774759225824,-6.0894294558839315,0.7864271457085829
-3.867734498646576,5.105325879947575,236,0.19491525423728814,0.6325588006317651,10,,,,,236,0,313,okx,60,focus_sma60,first31,100000.0,96132.26550135342,close_equity,"entry cohort, possibly exits after subperiod",3,-4.139505982161277,-4.773368541574106,-2.916644789086102,0.7864271457085829
13.325642816577766,4.240968612467122,212,0.2169811320754717,2.0590575408673923,10,,,,,202,10,241,okx,60,focus_sma60,last30,96132.26550135342,108942.50783354799,close_equity,"entry cohort, possibly exits after subperiod",3,-3.7872260107542477,-5.7204650991250805,-1.4284701154027921,0.7864271457085829
8.860310851871938,10.446868573190304,384,0.18489583333333334,1.43743340819773,10,0.2458308635521538,0.7173403699779795,1.7028142351770403,-12.025436352310109,374,10,618,okx,60,focus_md,full,100000.0,108860.31085187194,close_equity,"entry cohort, possibly exits after subperiod",3,-4.7138765459958725,-5.252880667946287,-4.017643401576672,0.7864271457085829
-8.457120390139723,8.84678681861465,221,0.1493212669683258,0.19329368176170303,10,,,,,221,0,328,okx,60,focus_md,first31,100000.0,91542.87960986028,close_equity,"entry cohort, possibly exits after subperiod",3,-3.0425321090618187,-3.4121082368589413,-2.627754532706982,0.7864271457085829
18.917289160899813,4.379522537204961,163,0.2331288343558282,2.845870353750176,10,,,,,153,10,290,okx,60,focus_md,last30,91542.87960986028,108860.31085187194,close_equity,"entry cohort, possibly exits after subperiod",3,-1.7210294736640506,-2.695969598566026,-0.6269265781291323,0.7864271457085829
2.517159248969256,6.176653235007623,685,0.2291970802919708,1.1084087386990396,10,0.12403444475547816,0.4269235361884804,-0.6750301323216203,-8.470278809311141,676,9,317,okx,60,focus_sma20,full,100000.0,102517.15924896926,close_equity,"entry cohort, possibly exits after subperiod",3,-10.706756756174387,-13.305146557565822,-9.019280824797082,0.7864271457085829
-3.8505020823360105,4.874698782392151,388,0.20103092783505155,0.6478770117104606,10,,,,,388,0,161,okx,60,focus_sma20,first31,100000.0,96149.49791766399,close_equity,"entry cohort, possibly exits after subperiod",3,-4.934413307949042,-6.418000355711877,-3.262617675083326,0.7864271457085829
6.622667272540628,5.6368600036887155,297,0.265993265993266,1.503718721217231,10,,,,,288,9,156,okx,60,focus_sma20,last30,96149.49791766399,102517.15924896926,close_equity,"entry cohort, possibly exits after subperiod",3,-6.073364420581772,-7.359477493569791,-4.107047443230092,0.7864271457085829
-3.6573137455473184,6.68057194833418,443,0.24379232505643342,0.8647033851962881,10,0.061167757563743465,0.2782700011215807,-5.087079880711657,-10.1617376427478,434,9,559,okx,60,focus_3r,full,100000.0,96342.68625445268,close_equity,"entry cohort, possibly exits after subperiod",3,2.627948194377362,0.07631748361878271,6.759572027719347,0.7864271457085829
-4.207396143988663,6.68057194833418,217,0.17511520737327188,0.7204500392956997,10,,,,,217,0,332,okx,60,focus_3r,first31,100000.0,95792.60385601134,close_equity,"entry cohort, possibly exits after subperiod",3,-0.42353601772521027,-1.6540791107955446,1.2160173877240013,0.7864271457085829
0.574243079630854,3.3279187631050533,226,0.30973451327433627,0.9827134897388499,10,,,,,217,9,227,okx,60,focus_3r,last30,95792.60385601134,96342.68625445268,close_equity,"entry cohort, possibly exits after subperiod",3,3.0469758830364504,0.9164940513126961,5.476953927914275,0.7864271457085829
-2.4923866061216975,14.420415508538497,623,0.21990369181380418,0.9620743491553055,10,0.0846816237322796,0.2933353834662506,-7.846408942852418,-21.038608631776036,613,10,9265,okx,60,dense_sma60,full,100000.0,97507.6133938783,close_equity,"entry cohort, possibly exits after subperiod",3,-1.6531906041392939,-4.131131172842826,1.0359080664670182,0.7815533980582524
-6.712898362304346,10.660395237896713,313,0.21725239616613418,0.8222321773793673,10,,,,,313,0,4114,okx,60,dense_sma60,first31,100000.0,93287.10163769565,close_equity,"entry cohort, possibly exits after subperiod",3,-2.367247776151635,-3.346334687998984,-1.216249025709083,0.7815533980582524
4.524217905894521,11.933156385576549,310,0.22258064516129034,1.095603617457595,10,,,,,300,10,5151,okx,60,dense_sma60,last30,93287.10163769565,97507.6133938783,close_equity,"entry cohort, possibly exits after subperiod",3,0.7481459149406152,-1.6334473946695733,4.533964377160439,0.7815533980582524
-7.356006758911462,15.693689676349488,657,0.1917808219178082,0.8571144577307219,10,0.15404683616439993,0.4266458256838691,-14.153447594283858,-26.182097770931318,647,10,5694,okx,60,pullback_sma60,full,100000.0,92643.99324108854,close_equity,"entry cohort, possibly exits after subperiod",3,-1.3999097571267531,-4.074196492704388,1.268698305600905,0.6580066131317903
-8.568013868185155,12.924152796178124,364,0.1813186813186813,0.7658656780393194,10,,,,,364,0,2295,okx,60,pullback_sma60,first31,100000.0,91431.98613181485,close_equity,"entry cohort, possibly exits after subperiod",3,-4.535592810546901,-9.119904209729764,0.22959748743906677,0.6580066131317903
1.3255832674643808,12.715811198921179,293,0.20477815699658702,0.9551215036585218,10,,,,,283,10,3399,okx,60,pullback_sma60,last30,91431.98613181485,92643.99324108854,close_equity,"entry cohort, possibly exits after subperiod",3,3.4039132448817537,0.674067415604555,8.500951785176387,0.6580066131317903
