timeframe_min,arm,policy,kind,metric,eligible,bucket,earlier_closed,earlier_win_rate,earlier_mean_net_bp,earlier_mean_net_r,earlier_matched,earlier_random_mean_net_bp,earlier_mean_excess_bp,later_closed,later_win_rate,later_mean_net_bp,later_mean_net_r,later_matched,later_random_mean_net_bp,later_mean_excess_bp,later_overall_closed,later_overall_win_rate,later_overall_mean_net_bp,later_overall_mean_net_r,later_overall_matched,later_overall_random_mean_net_bp,later_overall_mean_excess_bp
15,joint,baseline,1h,win_rate,True,17.0,50.0,0.46,60.12100655963308,0.3008432804969733,4.0,106.20958270424474,-180.48142696534106,86.0,0.23255813953488372,-85.94780644546827,-0.3852568143243653,3.0,-250.75840732066933,-27.29515230827767,1411.0,0.25584691708008506,-40.58221492002653,-0.20115545069680602,1247.0,-12.106347270917087,-26.932850587784902
15,joint,baseline,1h,mean_net_bp,True,20.0,59.0,0.3050847457627119,298.4383175282684,1.6221934362843842,3.0,-12.39934845059,29.106621019947664,60.0,0.35,162.00316999248304,0.7519897407241848,2.0,719.3058930412975,-548.3993660992076,1411.0,0.25584691708008506,-40.58221492002653,-0.20115545069680602,1247.0,-12.106347270917087,-26.932850587784902
15,joint,baseline,1h,mean_net_r,True,20.0,59.0,0.3050847457627119,298.4383175282684,1.6221934362843842,3.0,-12.39934845059,29.106621019947664,60.0,0.35,162.00316999248304,0.7519897407241848,2.0,719.3058930412975,-548.3993660992076,1411.0,0.25584691708008506,-40.58221492002653,-0.20115545069680602,1247.0,-12.106347270917087,-26.932850587784902
15,joint,baseline,4h,win_rate,True,16.0,197.0,0.3604060913705584,37.123409445921105,0.3830699393701557,34.0,-108.66562522246517,17.76324419899473,287.0,0.22996515679442509,-73.43616806516165,-0.2854341609588778,36.0,-92.96627684498738,-38.39596519567386,1411.0,0.25584691708008506,-40.58221492002653,-0.20115545069680602,1247.0,-12.106347270917087,-26.932850587784902
15,joint,baseline,4h,mean_net_bp,True,20.0,252.0,0.3373015873015873,162.23209112617516,0.9239127291069951,29.0,15.919313546217321,103.30396710271668,277.0,0.23826714801444043,-47.92076853806645,-0.19224366820420402,31.0,25.538019804062912,-3.5035665170879544,1411.0,0.25584691708008506,-40.58221492002653,-0.20115545069680602,1247.0,-12.106347270917087,-26.932850587784902
15,joint,baseline,4h,mean_net_r,True,20.0,252.0,0.3373015873015873,162.23209112617516,0.9239127291069951,29.0,15.919313546217321,103.30396710271668,277.0,0.23826714801444043,-47.92076853806645,-0.19224366820420402,31.0,25.538019804062912,-3.5035665170879544,1411.0,0.25584691708008506,-40.58221492002653,-0.20115545069680602,1247.0,-12.106347270917087,-26.932850587784902
15,joint,retest,1h,win_rate,False,,,,,,,,,,,,,,,,,,,,,,
15,joint,retest,1h,mean_net_bp,False,,,,,,,,,,,,,,,,,,,,,,
15,joint,retest,1h,mean_net_r,False,,,,,,,,,,,,,,,,,,,,,,
15,joint,retest,4h,win_rate,True,16.0,21.0,0.5714285714285714,308.1981610378117,0.8947621524348405,0.0,,,35.0,0.2857142857142857,-87.51889721292304,-0.09011632177733693,0.0,,,159.0,0.29559748427672955,-65.5732429095041,-0.15497110304106668,22.0,26.783699414702866,-92.88214635648518
15,joint,retest,4h,mean_net_bp,True,20.0,32.0,0.46875,660.2830533553181,1.7494687173343675,2.0,676.4032590208549,-44.90745434169746,29.0,0.41379310344827586,-45.680981264617216,-0.10278585878543761,1.0,412.766803723723,-470.174030228053,159.0,0.29559748427672955,-65.5732429095041,-0.15497110304106668,22.0,26.783699414702866,-92.88214635648518
15,joint,retest,4h,mean_net_r,True,20.0,32.0,0.46875,660.2830533553181,1.7494687173343675,2.0,676.4032590208549,-44.90745434169746,29.0,0.41379310344827586,-45.680981264617216,-0.10278585878543761,1.0,412.766803723723,-470.174030228053,159.0,0.29559748427672955,-65.5732429095041,-0.15497110304106668,22.0,26.783699414702866,-92.88214635648518
15,v9_both,baseline,1h,win_rate,True,17.0,136.0,0.4264705882352941,50.979042383150286,0.24514013242286262,8.0,126.6494858658119,99.55284832577611,162.0,0.25925925925925924,-74.1700588238584,-0.2790100268866694,7.0,-93.25064271909201,388.4171527878575,3081.0,0.25738396624472576,-44.02078353939098,-0.19212369712028013,2741.0,-19.342524441944583,-19.988542682529012
15,v9_both,baseline,1h,mean_net_bp,True,23.0,164.0,0.3719512195121951,129.97081626613087,0.4449052745236103,4.0,25.152333780650753,397.3301250046637,201.0,0.2885572139303483,-2.256644762609721,0.027132650121124258,10.0,-58.548376664745696,69.93526159015109,3081.0,0.25738396624472576,-44.02078353939098,-0.19212369712028013,2741.0,-19.342524441944583,-19.988542682529012
15,v9_both,baseline,1h,mean_net_r,True,19.0,105.0,0.34285714285714286,10.4313503679122,0.6208175898976354,4.0,-148.77366467822648,-217.17824418392172,111.0,0.3333333333333333,1.5017831358625284,0.1772679476951942,4.0,-10.962450584262504,-207.25661995597426,3081.0,0.25738396624472576,-44.02078353939098,-0.19212369712028013,2741.0,-19.342524441944583,-19.988542682529012
15,v9_both,baseline,4h,win_rate,True,16.0,459.0,0.37037037037037035,33.13197581017118,0.30626028364294594,90.0,172.81506203369528,-199.37999372425915,607.0,0.28171334431630973,-30.363454840606092,-0.0765361118492821,104.0,-35.73771784757246,1.2041357229816163,3081.0,0.25738396624472576,-44.02078353939098,-0.19212369712028013,2741.0,-19.342524441944583,-19.988542682529012
15,v9_both,baseline,4h,mean_net_bp,True,20.0,577.0,0.3292894280762565,73.85997526217055,0.3608428137811338,87.0,193.9992717002275,88.04544958568482,689.0,0.24383164005805516,-47.93053452917754,-0.19266356412728194,115.0,-27.195739594240404,-46.70371409654476,3081.0,0.25738396624472576,-44.02078353939098,-0.19212369712028013,2741.0,-19.342524441944583,-19.988542682529012
15,v9_both,baseline,4h,mean_net_r,True,20.0,577.0,0.3292894280762565,73.85997526217055,0.3608428137811338,87.0,193.9992717002275,88.04544958568482,689.0,0.24383164005805516,-47.93053452917754,-0.19266356412728194,115.0,-27.195739594240404,-46.70371409654476,3081.0,0.25738396624472576,-44.02078353939098,-0.19212369712028013,2741.0,-19.342524441944583,-19.988542682529012
15,v9_both,retest,1h,win_rate,True,17.0,21.0,0.5714285714285714,313.5390682706091,1.304266735243473,0.0,,,21.0,0.19047619047619047,-257.93222930971683,-0.5368485542117382,1.0,-421.58651462568,-426.677406759438,379.0,0.3113456464379947,-65.30595461116921,-0.15397083442509982,64.0,-8.702500169884093,-32.063341611270246
15,v9_both,retest,1h,mean_net_bp,True,2.0,16.0,0.375,734.6215251184628,1.8775455728892483,0.0,,,11.0,0.09090909090909091,-212.70598449873117,-0.5632084498886407,0.0,,,379.0,0.3113456464379947,-65.30595461116921,-0.15397083442509982,64.0,-8.702500169884093,-32.063341611270246
15,v9_both,retest,1h,mean_net_r,True,2.0,16.0,0.375,734.6215251184628,1.8775455728892483,0.0,,,11.0,0.09090909090909091,-212.70598449873117,-0.5632084498886407,0.0,,,379.0,0.3113456464379947,-65.30595461116921,-0.15397083442509982,64.0,-8.702500169884093,-32.063341611270246
15,v9_both,retest,4h,win_rate,True,20.0,78.0,0.4358974358974359,265.24250965089414,0.7417425992273866,4.0,4344.120039698562,-607.4174349490007,80.0,0.425,13.8855878713045,0.07703287095649988,4.0,408.39424636131395,-17.94016127192422,379.0,0.3113456464379947,-65.30595461116921,-0.15397083442509982,64.0,-8.702500169884093,-32.063341611270246
15,v9_both,retest,4h,mean_net_bp,True,20.0,78.0,0.4358974358974359,265.24250965089414,0.7417425992273866,4.0,4344.120039698562,-607.4174349490007,80.0,0.425,13.8855878713045,0.07703287095649988,4.0,408.39424636131395,-17.94016127192422,379.0,0.3113456464379947,-65.30595461116921,-0.15397083442509982,64.0,-8.702500169884093,-32.063341611270246
15,v9_both,retest,4h,mean_net_r,True,20.0,78.0,0.4358974358974359,265.24250965089414,0.7417425992273866,4.0,4344.120039698562,-607.4174349490007,80.0,0.425,13.8855878713045,0.07703287095649988,4.0,408.39424636131395,-17.94016127192422,379.0,0.3113456464379947,-65.30595461116921,-0.15397083442509982,64.0,-8.702500169884093,-32.063341611270246
60,joint,baseline,1h,win_rate,True,0.0,34.0,0.6764705882352942,811.55221669451,2.354473284865491,0.0,,,25.0,0.24,-160.19011386447013,-0.4733723172373024,0.0,,,253.0,0.308300395256917,-53.79042933032484,0.0244398385750718,223.0,171.7257852653941,-197.83374908187972
60,joint,baseline,1h,mean_net_bp,True,0.0,34.0,0.6764705882352942,811.55221669451,2.354473284865491,0.0,,,25.0,0.24,-160.19011386447013,-0.4733723172373024,0.0,,,253.0,0.308300395256917,-53.79042933032484,0.0244398385750718,223.0,171.7257852653941,-197.83374908187972
60,joint,baseline,1h,mean_net_r,True,21.0,22.0,0.36363636363636365,532.4191393217069,3.2866438131367386,0.0,,,9.0,0.2222222222222222,218.0384084865706,2.107188196526626,0.0,,,253.0,0.308300395256917,-53.79042933032484,0.0244398385750718,223.0,171.7257852653941,-197.83374908187972
60,joint,baseline,4h,win_rate,True,0.0,106.0,0.5566037735849056,604.4478988621934,1.6175417137966763,20.0,599.5930023465058,140.1487448196347,60.0,0.25,-190.31002417379216,-0.4309771953312965,8.0,-116.72346622872502,-216.48248180515108,253.0,0.308300395256917,-53.79042933032484,0.0244398385750718,223.0,171.7257852653941,-197.83374908187972
60,joint,baseline,4h,mean_net_bp,True,0.0,106.0,0.5566037735849056,604.4478988621934,1.6175417137966763,20.0,599.5930023465058,140.1487448196347,60.0,0.25,-190.31002417379216,-0.4309771953312965,8.0,-116.72346622872502,-216.48248180515108,253.0,0.308300395256917,-53.79042933032484,0.0244398385750718,223.0,171.7257852653941,-197.83374908187972
60,joint,baseline,4h,mean_net_r,True,0.0,106.0,0.5566037735849056,604.4478988621934,1.6175417137966763,20.0,599.5930023465058,140.1487448196347,60.0,0.25,-190.31002417379216,-0.4309771953312965,8.0,-116.72346622872502,-216.48248180515108,253.0,0.308300395256917,-53.79042933032484,0.0244398385750718,223.0,171.7257852653941,-197.83374908187972
60,joint,retest,1h,win_rate,False,,,,,,,,,,,,,,,,,,,,,,
60,joint,retest,1h,mean_net_bp,False,,,,,,,,,,,,,,,,,,,,,,
60,joint,retest,1h,mean_net_r,False,,,,,,,,,,,,,,,,,,,,,,
60,joint,retest,4h,win_rate,False,,,,,,,,,,,,,,,,,,,,,,
60,joint,retest,4h,mean_net_bp,False,,,,,,,,,,,,,,,,,,,,,,
60,joint,retest,4h,mean_net_r,False,,,,,,,,,,,,,,,,,,,,,,
60,v9_both,baseline,1h,win_rate,True,0.0,67.0,0.5970149253731343,482.8747854684852,1.3120879678924453,3.0,511.179913794394,1174.00826780681,43.0,0.3488372093023256,-84.45565554549145,-0.23064975698345452,0.0,,,505.0,0.24752475247524752,-130.5478888880018,-0.21933331742066817,454.0,15.722481229745089,-133.84593050548926
60,v9_both,baseline,1h,mean_net_bp,True,10.0,17.0,0.35294117647058826,490.21023675543535,1.7903275994532013,0.0,,,32.0,0.25,-117.05901217078804,-0.0019729838519423892,0.0,,,505.0,0.24752475247524752,-130.5478888880018,-0.21933331742066817,454.0,15.722481229745089,-133.84593050548926
60,v9_both,baseline,1h,mean_net_r,True,21.0,29.0,0.3793103448275862,302.00648395507346,2.5966784632608735,0.0,,,23.0,0.21739130434782608,-12.954370588736568,0.5893785026174647,0.0,,,505.0,0.24752475247524752,-130.5478888880018,-0.21933331742066817,454.0,15.722481229745089,-133.84593050548926
60,v9_both,baseline,4h,win_rate,True,0.0,196.0,0.5,355.5009623878163,0.9600584219383537,30.0,185.65910670615605,354.9345610897243,116.0,0.25,-167.32465215259748,-0.37464806662486716,19.0,-49.22922835895763,-74.53700268434355,505.0,0.24752475247524752,-130.5478888880018,-0.21933331742066817,454.0,15.722481229745089,-133.84593050548926
60,v9_both,baseline,4h,mean_net_bp,True,0.0,196.0,0.5,355.5009623878163,0.9600584219383537,30.0,185.65910670615605,354.9345610897243,116.0,0.25,-167.32465215259748,-0.37464806662486716,19.0,-49.22922835895763,-74.53700268434355,505.0,0.24752475247524752,-130.5478888880018,-0.21933331742066817,454.0,15.722481229745089,-133.84593050548926
60,v9_both,baseline,4h,mean_net_r,True,0.0,196.0,0.5,355.5009623878163,0.9600584219383537,30.0,185.65910670615605,354.9345610897243,116.0,0.25,-167.32465215259748,-0.37464806662486716,19.0,-49.22922835895763,-74.53700268434355,505.0,0.24752475247524752,-130.5478888880018,-0.21933331742066817,454.0,15.722481229745089,-133.84593050548926
60,v9_both,retest,1h,win_rate,False,,,,,,,,,,,,,,,,,,,,,,
60,v9_both,retest,1h,mean_net_bp,False,,,,,,,,,,,,,,,,,,,,,,
60,v9_both,retest,1h,mean_net_r,False,,,,,,,,,,,,,,,,,,,,,,
60,v9_both,retest,4h,win_rate,True,0.0,23.0,0.6086956521739131,383.8620049668078,0.879355404808204,1.0,602.302158273382,0.0,12.0,0.0,-561.1923114962556,-0.9380995721307381,0.0,,,63.0,0.1746031746031746,-273.2946872985008,-0.36434072423936464,11.0,633.212443384496,-464.76338493720107
60,v9_both,retest,4h,mean_net_bp,True,0.0,23.0,0.6086956521739131,383.8620049668078,0.879355404808204,1.0,602.302158273382,0.0,12.0,0.0,-561.1923114962556,-0.9380995721307381,0.0,,,63.0,0.1746031746031746,-273.2946872985008,-0.36434072423936464,11.0,633.212443384496,-464.76338493720107
60,v9_both,retest,4h,mean_net_r,True,0.0,23.0,0.6086956521739131,383.8620049668078,0.879355404808204,1.0,602.302158273382,0.0,12.0,0.0,-561.1923114962556,-0.9380995721307381,0.0,,,63.0,0.1746031746031746,-273.2946872985008,-0.36434072423936464,11.0,633.212443384496,-464.76338493720107
