time,equity
2026-01-01 00:00:00+00:00,1.0068141309505256
2026-01-02 00:00:00+00:00,1.00305577625308
2026-01-03 00:00:00+00:00,1.00305577625308
2026-01-04 00:00:00+00:00,1.012496818829473
2026-01-05 00:00:00+00:00,1.028229574106395
2026-01-06 00:00:00+00:00,1.040491119468671
2026-01-07 00:00:00+00:00,1.0335371212207172
2026-01-08 00:00:00+00:00,1.036380780843923
2026-01-09 00:00:00+00:00,1.0441452683981651
2026-01-10 00:00:00+00:00,1.0441452683981651
2026-01-11 00:00:00+00:00,1.0512868370284312
2026-01-12 00:00:00+00:00,1.065004947458294
2026-01-13 00:00:00+00:00,1.064474655883608
2026-01-14 00:00:00+00:00,1.0686915159600396
2026-01-15 00:00:00+00:00,1.0674966231541971
2026-01-16 00:00:00+00:00,1.0641759326821476
2026-01-17 00:00:00+00:00,1.0641759326821476
2026-01-18 00:00:00+00:00,1.0819719621645065
2026-01-19 00:00:00+00:00,1.0802977228260882
2026-01-20 00:00:00+00:00,1.105883712383744
2026-01-21 00:00:00+00:00,1.1064140039584298
2026-01-22 00:00:00+00:00,1.1483000913074095
2026-01-23 00:00:00+00:00,1.154086984954308
2026-01-24 00:00:00+00:00,1.154086984954308
2026-01-25 00:00:00+00:00,1.1669645021893633
2026-01-26 00:00:00+00:00,1.167844462007619
2026-01-27 00:00:00+00:00,1.1976473116417063
2026-01-28 00:00:00+00:00,1.2764639231526458
2026-01-29 00:00:00+00:00,1.2592676557569402
2026-01-30 00:00:00+00:00,1.1326460692773839
2026-01-31 00:00:00+00:00,1.1326460692773839
2026-02-01 00:00:00+00:00,1.098038175898873
2026-02-02 00:00:00+00:00,1.1054923618329935
2026-02-03 00:00:00+00:00,1.1455397962985647
2026-02-04 00:00:00+00:00,1.1605963719256693
2026-02-05 00:00:00+00:00,1.0891297405808984
2026-02-06 00:00:00+00:00,1.149574412065268
2026-02-07 00:00:00+00:00,1.149574412065268
2026-02-08 00:00:00+00:00,1.1660567541663205
2026-02-09 00:00:00+00:00,1.1650772199475774
2026-02-10 00:00:00+00:00,1.167469321242994
2026-02-11 00:00:00+00:00,1.1719177496926507
2026-02-12 00:00:00+00:00,1.1392642933841608
