feature,bin,lower,upper,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
body_ratio,"[-inf, 0.5)",-inf,0.5,5,-24.063199907808013,-29.784946236559566,-120.31599953904006,0.06822916127408384,False,0.2,4,0
body_ratio,"[0.5, 0.65)",0.5,0.65,31,-20.501699450755233,-37.21758448902655,-635.5526829734122,0.4156783682421042,False,0.22580645161290322,24,0
body_ratio,"[0.65, 0.8)",0.65,0.8,130,-16.28895314312261,-32.22703407860681,-2117.563908605939,0.566919110514301,False,0.23076923076923078,100,0
body_ratio,"[0.8, 1.0)",0.8,1.0,85,-7.386341311383014,-37.72056466244676,-627.8390114675562,0.8138327405410617,False,0.2823529411764706,61,0
body_ratio,"[1.0, inf)",1.0,inf,0,,,0.0,,False,,0,0
body_ratio,missing,,,0,,,0.0,,False,,0,0
range_atr,"[-inf, 0.65)",-inf,0.65,0,,,0.0,,False,,0,0
range_atr,"[0.65, 1.0)",0.65,1.0,52,-7.613392271507668,-32.78446122738253,-395.89639811839874,0.7515401675454841,False,0.21153846153846154,41,0
range_atr,"[1.0, 1.5)",1.0,1.5,85,-20.6906058221083,-34.05593907906844,-1758.7014948792057,0.3732659768667716,False,0.18823529411764706,69,0
range_atr,"[1.5, 2.0)",1.5,2.0,51,-3.049042777133176,-30.255674687129623,-155.501181633792,0.91837672813218,False,0.37254901960784315,32,0
range_atr,"[2.0, 3.0)",2.0,3.0,40,-15.732078796607777,-47.39009195359243,-629.2831518643111,0.6999746622465691,False,0.275,29,0
range_atr,"[3.0, inf)",3.0,inf,23,-24.429972873488683,-30.54398925453448,-561.8893760902397,0.4781383836964959,False,0.21739130434782608,18,0
range_atr,missing,,,0,,,0.0,,False,,0,0
risk_pct,"[-inf, 0.002)",-inf,0.002,15,-5.876136450678806,-22.686024408384835,-88.1420467601821,0.7053482390771821,False,0.26666666666666666,11,0
risk_pct,"[0.002, 0.004)",0.002,0.004,36,-15.968227000243742,-33.79079266838945,-574.8561720087747,0.41709662277168835,False,0.19444444444444445,29,0
risk_pct,"[0.004, 0.008)",0.004,0.008,87,-19.693074604288725,-38.726998596562126,-1713.2974905731191,0.4384229516828809,False,0.14942528735632185,74,0
risk_pct,"[0.008, 0.015)",0.008,0.015,65,-8.880419038575504,-37.21758448902655,-577.2272375074078,0.7727510306353218,False,0.3384615384615385,43,0
risk_pct,"[0.015, 0.03)",0.015,0.03,43,-21.14927681718061,-43.429550373534894,-909.4189031387662,0.6402274241733915,False,0.3023255813953488,30,0
risk_pct,"[0.03, inf)",0.03,inf,5,72.33404948046052,20.894336371884997,361.6702474023026,5.838118929974203,False,0.6,2,0
risk_pct,missing,,,0,,,0.0,,False,,0,0
fee_to_risk,"[-inf, 0.1)",-inf,0.1,24,-21.91941648509188,-39.493030350841714,-526.065995642205,0.6425243333482935,False,0.2916666666666667,17,0
fee_to_risk,"[0.1, 0.2)",0.1,0.2,67,-6.138465206001082,-38.21853650152416,-411.2771688020725,0.8658253076828124,False,0.3283582089552239,45,0
fee_to_risk,"[0.2, 0.4)",0.2,0.4,81,-20.554828601169742,-38.726998596562126,-1664.941116694749,0.41581391895734937,False,0.2222222222222222,63,0
fee_to_risk,"[0.4, 0.8)",0.4,0.8,56,-11.471486536497245,-34.23880409297473,-642.4032460438457,0.5997574941003273,False,0.16071428571428573,47,0
fee_to_risk,"[0.8, 1.0)",0.8,1.0,8,-21.055253580361516,-31.655296247135016,-168.44202864289213,0.10278803336827476,False,0.25,6,0
fee_to_risk,"[1.0, inf)",1.0,inf,15,-5.876136450678806,-22.686024408384835,-88.1420467601821,0.7053482390771821,False,0.26666666666666666,11,0
fee_to_risk,missing,,,0,,,0.0,,False,,0,0
extension_atr,"[-inf, 0.0)",-inf,0.0,0,,,0.0,,False,,0,0
extension_atr,"[0.0, 0.25)",0.0,0.25,3,66.89194373530329,8.810170264210733,200.67583120590984,5.8332017060096675,False,0.6666666666666666,1,0
extension_atr,"[0.25, 0.5)",0.25,0.5,50,-5.9262929123709105,-32.78446122738253,-296.3146456185455,0.7943227062910964,False,0.2,40,0
extension_atr,"[0.5, 1.0)",0.5,1.0,113,-25.464355180714396,-33.97842486154377,-2877.4721354207268,0.30094799849329196,False,0.19469026548672566,91,0
extension_atr,"[1.0, 1.5)",1.0,1.5,47,11.472347441105573,-27.829427017723713,539.2003297319619,1.3118588008657341,False,0.40425531914893614,28,0
extension_atr,"[1.5, inf)",1.5,inf,38,-28.08844690748808,-53.303653031194756,-1067.360982484547,0.5038638978603835,False,0.23684210526315788,29,0
extension_atr,missing,,,0,,,0.0,,False,,0,0
cross_count24,"[-inf, 1.0)",-inf,1.0,40,-11.007912733428425,-35.91596757680281,-440.316509337137,0.7501425774473522,False,0.275,29,0
cross_count24,"[1.0, 3.0)",1.0,3.0,107,-15.39736214588973,-33.52564625771047,-1647.5177496102012,0.5986214651357867,False,0.2523364485981308,80,0
cross_count24,"[3.0, 6.0)",3.0,6.0,80,-11.25204976849295,-36.170495847249725,-900.1639814794362,0.672812812979967,False,0.2375,61,0
cross_count24,"[6.0, 12.0)",6.0,12.0,24,-21.38639008996554,-32.23600483760246,-513.273362159173,0.4036164055120192,False,0.20833333333333334,19,0
cross_count24,"[12.0, 24.0)",12.0,24.0,0,,,0.0,,False,,0,0
cross_count24,"[24.0, inf)",24.0,inf,0,,,0.0,,False,,0,0
cross_count24,missing,,,0,,,0.0,,False,,0,0
efficiency24,"[-inf, 0.1)",-inf,0.1,145,-13.887972978758988,-30.387524495789613,-2013.7560819200535,0.5956608856990195,False,0.22758620689655173,112,0
efficiency24,"[0.1, 0.2)",0.1,0.2,75,-17.248920431809974,-37.74434876366193,-1293.669032385748,0.5876467784536215,False,0.28,54,0
efficiency24,"[0.2, 0.4)",0.2,0.4,28,-10.942592239565926,-42.34836712905697,-306.3925827078459,0.7703552166806356,False,0.25,21,0
efficiency24,"[0.4, 0.6)",0.4,0.6,2,-13.46619962859284,-13.46619962859284,-26.93239925718568,0.0,False,0.0,2,0
efficiency24,"[0.6, 0.8)",0.6,0.8,1,139.47849368488588,139.47849368488588,139.47849368488588,inf,True,1.0,0,0
efficiency24,"[0.8, inf)",0.8,inf,0,,,0.0,,False,,0,0
efficiency24,missing,,,0,,,0.0,,False,,0,0
volume_ratio,"[-inf, 0.5)",-inf,0.5,14,-7.489030725999158,-28.850393409162717,-104.84643016398822,0.7139147110599736,False,0.14285714285714285,12,0
volume_ratio,"[0.5, 1.0)",0.5,1.0,63,-18.703204471174605,-36.69484055299208,-1178.3018816840001,0.42683550211416504,False,0.20634920634920634,50,0
volume_ratio,"[1.0, 1.5)",1.0,1.5,51,-19.624532155749392,-37.954182570737444,-1000.8511399432191,0.5028837375973864,False,0.17647058823529413,42,0
volume_ratio,"[1.5, 2.0)",1.5,2.0,38,-14.504055396141121,-35.665659819950605,-551.1541050533626,0.6088164274011469,False,0.3157894736842105,26,0
volume_ratio,"[2.0, 3.0)",2.0,3.0,31,11.805384501176723,-17.24877453036176,365.96691953647843,1.3602519655020748,False,0.45161290322580644,17,0
volume_ratio,"[3.0, inf)",3.0,inf,54,-19.112684542182514,-31.998205235731476,-1032.0849652778559,0.6058330204336038,False,0.2222222222222222,42,0
volume_ratio,missing,,,0,,,0.0,,False,,0,0
ma_slope_atr,"[-inf, -0.1)",-inf,-0.1,9,4.634715354582147,-37.352894778357445,41.712438191239315,1.0737529643879056,False,0.3333333333333333,6,0
ma_slope_atr,"[-0.1, 0.0)",-0.1,0.0,131,-20.693250367527796,-36.85114387480535,-2710.8157981461413,0.4335482726703236,False,0.1984732824427481,105,0
ma_slope_atr,"[0.0, 0.05)",0.0,0.05,78,-8.32076950303199,-32.99922529175268,-649.0200212364953,0.7796209769592997,False,0.32051282051282054,53,0
ma_slope_atr,"[0.05, 0.1)",0.05,0.1,24,13.528693737676218,-29.16425138050736,324.68864970422925,1.5016824182002788,False,0.2916666666666667,17,0
ma_slope_atr,"[0.1, 0.2)",0.1,0.2,9,-56.42631901097544,-34.42166910688103,-507.836871098779,0.05146071970774276,False,0.1111111111111111,8,0
ma_slope_atr,"[0.2, inf)",0.2,inf,0,,,0.0,,False,,0,0
ma_slope_atr,missing,,,0,,,0.0,,False,,0,0
