feature,bin,lower,upper,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
body_ratio,"[-inf, 0.5)",-inf,0.5,5,-24.871347189206343,-26.386224133494434,-124.35673594603172,0.1646239638878447,False,0.2,4,0
body_ratio,"[0.5, 0.65)",0.5,0.65,31,-29.000508725607315,-40.164279571806,-899.0157704938267,0.2613966526005966,False,0.12903225806451613,27,0
body_ratio,"[0.65, 0.8)",0.65,0.8,130,-22.547670720329094,-45.2605884154411,-2931.197193642782,0.5819099306720358,False,0.23076923076923078,100,0
body_ratio,"[0.8, 1.0)",0.8,1.0,85,-2.6786212212459737,-38.841823100319566,-227.68280380590775,0.9449492170099653,False,0.3411764705882353,56,0
body_ratio,"[1.0, inf)",1.0,inf,0,,,0.0,,False,,0,0
body_ratio,missing,,,0,,,0.0,,False,,0,0
range_atr,"[-inf, 0.65)",-inf,0.65,0,,,0.0,,False,,0,0
range_atr,"[0.65, 1.0)",0.65,1.0,52,-21.104404404616446,-34.95982861244194,-1097.4290290400552,0.45235370832862687,False,0.17307692307692307,43,0
range_atr,"[1.0, 1.5)",1.0,1.5,85,-20.69413418707914,-41.85865430337719,-1759.0014059017267,0.5416846752294832,False,0.18823529411764706,69,0
range_atr,"[1.5, 2.0)",1.5,2.0,51,-2.466555855943407,-45.70472717252193,-125.79434865311373,0.9540242763727939,False,0.3333333333333333,34,0
range_atr,"[2.0, 3.0)",2.0,3.0,40,-31.971285783219024,-61.829820870954435,-1278.851431328761,0.5543869467667164,False,0.3,28,0
range_atr,"[3.0, inf)",3.0,inf,23,3.4271178710916446,-26.726998368344894,78.82371103510782,1.0740134777670667,False,0.43478260869565216,13,0
range_atr,missing,,,0,,,0.0,,False,,0,0
risk_pct,"[-inf, 0.002)",-inf,0.002,15,-9.134667571393603,-28.41328468970781,-137.02001357090407,0.6222497502743,False,0.2,12,0
risk_pct,"[0.002, 0.004)",0.002,0.004,36,-18.968707622041237,-40.369925519914126,-682.8734743934845,0.43336412471586894,False,0.1388888888888889,31,0
risk_pct,"[0.004, 0.008)",0.004,0.008,87,-20.747076007929355,-46.13186164465598,-1804.9956126898542,0.5380633478861752,False,0.1724137931034483,72,0
risk_pct,"[0.008, 0.015)",0.008,0.015,65,-12.564027813452661,-64.17549167927359,-816.661807874423,0.784453668402799,False,0.3230769230769231,44,0
risk_pct,"[0.015, 0.03)",0.015,0.03,43,-25.6165027525256,-46.803715916032814,-1101.5096183586008,0.6527781578454196,False,0.3953488372093023,26,0
risk_pct,"[0.03, inf)",0.03,inf,5,72.16160459974354,57.22920668180144,360.80802299871766,5.724351366159277,False,0.6,2,0
risk_pct,missing,,,0,,,0.0,,False,,0,0
fee_to_risk,"[-inf, 0.1)",-inf,0.1,24,-11.715318321457667,-36.95517371354982,-281.16763971498403,0.8382821211748485,False,0.4166666666666667,14,0
fee_to_risk,"[0.1, 0.2)",0.1,0.2,67,-5.955928930675097,-46.803715916032814,-399.0472383552315,0.8988841651508899,False,0.373134328358209,42,0
fee_to_risk,"[0.2, 0.4)",0.2,0.4,81,-25.557914994464394,-57.21662691254291,-2070.191114551616,0.5028301375192704,False,0.19753086419753085,65,0
fee_to_risk,"[0.4, 0.8)",0.4,0.8,56,-19.13531365535581,-41.337629313135096,-1071.5775646999255,0.48389805716464424,False,0.16071428571428573,47,0
fee_to_risk,"[0.8, 1.0)",0.8,1.0,8,-27.906116624485925,-37.13627789324157,-223.2489329958874,0.006910810397578313,False,0.125,7,0
fee_to_risk,"[1.0, inf)",1.0,inf,15,-9.134667571393603,-28.41328468970781,-137.02001357090407,0.6222497502743,False,0.2,12,0
fee_to_risk,missing,,,0,,,0.0,,False,,0,0
extension_atr,"[-inf, 0.0)",-inf,0.0,0,,,0.0,,False,,0,0
extension_atr,"[0.0, 0.25)",0.0,0.25,3,-4.385025852263359,-11.669424174345338,-13.155077556790078,0.6507024714057598,False,0.3333333333333333,2,0
extension_atr,"[0.25, 0.5)",0.25,0.5,50,-21.5907572591722,-40.8474731672631,-1079.53786295861,0.47129729264942694,False,0.14,43,0
extension_atr,"[0.5, 1.0)",0.5,1.0,113,-22.195148516205002,-41.24345539645578,-2508.051782331165,0.5534276826536424,False,0.23893805309734514,86,0
extension_atr,"[1.0, 1.5)",1.0,1.5,47,1.1810204995922753,-32.89579339219582,55.50796348083694,1.0230003290119067,False,0.3404255319148936,31,0
extension_atr,"[1.5, inf)",1.5,inf,38,-16.763572224284744,-47.27892716300862,-637.0157445228202,0.7349888502122418,False,0.34210526315789475,25,0
extension_atr,missing,,,0,,,0.0,,False,,0,0
cross_count24,"[-inf, 1.0)",-inf,1.0,40,-23.82403244687513,-56.742969989351224,-952.9612978750051,0.61683199852608,False,0.25,30,0
cross_count24,"[1.0, 3.0)",1.0,3.0,107,-25.051831866962264,-45.20472113467953,-2680.5460097649625,0.5128418522682519,False,0.24299065420560748,81,0
cross_count24,"[3.0, 6.0)",3.0,6.0,80,1.0926296587283881,-33.528145655755665,87.41037269827105,1.0252129707783963,False,0.2875,57,0
cross_count24,"[6.0, 12.0)",6.0,12.0,24,-26.506482039452155,-38.440945778581685,-636.1555689468518,0.3978558218348474,False,0.20833333333333334,19,0
cross_count24,"[12.0, 24.0)",12.0,24.0,0,,,0.0,,False,,0,0
cross_count24,"[24.0, inf)",24.0,inf,0,,,0.0,,False,,0,0
cross_count24,missing,,,0,,,0.0,,False,,0,0
efficiency24,"[-inf, 0.1)",-inf,0.1,145,-12.807120180509262,-34.2764227642278,-1857.032426173843,0.722439152153469,False,0.25517241379310346,108,0
efficiency24,"[0.1, 0.2)",0.1,0.2,75,-25.481464256480738,-49.26083111686295,-1911.1098192360553,0.5482746880630909,False,0.22666666666666666,58,0
efficiency24,"[0.2, 0.4)",0.2,0.4,28,-20.598085118744233,-47.52474877917521,-576.7463833248385,0.6288334429164647,False,0.2857142857142857,20,0
efficiency24,"[0.4, 0.6)",0.4,0.6,2,52.70345908219345,52.70345908219345,105.4069181643869,3.7936194493759503,False,0.5,1,0
efficiency24,"[0.6, 0.8)",0.6,0.8,1,57.22920668180144,57.22920668180144,57.22920668180144,inf,True,1.0,0,0
efficiency24,"[0.8, inf)",0.8,inf,0,,,0.0,,False,,0,0
efficiency24,missing,,,0,,,0.0,,False,,0,0
volume_ratio,"[-inf, 0.5)",-inf,0.5,14,-7.132250025819727,-28.755503349525128,-99.85150036147618,0.7552846727830682,False,0.14285714285714285,12,0
volume_ratio,"[0.5, 1.0)",0.5,1.0,63,-31.38084446191776,-37.141293706178786,-1976.993201100819,0.2763987155641524,False,0.15873015873015872,53,0
volume_ratio,"[1.0, 1.5)",1.0,1.5,51,-29.26873721263283,-52.57336430772418,-1492.7055978442743,0.4687488479562071,False,0.1568627450980392,43,0
volume_ratio,"[1.5, 2.0)",1.5,2.0,38,-1.9070901069133188,-39.59157299811165,-72.46942406270612,0.9586143802734035,False,0.3157894736842105,26,0
volume_ratio,"[2.0, 3.0)",2.0,3.0,31,22.092238848253704,-13.508563878712447,684.8594042958647,1.5217436059545395,False,0.45161290322580644,17,0
volume_ratio,"[3.0, inf)",3.0,inf,54,-22.686892311391443,-45.72415867042932,-1225.092184815138,0.6498878841218021,False,0.3333333333333333,36,0
volume_ratio,missing,,,0,,,0.0,,False,,0,0
ma_slope_atr,"[-inf, -0.1)",-inf,-0.1,9,-32.67199599839959,-45.20472113467953,-294.0479639855963,0.5808630455198877,False,0.2222222222222222,7,0
