name,symbol,side,conf,entry_i,source_path,entry_time,outcome,net_atr,atr_pct
N_1000000BOBUSDT_361ab43adc81,1000000BOBUSDT,LONG,0.4431803524494171,93569,data/kline_preholdout_binance_um5m/series/binance_um_1000000BOBUSDT_5m_94938.csv,2026-04-26 05:55:00+00:00,sl,-2.505449330706319,0.003956875355251039
N_1000000MOGUSDT_1ee5e4f7a152,1000000MOGUSDT,SHORT,0.312893807888031,135935,data/kline_preholdout_binance_um5m/series/binance_um_1000000MOGUSDT_5m_155370.csv,2026-02-22 12:25:00+00:00,tp,4.214444404068428,0.0025459687517447563
P_1000CHEEMSUSDT_fab4160c71d1,1000CHEEMSUSDT,LONG,0.3521486520767212,147345,data/kline_preholdout_binance_um5m/series/binance_um_1000CHEEMSUSDT_5m_150195.csv,2026-04-21 02:30:00+00:00,sl,-2.3716635558884316,0.005381210958979056
N_1000PEPEUSDT_6e6a76388b1a,1000PEPEUSDT,LONG,0.40087056159973145,287470,data/kline_preholdout_binance_um5m/series/binance_um_1000PEPEUSDT_5m_314298.csv,2026-01-27 20:20:00+00:00,sl,-2.40257039982,0.0049680751513135855
N_1000PEPEUSDT_5a8ee1cf59f3,1000PEPEUSDT,LONG,0.3582022488117218,290828,data/kline_preholdout_binance_um5m/series/binance_um_1000PEPEUSDT_5m_314298.csv,2026-02-08 12:10:00+00:00,sl,-2.467629399061356,0.004276891068043355
P_1000PEPEUSDT_8cf95313c4fd,1000PEPEUSDT,LONG,0.2650648355484009,313420,data/kline_preholdout_binance_um5m/series/binance_um_1000PEPEUSDT_5m_314298.csv,2026-04-27 22:50:00+00:00,tp,4.157865726522852,0.00237491818465255
N_1000PEPEUSDT_1ac8d2132a63,1000PEPEUSDT,SHORT,0.4313414692878723,277097,data/kline_preholdout_binance_um5m/series/binance_um_1000PEPEUSDT_5m_314298.csv,2025-12-22 19:55:00+00:00,sl,-2.462822424478139,0.004321311790920981
N_1000PEPEUSDT_dd5a3b46b8de,1000PEPEUSDT,SHORT,0.26314109563827515,287689,data/kline_preholdout_binance_um5m/series/binance_um_1000PEPEUSDT_5m_314298.csv,2026-01-28 14:35:00+00:00,sl,-2.462073455389361,0.004328316151194355
P_1000PEPEUSDT_c4a12488ad39,1000PEPEUSDT,SHORT,0.2541583776473999,295017,data/kline_preholdout_binance_um5m/series/binance_um_1000PEPEUSDT_5m_314298.csv,2026-02-23 01:15:00+00:00,sl,-2.28097030368625,0.007118189978658199
N_1000RATSUSDT_b5c20ff57fc8,1000RATSUSDT,LONG,0.42244455218315125,230220,data/kline_preholdout_binance_um5m/series/binance_um_1000RATSUSDT_5m_249816.csv,2026-02-21 23:00:00+00:00,sl,-2.407458985663342,0.004908469491092471
