feature,bin,lower,upper,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
body_ratio,"[-inf, 0.5)",-inf,0.5,8,-43.56562186313874,-61.31577494079941,-348.5249749051099,0.222860929176707,False,0.25,6,0
body_ratio,"[0.5, 0.65)",0.5,0.65,26,-34.275936448153644,-47.41192731474551,-891.1743476519947,0.3762441127594508,False,0.15384615384615385,22,0
body_ratio,"[0.65, 0.8)",0.65,0.8,137,-2.133819660600666,-47.68947669069322,-292.33329350229127,0.9631068016870137,False,0.25547445255474455,102,0
body_ratio,"[0.8, 1.0)",0.8,1.0,115,-36.184638132625466,-63.60625574977073,-4161.233385251929,0.4836982055190669,False,0.22608695652173913,89,0
body_ratio,"[1.0, inf)",1.0,inf,0,,,0.0,,False,,0,0
body_ratio,missing,,,0,,,0.0,,False,,0,0
range_atr,"[-inf, 0.65)",-inf,0.65,0,,,0.0,,False,,0,0
range_atr,"[0.65, 1.0)",0.65,1.0,27,3.7718612556961455,-47.68947669069322,101.84025390379593,1.0829354295180849,False,0.1111111111111111,24,0
range_atr,"[1.0, 1.5)",1.0,1.5,128,-34.4838900180937,-61.10353088714269,-4413.937922315994,0.44269695607567683,False,0.1796875,105,0
range_atr,"[1.5, 2.0)",1.5,2.0,51,-36.91894874379495,-55.399117529082424,-1882.8663859335422,0.40834995003720753,False,0.21568627450980393,40,0
range_atr,"[2.0, 3.0)",2.0,3.0,61,16.63322737738665,-50.05829894135781,1014.6268700205857,1.2837887817366482,False,0.36065573770491804,39,0
range_atr,"[3.0, inf)",3.0,inf,19,-26.996253525587893,-43.80578663736755,-512.92881698617,0.7376120880102676,False,0.42105263157894735,11,0
range_atr,missing,,,0,,,0.0,,False,,0,0
risk_pct,"[-inf, 0.002)",-inf,0.002,4,9.782944906170949,-31.99736225799608,39.131779624683794,1.3919436603520872,False,0.25,3,0
risk_pct,"[0.002, 0.004)",0.002,0.004,29,30.095107753544042,-46.212756875013675,872.7581248527773,1.7904602893172226,False,0.13793103448275862,25,0
risk_pct,"[0.004, 0.008)",0.004,0.008,92,-20.61888940810844,-56.068043753566535,-1896.9378255459767,0.5792012408114877,False,0.18478260869565216,75,0
risk_pct,"[0.008, 0.015)",0.008,0.015,95,-41.2803116395281,-73.4695473370217,-3921.6296057551704,0.3777327913233158,False,0.21052631578947367,75,0
risk_pct,"[0.015, 0.03)",0.015,0.03,61,-1.1146195303156967,-46.11186251889497,-67.9917913492575,0.98517272758572,False,0.39344262295081966,37,0
risk_pct,"[0.03, inf)",0.03,inf,5,-143.7193366276761,-215.64697526171295,-718.5966831383805,0.4301400960611038,False,0.2,4,0
risk_pct,missing,,,0,,,0.0,,False,,0,0
fee_to_risk,"[-inf, 0.1)",-inf,0.1,34,-23.50793428275825,-63.3582476840938,-799.2697656137804,0.7844225099128079,False,0.4117647058823529,20,0
fee_to_risk,"[0.1, 0.2)",0.1,0.2,86,-36.22233195458714,-74.66508455031271,-3115.1205480944936,0.49444654347763894,False,0.2441860465116279,65,0
fee_to_risk,"[0.2, 0.4)",0.2,0.4,116,-21.55742135447597,-59.46127443813952,-2500.6608771192127,0.5909835735974268,False,0.19827586206896552,93,0
fee_to_risk,"[0.4, 0.8)",0.4,0.8,42,19.52167984055049,-46.66284091058846,819.9105533031207,1.4998406830509932,False,0.19047619047619047,34,0
fee_to_risk,"[0.8, 1.0)",0.8,1.0,4,-34.3142858529105,-37.74011760145133,-137.257143411642,0.0,False,0.0,4,0
fee_to_risk,"[1.0, inf)",1.0,inf,4,9.782944906170949,-31.99736225799608,39.131779624683794,1.3919436603520872,False,0.25,3,0
fee_to_risk,missing,,,0,,,0.0,,False,,0,0
extension_atr,"[-inf, 0.0)",-inf,0.0,63,-37.44809661143946,-56.60267949932905,-2359.230086520686,0.38934473287920635,False,0.1746031746031746,52,0
extension_atr,"[0.0, 0.25)",0.0,0.25,10,-61.68862582791134,-63.15062721372387,-616.8862582791133,0.11326023453298326,False,0.3,7,0
extension_atr,"[0.25, 0.5)",0.25,0.5,21,-28.391083132924177,-62.06840094597042,-596.2127457914077,0.5325031658581982,False,0.23809523809523808,16,0
extension_atr,"[0.5, 1.0)",0.5,1.0,31,-14.117065082770866,-37.141293706178786,-437.62901756589685,0.7497570155995591,False,0.1935483870967742,25,0
extension_atr,"[1.0, 1.5)",1.0,1.5,35,-21.306053613608032,-56.413176321730134,-745.7118764762812,0.654455124590579,False,0.17142857142857143,29,0
