方向,入场北京时间,退出根北京时间,入场价,初始止损,末次退出价,末次退出原因,整单毛R,整单净R,全仓完整初始SL,是否分批,分批成交明细,边界未自然平仓,末次是否开盘退出
空,2023-11-07 17:45:00+08:00,2023-11-08 02:00:00+08:00,1879.48,1893.31,1893.31,initial_stop,-0.2499999999999959,-0.5217975415762808,False,True,"[{""fraction"": 0.25, ""price"": 1851.82, ""fill_r"": 2.0000000000000164, ""gross_r_contribution"": 0.5000000000000041, ""allocated_cost_r"": 0.06794938539407122, ""reason"": ""partial_take_profit"", ""exit_i"": 64614, ""exit_time"": ""2023-11-07 17:00:00+00:00"", ""exit_at_open"": false}, {""fraction"": 0.75, ""price"": 1893.31, ""fill_r"": -1.0, ""gross_r_contribution"": -0.75, ""allocated_cost_r"": 0.20384815618221366, ""reason"": ""initial_stop"", ""exit_i"": 64618, ""exit_time"": ""2023-11-07 18:00:00+00:00"", ""exit_at_open"": false}]",False,False
空,2023-11-19 19:30:00+08:00,2023-11-19 23:15:00+08:00,1947.41,1961.85,1961.85,initial_stop,-1.0,-1.269724376731301,True,False,"[{""fraction"": 1.0, ""price"": 1961.8500000000001, ""fill_r"": -1.0, ""gross_r_contribution"": -1.0, ""allocated_cost_r"": 0.26972437673130095, ""reason"": ""initial_stop"", ""exit_i"": 65759, ""exit_time"": ""2023-11-19 15:15:00+00:00"", ""exit_at_open"": false}]",False,False
空,2023-11-25 19:00:00+08:00,2023-11-26 04:00:00+08:00,2075.58,2085.01,2085.01,initial_stop,-1.0,-1.4402078472958506,True,False,"[{""fraction"": 1.0, ""price"": 2085.01, ""fill_r"": -1.0, ""gross_r_contribution"": -1.0, ""allocated_cost_r"": 0.44020784729585066, ""reason"": ""initial_stop"", ""exit_i"": 66354, ""exit_time"": ""2023-11-25 20:00:00+00:00"", ""exit_at_open"": false}]",False,False
空,2023-12-10 17:00:00+08:00,2023-12-11 02:15:00+08:00,2344.83,2357.4500000000003,2357.4500000000003,initial_stop,-1.0,-1.371605388272573,True,False,"[{""fraction"": 1.0, ""price"": 2357.4500000000003, ""fill_r"": -1.0, ""gross_r_contribution"": -1.0, ""allocated_cost_r"": 0.371605388272573, ""reason"": ""initial_stop"", ""exit_i"": 67787, ""exit_time"": ""2023-12-10 18:15:00+00:00"", ""exit_at_open"": false}]",False,False
多,2023-12-24 22:30:00+08:00,2023-12-24 22:45:00+08:00,2302.52,2288.98,2288.98,initial_stop,-1.0,-1.340106351550961,True,False,"[{""fraction"": 1.0, ""price"": 2288.98, ""fill_r"": -1.0, ""gross_r_contribution"": -1.0, ""allocated_cost_r"": 0.34010635155096103, ""reason"": ""initial_stop"", ""exit_i"": 69117, ""exit_time"": ""2023-12-24 14:45:00+00:00"", ""exit_at_open"": false}]",False,False
多,2024-01-01 23:45:00+08:00,2024-01-02 19:30:00+08:00,2318.67,2298.82,2389.13,trailing_stop,3.162216624685152,2.9285974811083246,False,True,"[{""fraction"": 0.25, ""price"": 2358.37, ""fill_r"": 2.0, ""gross_r_contribution"": 0.5, ""allocated_cost_r"": 0.058404785894206813, ""reason"": ""partial_take_profit"", ""exit_i"": 69922, ""exit_time"": ""2024-01-02 00:00:00+00:00"", ""exit_at_open"": false}, {""fraction"": 0.75, ""price"": 2389.13, ""fill_r"": 3.5496221662468694, ""gross_r_contribution"": 2.662216624685152, ""allocated_cost_r"": 0.17521435768262045, ""reason"": ""trailing_stop"", ""exit_i"": 69968, ""exit_time"": ""2024-01-02 11:30:00+00:00"", ""exit_at_open"": false}]",False,False
多,2024-01-07 15:15:00+08:00,2024-01-07 16:45:00+08:00,2249.47,2239.56,2239.56,initial_stop,-1.0,-1.4539798183652943,True,False,"[{""fraction"": 1.0, ""price"": 2239.56, ""fill_r"": -1.0, ""gross_r_contribution"": -1.0, ""allocated_cost_r"": 0.4539798183652943, ""reason"": ""initial_stop"", ""exit_i"": 70437, ""exit_time"": ""2024-01-07 08:45:00+00:00"", ""exit_at_open"": false}]",False,False
空,2024-01-07 17:15:00+08:00,2024-01-07 21:30:00+08:00,2236.74,2254.07,2253.02,opposite_v6_next_open,-0.939411425274082,-1.1975464512406084,False,False,"[{""fraction"": 1.0, ""price"": 2253.02, ""fill_r"": -0.9394114252740821, ""gross_r_contribution"": -0.9394114252740821, ""allocated_cost_r"": 0.2581350259665263, ""reason"": ""opposite_v6_next_open"", ""exit_i"": 70456, ""exit_time"": ""2024-01-07 13:30:00+00:00"", ""exit_at_open"": true}]",False,True
多,2024-01-07 21:30:00+08:00,2024-01-07 23:15:00+08:00,2253.02,2234.7200000000003,2234.7200000000003,initial_stop,-1.0,-1.2462316939890747,True,False,"[{""fraction"": 1.0, ""price"": 2234.7200000000003, ""fill_r"": -1.0, ""gross_r_contribution"": -1.0, ""allocated_cost_r"": 0.2462316939890747, ""reason"": ""initial_stop"", ""exit_i"": 70463, ""exit_time"": ""2024-01-07 15:15:00+00:00"", ""exit_at_open"": false}]",False,False
多,2024-01-16 17:00:00+08:00,2024-01-16 22:30:00+08:00,2543.62,2521.4700000000003,2521.4700000000003,initial_stop,-1.0,-1.2296722347629836,True,False,"[{""fraction"": 1.0, ""price"": 2521.4700000000003, ""fill_r"": -1.0, ""gross_r_contribution"": -1.0, ""allocated_cost_r"": 0.22967223476298348, ""reason"": ""initial_stop"", ""exit_i"": 71324, ""exit_time"": ""2024-01-16 14:30:00+00:00"", ""exit_at_open"": false}]",False,False
空,2024-01-29 21:30:00+08:00,2024-01-29 23:45:00+08:00,2248.55,2267.65,2267.65,initial_stop,-1.0,-1.2354502617801058,True,False,"[{""fraction"": 1.0, ""price"": 2267.65, ""fill_r"": -1.0, ""gross_r_contribution"": -1.0, ""allocated_cost_r"": 0.23545026178010584, ""reason"": ""initial_stop"", ""exit_i"": 72577, ""exit_time"": ""2024-01-29 15:45:00+00:00"", ""exit_at_open"": false}]",False,False
空,2024-02-03 20:45:00+08:00,2024-02-04 00:15:00+08:00,2305.4,2312.98,2312.98,initial_stop,-1.0,-1.6082849604221694,True,False,"[{""fraction"": 1.0, ""price"": 2312.98, ""fill_r"": -1.0, ""gross_r_contribution"": -1.0, ""allocated_cost_r"": 0.6082849604221694, ""reason"": ""initial_stop"", ""exit_i"": 73059, ""exit_time"": ""2024-02-03 16:15:00+00:00"", ""exit_at_open"": false}]",False,False
多,2024-02-18 17:15:00+08:00,2024-02-18 20:30:00+08:00,2816.57,2794.43,2794.43,initial_stop,-1.0,-1.2544327009936729,True,False,"[{""fraction"": 1.0, ""price"": 2794.43, ""fill_r"": -1.0, ""gross_r_contribution"": -1.0, ""allocated_cost_r"": 0.2544327009936728, ""reason"": ""initial_stop"", ""exit_i"": 74484, ""exit_time"": ""2024-02-18 12:30:00+00:00"", ""exit_at_open"": false}]",False,False
多,2024-02-24 16:00:00+08:00,2024-02-26 17:15:00+08:00,2963.99,2943.66,3077.1,trailing_stop,4.672774225282858,4.381186424003959,False,True,"[{""fraction"": 0.25, ""price"": 3004.65, ""fill_r"": 2.000000000000022, ""gross_r_contribution"": 0.5000000000000056, ""allocated_cost_r"": 0.0728969503197248, ""reason"": ""partial_take_profit"", ""exit_i"": 75080, ""exit_time"": ""2024-02-24 17:30:00+00:00"", ""exit_at_open"": false}, {""fraction"": 0.75, ""price"": 3077.1, ""fill_r"": 5.563698967043804, ""gross_r_contribution"": 4.172774225282852, ""allocated_cost_r"": 0.2186908509591744, ""reason"": ""trailing_stop"", ""exit_i"": 75239, ""exit_time"": ""2024-02-26 09:15:00+00:00"", ""exit_at_open"": false}]",False,False
空,2024-03-03 15:00:00+08:00,2024-03-03 20:00:00+08:00,3414.01,3432.6800000000003,3432.6800000000003,initial_stop,-0.25,-0.6157214783074437,False,True,"[{""fraction"": 0.25, ""price"": 3376.67, ""fill_r"": 2.0, ""gross_r_contribution"": 0.5, ""allocated_cost_r"": 0.09143036957686093, ""reason"": ""partial_take_profit"", ""exit_i"": 75807, ""exit_time"": ""2024-03-03 07:15:00+00:00"", ""exit_at_open"": false}, {""fraction"": 0.75, ""price"": 3432.6800000000003, ""fill_r"": -1.0, ""gross_r_contribution"": -0.75, ""allocated_cost_r"": 0.2742911087305828, ""reason"": ""initial_stop"", ""exit_i"": 75826, ""exit_time"": ""2024-03-03 12:00:00+00:00"", ""exit_at_open"": false}]",False,False
多,2024-03-03 20:30:00+08:00,2024-03-04 08:45:00+08:00,3443.43,3400.9500000000003,3471.74,trailing_stop,0.9998234463277011,0.8377033898305244,False,True,"[{""fraction"": 0.25, ""price"": 3528.39, ""fill_r"": 2.0000000000000213, ""gross_r_contribution"": 0.5000000000000053, ""allocated_cost_r"": 0.0405300141242942, ""reason"": ""partial_take_profit"", ""exit_i"": 75875, ""exit_time"": ""2024-03-04 00:15:00+00:00"", ""exit_at_open"": false}, {""fraction"": 0.75, ""price"": 3471.7400000000002, ""fill_r"": 0.6664312617702611, ""gross_r_contribution"": 0.4998234463276958, ""allocated_cost_r"": 0.12159004237288261, ""reason"": ""trailing_stop"", ""exit_i"": 75877, ""exit_time"": ""2024-03-04 00:45:00+00:00"", ""exit_at_open"": false}]",False,False
多,2024-03-24 17:00:00+08:00,2024-03-25 01:30:00+08:00,3379.01,3325.34,3344.82,opposite_v6_next_open,-0.6370411775666109,-0.7629591950810508,False,False,"[{""fraction"": 1.0, ""price"": 3344.82, ""fill_r"": -0.6370411775666109, ""gross_r_contribution"": -0.6370411775666109, ""allocated_cost_r"": 0.12591801751443993, ""reason"": ""opposite_v6_next_open"", ""exit_i"": 77864, ""exit_time"": ""2024-03-24 17:30:00+00:00"", ""exit_at_open"": true}]",False,True
空,2024-03-29 16:30:00+08:00,2024-03-31 12:00:00+08:00,3532.53,3577.78,3538.13,opposite_v6_next_open,-0.123756906077346,-0.2798908287292798,False,False,"[{""fraction"": 1.0, ""price"": 3538.13, ""fill_r"": -0.12375690607734606, ""gross_r_contribution"": -0.12375690607734606, ""allocated_cost_r"": 0.1561339226519337, ""reason"": ""opposite_v6_next_open"", ""exit_i"": 78482, ""exit_time"": ""2024-03-31 04:00:00+00:00"", ""exit_at_open"": true}]",False,True
空,2024-04-12 21:30:00+08:00,2024-04-13 12:45:00+08:00,3478.1,3529.26,3255.26,trailing_stop,3.7668588741203783,3.630889366692702,False,True,"[{""fraction"": 0.25, ""price"": 3375.77, ""fill_r"": 2.0001954652071796, ""gross_r_contribution"": 0.5000488663017949, ""allocated_cost_r"": 0.03399237685691926, ""reason"": ""partial_take_profit"", ""exit_i"": 79687, ""exit_time"": ""2024-04-12 17:15:00+00:00"", ""exit_at_open"": false}, {""fraction"": 0.75, ""price"": 3255.26, ""fill_r"": 4.355746677091445, ""gross_r_contribution"": 3.2668100078185835, ""allocated_cost_r"": 0.10197713057075779, ""reason"": ""trailing_stop"", ""exit_i"": 79733, ""exit_time"": ""2024-04-13 04:45:00+00:00"", ""exit_at_open"": false}]",False,False
空,2024-04-18 14:45:00+08:00,2024-04-18 19:00:00+08:00,2960.76,3025.55,3025.55,initial_stop,-1.0,-1.09139558573854,True,False,"[{""fraction"": 1.0, ""price"": 3025.55, ""fill_r"": -1.0, ""gross_r_contribution"": -1.0, ""allocated_cost_r"": 0.09139558573853995, ""reason"": ""initial_stop"", ""exit_i"": 80238, ""exit_time"": ""2024-04-18 11:00:00+00:00"", ""exit_at_open"": false}]",False,False
空,2024-04-23 15:30:00+08:00,2024-04-23 21:30:00+08:00,3166.88,3192.74,3192.74,initial_stop,-1.0,-1.2449249806651186,True,False,"[{""fraction"": 1.0, ""price"": 3192.7400000000002, ""fill_r"": -1.0, ""gross_r_contribution"": -1.0, ""allocated_cost_r"": 0.2449249806651187, ""reason"": ""initial_stop"", ""exit_i"": 80728, ""exit_time"": ""2024-04-23 13:30:00+00:00"", ""exit_at_open"": false}]",False,False
多,2024-04-23 22:00:00+08:00,2024-04-24 22:15:00+08:00,3207.87,3171.51,3233.36,trailing_stop,1.025783828382854,0.8493333333333475,False,True,"[{""fraction"": 0.25, ""price"": 3280.59, ""fill_r"": 2.000000000000025, ""gross_r_contribution"": 0.5000000000000062, ""allocated_cost_r"": 0.04411262376237663, ""reason"": ""partial_take_profit"", ""exit_i"": 80815, ""exit_time"": ""2024-04-24 11:15:00+00:00"", ""exit_at_open"": false}, {""fraction"": 0.75, ""price"": 3233.36, ""fill_r"": 0.7010451045104639, ""gross_r_contribution"": 0.5257838283828479, ""allocated_cost_r"": 0.1323378712871299, ""reason"": ""trailing_stop"", ""exit_i"": 80827, ""exit_time"": ""2024-04-24 14:15:00+00:00"", ""exit_at_open"": false}]",False,False
多,2024-05-03 21:30:00+08:00,2024-05-06 18:30:00+08:00,3045.2,2965.42,3163.51,trailing_stop,1.612214840812244,1.5358749059914865,False,True,"[{""fraction"": 0.25, ""price"": 3204.76, ""fill_r"": 2.0000000000000115, ""gross_r_contribution"": 0.5000000000000029, ""allocated_cost_r"": 0.01908498370518933, ""reason"": ""partial_take_profit"", ""exit_i"": 81955, ""exit_time"": ""2024-05-06 08:15:00+00:00"", ""exit_at_open"": false}, {""fraction"": 0.75, ""price"": 3163.51, ""fill_r"": 1.482953121082988, ""gross_r_contribution"": 1.112214840812241, ""allocated_cost_r"": 0.05725495111556799, ""reason"": ""trailing_stop"", ""exit_i"": 81964, ""exit_time"": ""2024-05-06 10:30:00+00:00"", ""exit_at_open"": false}]",False,False
空,2024-05-19 19:15:00+08:00,2024-05-20 13:00:00+08:00,3094.38,3128.34,3123.86,opposite_v6_next_open,-0.8680800942285037,-1.050316843345111,False,False,"[{""fraction"": 1.0, ""price"": 3123.86, ""fill_r"": -0.8680800942285037, ""gross_r_contribution"": -0.8680800942285037, ""allocated_cost_r"": 0.1822367491166076, ""reason"": ""opposite_v6_next_open"", ""exit_i"": 83286, ""exit_time"": ""2024-05-20 05:00:00+00:00"", ""exit_at_open"": true}]",False,True
多,2024-05-26 15:30:00+08:00,2024-05-28 03:45:00+08:00,3775.28,3750.22,3885.89,trailing_stop,3.810355147645648,3.5090558659217845,False,True,"[{""fraction"": 0.25, ""price"": 3825.4, ""fill_r"": 2.0, ""gross_r_contribution"": 0.5, ""allocated_cost_r"": 0.07532482043096585, ""reason"": ""partial_take_profit"", ""exit_i"": 83886, ""exit_time"": ""2024-05-26 11:00:00+00:00"", ""exit_at_open"": false}, {""fraction"": 0.75, ""price"": 3885.89, ""fill_r"": 4.4138068635275305, ""gross_r_contribution"": 3.310355147645648, ""allocated_cost_r"": 0.22597446129289755, ""reason"": ""trailing_stop"", ""exit_i"": 84017, ""exit_time"": ""2024-05-27 19:45:00+00:00"", ""exit_at_open"": false}]",False,False
多,2024-05-31 18:30:00+08:00,2024-06-01 00:00:00+08:00,3772.52,3728.01,3728.01,initial_stop,-1.0,-1.1695133677825216,True,False,"[{""fraction"": 1.0, ""price"": 3728.01, ""fill_r"": -1.0, ""gross_r_contribution"": -1.0, ""allocated_cost_r"": 0.16951336778252168, ""reason"": ""initial_stop"", ""exit_i"": 84386, ""exit_time"": ""2024-05-31 16:00:00+00:00"", ""exit_at_open"": false}]",False,False
多,2024-06-01 17:00:00+08:00,2024-06-02 17:30:00+08:00,3800.14,3766.7,3781.15,opposite_v6_next_open,-0.5678827751196175,-0.7951638755980891,False,False,"[{""fraction"": 1.0, ""price"": 3781.15, ""fill_r"": -0.5678827751196175, ""gross_r_contribution"": -0.5678827751196175, ""allocated_cost_r"": 0.2272811004784716, ""reason"": ""opposite_v6_next_open"", ""exit_i"": 84552, ""exit_time"": ""2024-06-02 09:30:00+00:00"", ""exit_at_open"": true}]",False,True
多,2024-06-03 14:45:00+08:00,2024-06-03 18:45:00+08:00,3834.47,3808.85,3808.85,initial_stop,-1.0,-1.2993341139734595,True,False,"[{""fraction"": 1.0, ""price"": 3808.85, ""fill_r"": -1.0, ""gross_r_contribution"": -1.0, ""allocated_cost_r"": 0.2993341139734595, ""reason"": ""initial_stop"", ""exit_i"": 84653, ""exit_time"": ""2024-06-03 10:45:00+00:00"", ""exit_at_open"": false}]",False,False
多,2024-06-03 21:00:00+08:00,2024-06-03 22:30:00+08:00,3841.8,3803.11,3803.11,initial_stop,-1.0,-1.198593951925562,True,False,"[{""fraction"": 1.0, ""price"": 3803.11, ""fill_r"": -1.0, ""gross_r_contribution"": -1.0, ""allocated_cost_r"": 0.1985939519255619, ""reason"": ""initial_stop"", ""exit_i"": 84668, ""exit_time"": ""2024-06-03 14:30:00+00:00"", ""exit_at_open"": false}]",False,False
空,2024-06-17 14:45:00+08:00,2024-06-19 04:45:00+08:00,3561.71,3598.36,3449.71,trailing_stop,2.791950886766706,2.5975874488403767,False,True,"[{""fraction"": 0.25, ""price"": 3488.41, ""fill_r"": 2.0, ""gross_r_contribution"": 0.5, ""allocated_cost_r"": 0.04859085948158242, ""reason"": ""partial_take_profit"", ""exit_i"": 86009, ""exit_time"": ""2024-06-17 13:45:00+00:00"", ""exit_at_open"": false}, {""fraction"": 0.75, ""price"": 3449.71, ""fill_r"": 3.055934515688942, ""gross_r_contribution"": 2.291950886766706, ""allocated_cost_r"": 0.14577257844474725, ""reason"": ""trailing_stop"", ""exit_i"": 86133, ""exit_time"": ""2024-06-18 20:45:00+00:00"", ""exit_at_open"": false}]",False,False
空,2024-06-23 19:45:00+08:00,2024-06-23 21:00:00+08:00,3495.02,3504.79,3504.79,initial_stop,-1.0,-1.715459570112591,True,False,"[{""fraction"": 1.0, ""price"": 3504.79, ""fill_r"": -1.0, ""gross_r_contribution"": -1.0, ""allocated_cost_r"": 0.7154595701125909, ""reason"": ""initial_stop"", ""exit_i"": 86582, ""exit_time"": ""2024-06-23 13:00:00+00:00"", ""exit_at_open"": false}]",False,False
空,2024-07-19 16:45:00+08:00,2024-07-19 21:30:00+08:00,3396.79,3427.81,3427.81,initial_stop,-1.0,-1.219006447453256,True,False,"[{""fraction"": 1.0, ""price"": 3427.81, ""fill_r"": -1.0, ""gross_r_contribution"": -1.0, ""allocated_cost_r"": 0.21900644745325606, ""reason"": ""initial_stop"", ""exit_i"": 89080, ""exit_time"": ""2024-07-19 13:30:00+00:00"", ""exit_at_open"": false}]",False,False
多,2024-07-21 22:45:00+08:00,2024-07-22 01:45:00+08:00,3515.62,3479.37,3479.37,initial_stop,-1.0,-1.1939652413793105,True,False,"[{""fraction"": 1.0, ""price"": 3479.37, ""fill_r"": -1.0, ""gross_r_contribution"": -1.0, ""allocated_cost_r"": 0.19396524137931034, ""reason"": ""initial_stop"", ""exit_i"": 89289, ""exit_time"": ""2024-07-21 17:45:00+00:00"", ""exit_at_open"": false}]",False,False
空,2024-07-22 15:15:00+08:00,2024-07-22 20:15:00+08:00,3472.99,3504.6800000000003,3504.6800000000003,initial_stop,-1.0,-1.2191852319343606,True,False,"[{""fraction"": 1.0, ""price"": 3504.6800000000003, ""fill_r"": -1.0, ""gross_r_contribution"": -1.0, ""allocated_cost_r"": 0.2191852319343606, ""reason"": ""initial_stop"", ""exit_i"": 89363, ""exit_time"": ""2024-07-22 12:15:00+00:00"", ""exit_at_open"": false}]",False,False
多,2024-07-28 19:45:00+08:00,2024-07-29 21:45:00+08:00,3264.73,3245.39,3351.53,trailing_stop,3.8660806618407206,3.5284663908996685,False,True,"[{""fraction"": 0.25, ""price"": 3303.41, ""fill_r"": 1.9999999999999765, ""gross_r_contribution"": 0.4999999999999941, ""allocated_cost_r"": 0.08440356773526307, ""reason"": ""partial_take_profit"", ""exit_i"": 89987, ""exit_time"": ""2024-07-29 00:15:00+00:00"", ""exit_at_open"": false}, {""fraction"": 0.75, ""price"": 3351.53, ""fill_r"": 4.4881075491209685, ""gross_r_contribution"": 3.3660806618407264, ""allocated_cost_r"": 0.2532107032057892, ""reason"": ""trailing_stop"", ""exit_i"": 90041, ""exit_time"": ""2024-07-29 13:45:00+00:00"", ""exit_at_open"": false}]",False,False
空,2024-08-11 21:30:00+08:00,2024-08-12 16:15:00+08:00,2626.58,2656.6,2597.31,trailing_stop,1.2312624916722186,1.05627381745503,False,True,"[{""fraction"": 0.25, ""price"": 2566.54, ""fill_r"": 2.0, ""gross_r_contribution"": 0.5, ""allocated_cost_r"": 0.04374716855429716, ""reason"": ""partial_take_profit"", ""exit_i"": 91314, ""exit_time"": ""2024-08-11 20:00:00+00:00"", ""exit_at_open"": false}, {""fraction"": 0.75, ""price"": 2597.31, ""fill_r"": 0.975016655562958, ""gross_r_contribution"": 0.7312624916722186, ""allocated_cost_r"": 0.13124150566289147, ""reason"": ""trailing_stop"", ""exit_i"": 91363, ""exit_time"": ""2024-08-12 08:15:00+00:00"", ""exit_at_open"": false}]",False,False
多,2024-08-18 20:45:00+08:00,2024-08-19 05:45:00+08:00,2670.58,2640.17,2640.17,initial_stop,-1.0,-1.1756382768826052,True,False,"[{""fraction"": 1.0, ""price"": 2640.17, ""fill_r"": -1.0, ""gross_r_contribution"": -1.0, ""allocated_cost_r"": 0.17563827688260525, ""reason"": ""initial_stop"", ""exit_i"": 91993, ""exit_time"": ""2024-08-18 21:45:00+00:00"", ""exit_at_open"": false}]",False,False
多,2024-09-13 19:30:00+08:00,2024-09-13 19:45:00+08:00,2366.8,2352.26,2352.26,initial_stop,-1.0,-1.3255570839064656,True,False,"[{""fraction"": 1.0, ""price"": 2352.26, ""fill_r"": -1.0, ""gross_r_contribution"": -1.0, ""allocated_cost_r"": 0.32555708390646576, ""reason"": ""initial_stop"", ""exit_i"": 94449, ""exit_time"": ""2024-09-13 11:45:00+00:00"", ""exit_at_open"": false}]",False,False
空,2024-09-22 22:45:00+08:00,2024-09-23 01:00:00+08:00,2561.6,2583.15,2583.15,initial_stop,-1.0,-1.2377354988399052,True,False,"[{""fraction"": 1.0, ""price"": 2583.15, ""fill_r"": -1.0, ""gross_r_contribution"": -1.0, ""allocated_cost_r"": 0.23773549883990516, ""reason"": ""initial_stop"", ""exit_i"": 95334, ""exit_time"": ""2024-09-22 17:00:00+00:00"", ""exit_at_open"": false}]",False,False
