feature,bin,lower,upper,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
body_ratio,"[-inf, 0.5)",-inf,0.5,5,-22.651013527879442,-22.724014336916714,-113.25506763939721,0.07217591523614542,False,0.2,4,0
body_ratio,"[0.5, 0.65)",0.5,0.65,31,-19.747898937567268,-37.21758448902655,-612.1848670645853,0.4248049489375456,False,0.22580645161290322,24,0
body_ratio,"[0.65, 0.8)",0.65,0.8,130,-17.529598845948886,-31.72038496023653,-2278.847849973355,0.5488161136653763,False,0.23076923076923078,100,0
body_ratio,"[0.8, 1.0)",0.8,1.0,85,-6.902080158059438,-37.72056466244676,-586.6768134350523,0.8238886671437036,False,0.2823529411764706,61,0
body_ratio,"[1.0, inf)",1.0,inf,0,,,0.0,,False,,0,0
body_ratio,missing,,,0,,,0.0,,False,,0,0
range_atr,"[-inf, 0.65)",-inf,0.65,0,,,0.0,,False,,0,0
range_atr,"[0.65, 1.0)",0.65,1.0,52,-7.414454687151497,-31.953353754629582,-385.55164373187785,0.7564512333860062,False,0.21153846153846154,41,0
range_atr,"[1.0, 1.5)",1.0,1.5,85,-21.002608726089694,-34.05593907906844,-1785.2217417176241,0.3697713408468353,False,0.18823529411764706,69,0
range_atr,"[1.5, 2.0)",1.5,2.0,51,-5.235756997156813,-30.255674687129623,-267.02360685499747,0.8675892472346406,False,0.37254901960784315,32,0
range_atr,"[2.0, 3.0)",2.0,3.0,40,-15.667143837487254,-47.39009195359243,-626.6857534994901,0.7008425645919298,False,0.275,29,0
range_atr,"[3.0, inf)",3.0,inf,23,-22.890515317756524,-30.54398925453448,-526.4818523084001,0.4943967032749737,False,0.21739130434782608,18,0
range_atr,missing,,,0,,,0.0,,False,,0,0
risk_pct,"[-inf, 0.002)",-inf,0.002,15,-5.876136450678806,-22.686024408384835,-88.1420467601821,0.7053482390771821,False,0.26666666666666666,11,0
risk_pct,"[0.002, 0.004)",0.002,0.004,36,-15.615577400239916,-32.99922529175268,-562.160786408637,0.4225359721781297,False,0.19444444444444445,29,0
risk_pct,"[0.004, 0.008)",0.004,0.008,87,-20.02492377730062,-38.5967854917446,-1742.1683686251542,0.4343129749121114,False,0.14942528735632185,74,0
risk_pct,"[0.008, 0.015)",0.008,0.015,65,-10.591194903357154,-37.21758448902655,-688.427668718215,0.7403400035032955,False,0.3384615384615385,43,0
risk_pct,"[0.015, 0.03)",0.015,0.03,43,-20.27292965122102,-43.429550373534894,-871.7359750025039,0.649916136031165,False,0.3023255813953488,30,0
risk_pct,"[0.03, inf)",0.03,inf,5,72.33404948046052,20.894336371884997,361.6702474023026,5.838118929974203,False,0.6,2,0
risk_pct,missing,,,0,,,0.0,,False,,0,0
fee_to_risk,"[-inf, 0.1)",-inf,0.1,24,-20.051746564902253,-39.493030350841714,-481.24191755765406,0.6627099063914847,False,0.2916666666666667,17,0
fee_to_risk,"[0.1, 0.2)",0.1,0.2,67,-7.904757462106993,-38.21853650152416,-529.6187499611685,0.8336404099926084,False,0.3283582089552239,45,0
fee_to_risk,"[0.2, 0.4)",0.2,0.4,81,-20.713967415590773,-38.26939851518716,-1677.8313606628526,0.4139417171480558,False,0.2222222222222222,63,0
fee_to_risk,"[0.4, 0.8)",0.4,0.8,56,-11.57490033832351,-33.5760286040193,-648.1944189461166,0.5976012718323856,False,0.16071428571428573,47,0
fee_to_risk,"[0.8, 1.0)",0.8,1.0,8,-20.742013028051936,-28.12483029731359,-165.9361042244155,0.10417859764822174,False,0.25,6,0
fee_to_risk,"[1.0, inf)",1.0,inf,15,-5.876136450678806,-22.686024408384835,-88.1420467601821,0.7053482390771821,False,0.26666666666666666,11,0
fee_to_risk,missing,,,0,,,0.0,,False,,0,0
extension_atr,"[-inf, 0.0)",-inf,0.0,0,,,0.0,,False,,0,0
extension_atr,"[0.0, 0.25)",0.0,0.25,3,70.78564340282313,8.810170264210733,212.35693020846938,8.116717246541631,False,0.6666666666666666,1,0
extension_atr,"[0.25, 0.5)",0.25,0.5,50,-6.341316032888221,-32.78446122738253,-317.06580164441107,0.7830439383899392,False,0.2,40,0
extension_atr,"[0.5, 1.0)",0.5,1.0,113,-26.267054625491422,-33.97842486154377,-2968.1771726805305,0.2944593373703015,False,0.19469026548672566,91,0
