feature,bin,lower,upper,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
body_ratio,"[-inf, 0.5)",-inf,0.5,4,-26.2734410250051,-25.798533630517746,-105.0937641000204,0.0,False,0.0,4,0
body_ratio,"[0.5, 0.65)",0.5,0.65,10,2.3460843672568203,-21.397375042500038,23.460843672568206,1.1003149391918559,False,0.2,8,0
body_ratio,"[0.65, 0.8)",0.65,0.8,29,-28.141760612601423,-27.458430219804413,-816.1110577654413,0.048888915238693195,False,0.06896551724137931,27,0
body_ratio,"[0.8, 1.0)",0.8,1.0,12,-30.23898990413849,-23.518337269933227,-362.86787884966185,0.0,False,0.0,12,0
body_ratio,"[1.0, inf)",1.0,inf,0,,,0.0,,False,,0,0
body_ratio,missing,,,0,,,0.0,,False,,0,0
range_atr,"[-inf, 0.65)",-inf,0.65,0,,,0.0,,False,,0,0
range_atr,"[0.65, 1.0)",0.65,1.0,17,-11.454533531373139,-23.46448327231963,-194.72707003334338,0.5337525880589873,False,0.058823529411764705,16,0
range_atr,"[1.0, 1.5)",1.0,1.5,16,-26.050936814946464,-28.696834017987154,-416.8149890391434,0.07490669650010184,False,0.0625,15,0
range_atr,"[1.5, 2.0)",1.5,2.0,13,-26.946285599217514,-21.506454578463767,-350.30171278982766,0.0,False,0.0,13,0
range_atr,"[2.0, 3.0)",2.0,3.0,5,-35.86424925736774,-45.58487197078519,-179.3212462868387,0.043724786077743855,False,0.2,4,0
range_atr,"[3.0, inf)",3.0,inf,4,-29.861709723350543,-44.912654510658164,-119.44683889340217,0.22366100939810107,False,0.25,3,0
range_atr,missing,,,0,,,0.0,,False,,0,0
risk_pct,"[-inf, 0.002)",-inf,0.002,9,-23.98440075582072,-23.57219126754682,-215.85960680238645,0.0,False,0.0,9,0
risk_pct,"[0.002, 0.004)",0.002,0.004,17,-4.851387278105743,-21.265060145703156,-82.47358372779763,0.7568186662594276,False,0.11764705882352941,15,0
risk_pct,"[0.004, 0.008)",0.004,0.008,15,-29.74059021230601,-34.1796006684225,-446.10885318459015,0.018047872574069552,False,0.06666666666666667,14,0
risk_pct,"[0.008, 0.015)",0.008,0.015,12,-38.458297443354944,-38.197850997068166,-461.49956932025935,0.0,False,0.0,12,0
risk_pct,"[0.015, 0.03)",0.015,0.03,2,-27.335122003760965,-27.335122003760965,-54.67024400752193,0.38629669508623765,False,0.5,1,0
risk_pct,"[0.03, inf)",0.03,inf,0,,,0.0,,False,,0,0
risk_pct,missing,,,0,,,0.0,,False,,0,0
fee_to_risk,"[-inf, 0.1)",-inf,0.1,0,,,0.0,,False,,0,0
fee_to_risk,"[0.1, 0.2)",0.1,0.2,7,-40.7833769891749,-43.08818285580272,-285.4836389242243,0.10757338457244117,False,0.14285714285714285,6,0
fee_to_risk,"[0.2, 0.4)",0.2,0.4,15,-27.47223937239791,-29.935237816169895,-412.08359058596864,0.019508992272003808,False,0.06666666666666667,14,0
fee_to_risk,"[0.4, 0.8)",0.4,0.8,21,-12.142751026736832,-21.775403711364866,-254.99777156147346,0.5016348757736149,False,0.09523809523809523,19,0
fee_to_risk,"[0.8, 1.0)",0.8,1.0,3,-30.729083056167564,-27.39199832535231,-92.18724916850269,0.0,False,0.0,3,0
fee_to_risk,"[1.0, inf)",1.0,inf,9,-23.98440075582072,-23.57219126754682,-215.85960680238645,0.0,False,0.0,9,0
fee_to_risk,missing,,,0,,,0.0,,False,,0,0
extension_atr,"[-inf, 0.0)",-inf,0.0,0,,,0.0,,False,,0,0
extension_atr,"[0.0, 0.25)",0.0,0.25,2,108.74167805046187,108.74167805046187,217.48335610092374,41.00000986054235,False,0.5,1,0
extension_atr,"[0.25, 0.5)",0.25,0.5,13,-30.278207729371548,-30.745793917164015,-393.61670048183015,0.0,False,0.0,13,0
extension_atr,"[0.5, 1.0)",0.5,1.0,25,-26.808738009685957,-27.449073169762954,-670.218450242149,0.04794297903108095,False,0.04,24,0
extension_atr,"[1.0, 1.5)",1.0,1.5,12,-29.647290629581185,-25.323224178777064,-355.7674875549742,0.022527593061238308,False,0.08333333333333333,11,0
extension_atr,"[1.5, inf)",1.5,inf,3,-19.49752495484197,-28.87104499244007,-58.49257486452592,0.37040351425893697,False,0.3333333333333333,2,0
extension_atr,missing,,,0,,,0.0,,False,,0,0
