feature,bin,lower,upper,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
body_ratio,"[-inf, 0.5)",-inf,0.5,5,-24.063199907808013,-29.784946236559566,-120.31599953904006,0.06822916127408384,False,0.2,4,0
body_ratio,"[0.5, 0.65)",0.5,0.65,31,-18.456211883465446,-32.4728043257949,-572.1425683874288,0.44141212580374894,False,0.22580645161290322,24,0
body_ratio,"[0.65, 0.8)",0.65,0.8,130,-17.381666903840102,-30.988946218999374,-2259.6166974992134,0.5509137353419478,False,0.23076923076923078,100,0
body_ratio,"[0.8, 1.0)",0.8,1.0,85,-6.673946720231462,-37.35990126072284,-567.2854712196743,0.8287125881354583,False,0.2823529411764706,61,0
body_ratio,"[1.0, inf)",1.0,inf,0,,,0.0,,False,,0,0
body_ratio,missing,,,0,,,0.0,,False,,0,0
range_atr,"[-inf, 0.65)",-inf,0.65,0,,,0.0,,False,,0,0
range_atr,"[0.65, 1.0)",0.65,1.0,52,-6.7801976337377745,-30.636536201593106,-352.57027695436426,0.772546442432474,False,0.21153846153846154,41,0
range_atr,"[1.0, 1.5)",1.0,1.5,85,-20.54822643562476,-33.97842486154377,-1746.5992470281044,0.3748827632926927,False,0.18823529411764706,69,0
range_atr,"[1.5, 2.0)",1.5,2.0,51,-5.235756997156813,-30.255674687129623,-267.02360685499747,0.8675892472346406,False,0.37254901960784315,32,0
range_atr,"[2.0, 3.0)",2.0,3.0,40,-15.667143837487254,-47.39009195359243,-626.6857534994901,0.7008425645919298,False,0.275,29,0
range_atr,"[3.0, inf)",3.0,inf,23,-22.890515317756524,-30.54398925453448,-526.4818523084001,0.4943967032749737,False,0.21739130434782608,18,0
range_atr,missing,,,0,,,0.0,,False,,0,0
risk_pct,"[-inf, 0.002)",-inf,0.002,15,-5.876136450678806,-22.686024408384835,-88.1420467601821,0.7053482390771821,False,0.26666666666666666,11,0
risk_pct,"[0.002, 0.004)",0.002,0.004,36,-15.811714397452217,-32.99922529175268,-569.2217183082798,0.41949332590228045,False,0.19444444444444445,29,0
risk_pct,"[0.004, 0.008)",0.004,0.008,87,-19.343619741078808,-38.26939851518716,-1682.8949174738561,0.4428359091595287,False,0.14942528735632185,74,0
risk_pct,"[0.008, 0.015)",0.008,0.015,65,-10.292866561582107,-33.61339865208144,-669.036326502837,0.745794741784316,False,0.3384615384615385,43,0
risk_pct,"[0.015, 0.03)",0.015,0.03,43,-20.27292965122102,-43.429550373534894,-871.7359750025039,0.649916136031165,False,0.3023255813953488,30,0
risk_pct,"[0.03, inf)",0.03,inf,5,72.33404948046052,20.894336371884997,361.6702474023026,5.838118929974203,False,0.6,2,0
risk_pct,missing,,,0,,,0.0,,False,,0,0
fee_to_risk,"[-inf, 0.1)",-inf,0.1,24,-20.051746564902253,-39.493030350841714,-481.24191755765406,0.6627099063914847,False,0.2916666666666667,17,0
fee_to_risk,"[0.1, 0.2)",0.1,0.2,67,-7.904757462106993,-38.21853650152416,-529.6187499611685,0.8336404099926084,False,0.3283582089552239,45,0
fee_to_risk,"[0.2, 0.4)",0.2,0.4,81,-20.23714649349794,-37.98568122705735,-1639.2088659733329,0.4196024259331031,False,0.2222222222222222,63,0
fee_to_risk,"[0.4, 0.8)",0.4,0.8,56,-10.859859290517145,-32.78446122738253,-608.1521202689601,0.6128352759598394,False,0.16071428571428573,47,0
fee_to_risk,"[0.8, 1.0)",0.8,1.0,8,-21.62462951550729,-31.655296247135016,-172.99703612405833,0.1003532237040346,False,0.25,6,0
fee_to_risk,"[1.0, inf)",1.0,inf,15,-5.876136450678806,-22.686024408384835,-88.1420467601821,0.7053482390771821,False,0.26666666666666666,11,0
fee_to_risk,missing,,,0,,,0.0,,False,,0,0
