feature,bin,lower,upper,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
body_ratio,"[-inf, 0.5)",-inf,0.5,5,-24.063199907808013,-29.784946236559566,-120.31599953904006,0.06822916127408384,False,0.2,4,0
body_ratio,"[0.5, 0.65)",0.5,0.65,30,-17.50688251106338,-31.109767192442057,-525.2064753319015,0.4626108637464075,False,0.23333333333333334,23,0
body_ratio,"[0.65, 0.8)",0.65,0.8,128,-17.287756729921743,-30.988946218999374,-2212.832861429983,0.5560842217263741,False,0.234375,98,0
body_ratio,"[0.8, 1.0)",0.8,1.0,85,-6.673946720231462,-37.35990126072284,-567.2854712196743,0.8287125881354583,False,0.2823529411764706,61,0
body_ratio,"[1.0, inf)",1.0,inf,0,,,0.0,,False,,0,0
body_ratio,missing,,,0,,,0.0,,False,,0,0
range_atr,"[-inf, 0.65)",-inf,0.65,0,,,0.0,,False,,0,0
range_atr,"[0.65, 1.0)",0.65,1.0,51,-6.145661123684254,-29.839169219721946,-313.42871730789693,0.7925596699676148,False,0.21568627450980393,40,0
range_atr,"[1.0, 1.5)",1.0,1.5,83,-20.385793705419438,-33.97842486154377,-1692.0208775498136,0.38235157737257763,False,0.1927710843373494,67,0
range_atr,"[1.5, 2.0)",1.5,2.0,51,-5.235756997156813,-30.255674687129623,-267.02360685499747,0.8675892472346406,False,0.37254901960784315,32,0
range_atr,"[2.0, 3.0)",2.0,3.0,40,-15.667143837487254,-47.39009195359243,-626.6857534994901,0.7008425645919298,False,0.275,29,0
range_atr,"[3.0, inf)",3.0,inf,23,-22.890515317756524,-30.54398925453448,-526.4818523084001,0.4943967032749737,False,0.21739130434782608,18,0
range_atr,missing,,,0,,,0.0,,False,,0,0
risk_pct,"[-inf, 0.002)",-inf,0.002,15,-5.876136450678806,-22.686024408384835,-88.1420467601821,0.7053482390771821,False,0.26666666666666666,11,0
risk_pct,"[0.002, 0.004)",0.002,0.004,36,-15.811714397452217,-32.99922529175268,-569.2217183082798,0.41949332590228045,False,0.19444444444444445,29,0
risk_pct,"[0.004, 0.008)",0.004,0.008,84,-18.918749861298785,-38.12753987112226,-1589.174988349098,0.45701635256758594,False,0.15476190476190477,71,0
risk_pct,"[0.008, 0.015)",0.008,0.015,65,-10.292866561582107,-33.61339865208144,-669.036326502837,0.745794741784316,False,0.3384615384615385,43,0
risk_pct,"[0.015, 0.03)",0.015,0.03,43,-20.27292965122102,-43.429550373534894,-871.7359750025039,0.649916136031165,False,0.3023255813953488,30,0
risk_pct,"[0.03, inf)",0.03,inf,5,72.33404948046052,20.894336371884997,361.6702474023026,5.838118929974203,False,0.6,2,0
risk_pct,missing,,,0,,,0.0,,False,,0,0
fee_to_risk,"[-inf, 0.1)",-inf,0.1,24,-20.051746564902253,-39.493030350841714,-481.24191755765406,0.6627099063914847,False,0.2916666666666667,17,0
fee_to_risk,"[0.1, 0.2)",0.1,0.2,67,-7.904757462106993,-38.21853650152416,-529.6187499611685,0.8336404099926084,False,0.3283582089552239,45,0
fee_to_risk,"[0.2, 0.4)",0.2,0.4,80,-19.90340966147257,-37.92951922762687,-1592.2727729178055,0.42669353712390184,False,0.225,62,0
fee_to_risk,"[0.4, 0.8)",0.4,0.8,54,-10.395708966661658,-32.78446122738253,-561.3682841997296,0.6316481261156615,False,0.16666666666666666,45,0
fee_to_risk,"[0.8, 1.0)",0.8,1.0,8,-21.62462951550729,-31.655296247135016,-172.99703612405833,0.1003532237040346,False,0.25,6,0
fee_to_risk,"[1.0, inf)",1.0,inf,15,-5.876136450678806,-22.686024408384835,-88.1420467601821,0.7053482390771821,False,0.26666666666666666,11,0
fee_to_risk,missing,,,0,,,0.0,,False,,0,0
extension_atr,"[-inf, 0.0)",-inf,0.0,0,,,0.0,,False,,0,0
extension_atr,"[0.0, 0.25)",0.0,0.25,3,70.78564340282313,8.810170264210733,212.35693020846938,8.116717246541631,False,0.6666666666666666,1,0
extension_atr,"[0.25, 0.5)",0.25,0.5,49,-4.998834188172045,-29.784946236559566,-244.94287522043015,0.8236940414457102,False,0.20408163265306123,39,0
extension_atr,"[0.5, 1.0)",0.5,1.0,111,-26.075384240793674,-33.97842486154377,-2894.367650728098,0.29971777984550857,False,0.1981981981981982,89,0
extension_atr,"[1.0, 1.5)",1.0,1.5,47,11.940192985365123,-22.611588120481347,561.1890703121608,1.3287575262542108,False,0.40425531914893614,28,0
extension_atr,"[1.5, inf)",1.5,inf,38,-27.891481107702646,-53.303653031194756,-1059.8762820927004,0.5056229987480292,False,0.23684210526315788,29,0
extension_atr,missing,,,0,,,0.0,,False,,0,0
cross_count24,"[-inf, 1.0)",-inf,1.0,40,-9.179989175114354,-32.55149243298948,-367.1995670045742,0.7826133451676563,False,0.275,29,0
cross_count24,"[1.0, 3.0)",1.0,3.0,107,-15.373920780193734,-33.200155295944874,-1645.0095234807293,0.5989874882230517,False,0.2523364485981308,80,0
cross_count24,"[3.0, 6.0)",3.0,6.0,78,-12.439975788977502,-35.073362399359304,-970.3181115402451,0.6560831653271003,False,0.24358974358974358,59,0
