feature,bin,lower,upper,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
body_ratio,"[-inf, 0.5)",-inf,0.5,2,-26.047850605981342,-26.047850605981342,-52.095701211962684,0.0,False,0.0,2,0
body_ratio,"[0.5, 0.65)",0.5,0.65,17,-24.800467275996294,-37.47260580541532,-421.60794369193707,0.36580483096917843,False,0.17647058823529413,14,0
body_ratio,"[0.65, 0.8)",0.65,0.8,50,-15.143474074017874,-33.3547583905258,-757.1737037008937,0.6461420343021645,False,0.24,38,0
body_ratio,"[0.8, 1.0)",0.8,1.0,36,-14.106056023596514,-35.92589104487008,-507.8180168494745,0.6676604293063498,False,0.2777777777777778,26,0
body_ratio,"[1.0, inf)",1.0,inf,0,,,0.0,,False,,0,0
body_ratio,missing,,,0,,,0.0,,False,,0,0
range_atr,"[-inf, 0.65)",-inf,0.65,0,,,0.0,,False,,0,0
range_atr,"[0.65, 1.0)",0.65,1.0,22,-3.025838536952573,-32.78446122738253,-66.5684478129566,0.9080096525575765,False,0.18181818181818182,18,0
range_atr,"[1.0, 1.5)",1.0,1.5,41,-33.88463325592905,-37.47260580541532,-1389.2699634930912,0.16323807391596126,False,0.12195121951219512,36,0
range_atr,"[1.5, 2.0)",1.5,2.0,21,21.366643082052658,3.9434388244141867,448.69950472310586,1.8537735167818894,False,0.5238095238095238,10,0
range_atr,"[2.0, 3.0)",2.0,3.0,18,-22.99472237803239,-63.748134543548645,-413.905002804583,0.6424225631051188,False,0.2777777777777778,13,0
range_atr,"[3.0, inf)",3.0,inf,3,-105.88381868891439,-148.13107096285358,-317.65145606674315,0.0,False,0.0,3,0
range_atr,missing,,,0,,,0.0,,False,,0,0
risk_pct,"[-inf, 0.002)",-inf,0.002,5,-28.586792295989913,-29.048197872136843,-142.93396147994955,0.0,False,0.0,5,0
risk_pct,"[0.002, 0.004)",0.002,0.004,18,-8.46966170259982,-32.99922529175268,-152.45391064679674,0.6995484299574273,False,0.2222222222222222,14,0
risk_pct,"[0.004, 0.008)",0.004,0.008,37,-26.564998375439064,-40.249387189598124,-982.9049398912454,0.32873216232303937,False,0.10810810810810811,33,0
risk_pct,"[0.008, 0.015)",0.008,0.015,24,-7.338127135313946,-22.58108320267514,-176.11505124753472,0.7913185573769317,False,0.4166666666666667,14,0
risk_pct,"[0.015, 0.03)",0.015,0.03,20,-13.677543338471756,-65.40918039537989,-273.55086676943506,0.8067303489760481,False,0.35,13,0
risk_pct,"[0.03, inf)",0.03,inf,1,-10.736635419306122,-10.736635419306122,-10.736635419306122,0.0,False,0.0,1,0
risk_pct,missing,,,0,,,0.0,,False,,0,0
fee_to_risk,"[-inf, 0.1)",-inf,0.1,11,-44.043840136507804,-115.72271386430576,-484.48224150158586,0.49977850478410973,False,0.18181818181818182,9,0
fee_to_risk,"[0.1, 0.2)",0.1,0.2,24,8.373198509079272,-26.935787936184767,200.95676421790253,1.1880279286021564,False,0.4583333333333333,13,0
fee_to_risk,"[0.2, 0.4)",0.2,0.4,37,-27.422947381847983,-37.98568122705735,-1014.6490531283753,0.2652005503472475,False,0.1891891891891892,30,0
fee_to_risk,"[0.4, 0.8)",0.4,0.8,25,-7.4230012416157285,-32.4728043257949,-185.5750310403932,0.739203956033432,False,0.2,20,0
fee_to_risk,"[0.8, 1.0)",0.8,1.0,3,-37.3372808406221,-37.91062479613359,-112.0118425218663,0.0,False,0.0,3,0
fee_to_risk,"[1.0, inf)",1.0,inf,5,-28.586792295989913,-29.048197872136843,-142.93396147994955,0.0,False,0.0,5,0
fee_to_risk,missing,,,0,,,0.0,,False,,0,0
extension_atr,"[-inf, 0.0)",-inf,0.0,0,,,0.0,,False,,0,0
extension_atr,"[0.0, 0.25)",0.0,0.25,1,233.3859291639806,233.3859291639806,233.3859291639806,inf,True,1.0,0,0
extension_atr,"[0.25, 0.5)",0.25,0.5,20,-6.519702985134364,-32.78446122738253,-130.3940597026873,0.7659914228830276,False,0.15,17,0
extension_atr,"[0.5, 1.0)",0.5,1.0,53,-32.383097309392944,-37.47260580541532,-1716.304157397826,0.20658657141624204,False,0.16981132075471697,44,0
extension_atr,"[1.0, 1.5)",1.0,1.5,17,33.99041957233278,12.65662479256859,577.8371327296574,1.9190866380962561,False,0.5294117647058824,8,0
extension_atr,"[1.5, inf)",1.5,inf,14,-50.230015017670915,-73.85211026288972,-703.2202102473927,0.3209192317062849,False,0.21428571428571427,11,0
extension_atr,missing,,,0,,,0.0,,False,,0,0
cross_count24,"[-inf, 1.0)",-inf,1.0,11,13.780579175438234,-19.49014574799122,151.5863709298206,1.5330037645830985,False,0.36363636363636365,7,0
cross_count24,"[1.0, 3.0)",1.0,3.0,46,-21.77854690848156,-35.94713745614818,-1001.8131577901518,0.532981944399901,False,0.2391304347826087,35,0
cross_count24,"[3.0, 6.0)",3.0,6.0,36,-18.28706137592523,-38.23507135997049,-658.3342095333084,0.5724705054784806,False,0.19444444444444445,29,0
cross_count24,"[6.0, 12.0)",6.0,12.0,12,-19.177864088385675,-29.094463109783348,-230.13436906062813,0.4458336918993334,False,0.25,9,0
cross_count24,"[12.0, 24.0)",12.0,24.0,0,,,0.0,,False,,0,0
cross_count24,"[24.0, inf)",24.0,inf,0,,,0.0,,False,,0,0
cross_count24,missing,,,0,,,0.0,,False,,0,0
efficiency24,"[-inf, 0.1)",-inf,0.1,66,-19.21148504869551,-33.75203555962712,-1267.9580132139038,0.5069732064864939,False,0.22727272727272727,51,0
efficiency24,"[0.1, 0.2)",0.1,0.2,31,-15.598728208543346,-46.807473598700064,-483.56057446484374,0.6872017441051081,False,0.25806451612903225,23,0
efficiency24,"[0.2, 0.4)",0.2,0.4,8,1.6029027780599523,-31.547199244267837,12.823222224479618,1.0480336996097301,False,0.25,6,0
efficiency24,"[0.4, 0.6)",0.4,0.6,0,,,0.0,,False,,0,0
efficiency24,"[0.6, 0.8)",0.6,0.8,0,,,0.0,,False,,0,0
efficiency24,"[0.8, inf)",0.8,inf,0,,,0.0,,False,,0,0
efficiency24,missing,,,0,,,0.0,,False,,0,0
volume_ratio,"[-inf, 0.5)",-inf,0.5,5,-22.785248153609256,-29.746730059089217,-113.92624076804627,0.008807390011967472,False,0.2,4,0
volume_ratio,"[0.5, 1.0)",0.5,1.0,27,-25.705296961027628,-37.91062479613359,-694.043017947746,0.3714038211824385,False,0.1111111111111111,24,0
volume_ratio,"[1.0, 1.5)",1.0,1.5,25,-18.775250316208886,-37.47260580541532,-469.3812579052222,0.5610880816529558,False,0.16,21,0
volume_ratio,"[1.5, 2.0)",1.5,2.0,19,-1.4922898185739908,-28.19955521501048,-28.353506552905827,0.9531251800621892,False,0.42105263157894735,11,0
volume_ratio,"[2.0, 3.0)",2.0,3.0,13,-14.33161052662129,-19.49014574799122,-186.31093684607677,0.6372935022808428,False,0.38461538461538464,8,0
volume_ratio,"[3.0, inf)",3.0,inf,16,-15.417525339641916,-42.11098848912352,-246.68040543427065,0.7476787722724892,False,0.25,12,0
volume_ratio,missing,,,0,,,0.0,,False,,0,0
ma_slope_atr,"[-inf, -0.1)",-inf,-0.1,0,,,0.0,,False,,0,0
ma_slope_atr,"[-0.1, 0.0)",-0.1,0.0,45,-35.4007698898263,-35.48984781969409,-1593.0346450421835,0.14584626696589317,False,0.17777777777777778,37,0
ma_slope_atr,"[0.0, 0.05)",0.0,0.05,40,-6.821661317597941,-35.74337794013891,-272.8664527039176,0.8430625509605696,False,0.3,28,0
ma_slope_atr,"[0.05, 0.1)",0.05,0.1,12,42.22943460206167,-32.00387216449439,506.75321522474,2.3555871353157998,False,0.3333333333333333,8,0
ma_slope_atr,"[0.1, 0.2)",0.1,0.2,8,-47.443435366613365,-30.64783667199032,-379.5474829329069,0.0676775736429547,False,0.125,7,0
ma_slope_atr,"[0.2, inf)",0.2,inf,0,,,0.0,,False,,0,0
ma_slope_atr,missing,,,0,,,0.0,,False,,0,0
