venue,symbol,asset,timeframe_min,arm,signal_i,side,signal_bar_open,signal_close,in_window,htf_sma60,htf_slope,htf_slope_aligned,htf_close_time,signal_atr_pct,rv,momentum,signal_price,policy,status,blocking_trade
binance_um,BTCUSDT,BTC,60,ordinary,57679,-1,2026-07-31 07:00:00+00:00,2026-07-31 08:00:00+00:00,True,64784.08,-19.92500000000291,True,2026-07-31 04:00:00+00:00,0.0050706481870741,2.865093495977983,0.3799396202484788,63909.1,baseline,closed,
binance_um,BTCUSDT,BTC,60,ordinary,57952,-1,2026-08-11 16:00:00+00:00,2026-08-11 17:00:00+00:00,True,64210.62666666667,10.148333333345365,False,2026-08-11 16:00:00+00:00,0.0036500230776834,1.7507593974345688,0.1596298204535391,63488.5,baseline,closed,
binance_um,BTCUSDT,BTC,60,ordinary,58853,1,2026-09-18 05:00:00+00:00,2026-09-18 06:00:00+00:00,True,77318.01333333334,-25.516666666662783,False,2026-09-18 04:00:00+00:00,0.0048475434706274,1.9303079864609975,0.02599233740668,77457.7,baseline,closed,
binance_um,BTCUSDT,BTC,60,joint,58862,1,2026-09-18 14:00:00+00:00,2026-09-18 15:00:00+00:00,True,77300.71500000001,-6.149999999994179,False,2026-09-18 12:00:00+00:00,0.0068559746197793,8.14388403808801,0.8694896056799768,80906.0,baseline,closed,
binance_um,BTCUSDT,BTC,15,ordinary,231002,-1,2026-08-03 06:30:00+00:00,2026-08-03 06:45:00+00:00,True,63072.905,-6.928333333336923,True,2026-08-03 06:00:00+00:00,0.0019488935765277,3.0303261619592603,0.5304919855272793,62605.4,baseline,closed,
binance_um,BTCUSDT,BTC,15,ordinary,233036,1,2026-08-24 11:00:00+00:00,2026-08-24 11:15:00+00:00,True,77250.24500000001,-13.70833333331393,False,2026-08-24 11:00:00+00:00,0.0034276195879375,1.2175310794689749,0.1133009372524613,77810.0,baseline,closed,
binance_um,BTCUSDT,BTC,15,ordinary,233339,1,2026-08-27 14:45:00+00:00,2026-08-27 15:00:00+00:00,True,79002.375,-5.220000000001164,False,2026-08-27 14:00:00+00:00,0.0041562636963403,2.1955382183192387,0.1274867419099607,80161.2,baseline,closed,
binance_um,BTCUSDT,BTC,15,ordinary,233700,1,2026-08-31 09:00:00+00:00,2026-08-31 09:15:00+00:00,True,78043.68166666666,17.701666666660458,True,2026-08-31 09:00:00+00:00,0.0030799933856239,3.2668211159855045,0.391710387385521,78616.7,baseline,closed,
binance_um,BTCUSDT,BTC,15,ordinary,234002,1,2026-09-03 12:30:00+00:00,2026-09-03 12:45:00+00:00,True,77588.61666666667,-10.665000000008147,False,2026-09-03 12:00:00+00:00,0.0027152381422063,6.125540475514385,0.2332715962025174,78278.5,baseline,closed,
binance_um,BTCUSDT,BTC,15,ordinary,234366,-1,2026-09-07 07:30:00+00:00,2026-09-07 07:45:00+00:00,True,79755.57833333334,0.6833333333488554,False,2026-09-07 07:00:00+00:00,0.0022281380921168,5.4400049500368235,0.3582613410326194,79238.9,baseline,closed,
binance_um,BTCUSDT,BTC,15,ordinary,235016,1,2026-09-14 02:00:00+00:00,2026-09-14 02:15:00+00:00,True,77201.975,-35.3083333333343,False,2026-09-14 02:00:00+00:00,0.0028481381275713,2.271410844534797,0.1189314770633224,77357.4,baseline,closed,
binance_um,BTCUSDT,BTC,15,ordinary,235680,1,2026-09-21 00:00:00+00:00,2026-09-21 00:15:00+00:00,True,80931.07,51.88166666668258,True,2026-09-21 00:00:00+00:00,0.0027207878999751,7.596838477404338,0.1612652751702574,81643.7,baseline,closed,
binance_um,BTCUSDT,BTC,15,joint,233036,1,2026-08-24 11:00:00+00:00,2026-08-24 11:15:00+00:00,True,77250.24500000001,-13.70833333331393,False,2026-08-24 11:00:00+00:00,0.0034276195879375,1.2175310794689749,0.1133009372524613,77810.0,baseline,closed,
binance_um,BTCUSDT,BTC,15,joint,233339,1,2026-08-27 14:45:00+00:00,2026-08-27 15:00:00+00:00,True,79002.375,-5.220000000001164,False,2026-08-27 14:00:00+00:00,0.0041562636963403,2.1955382183192387,0.1274867419099607,80161.2,baseline,closed,
binance_um,BTCUSDT,BTC,15,joint,233700,1,2026-08-31 09:00:00+00:00,2026-08-31 09:15:00+00:00,True,78043.68166666666,17.701666666660458,True,2026-08-31 09:00:00+00:00,0.0030799933856239,3.2668211159855045,0.391710387385521,78616.7,baseline,closed,
binance_um,BTCUSDT,BTC,15,joint,234003,1,2026-09-03 12:45:00+00:00,2026-09-03 13:00:00+00:00,True,77588.61666666667,-10.665000000008147,False,2026-09-03 12:00:00+00:00,0.0030055322772946,6.212761763834867,0.3514805722057752,78616.5,baseline,closed,
binance_um,BTCUSDT,BTC,15,joint,235063,1,2026-09-14 13:45:00+00:00,2026-09-14 14:00:00+00:00,True,77249.465,6.866666666654055,True,2026-09-14 13:00:00+00:00,0.0030566796591831,5.608537970358852,-0.0220904125107273,78139.2,baseline,closed,
binance_um,BTCUSDT,BTC,15,joint,235680,1,2026-09-21 00:00:00+00:00,2026-09-21 00:15:00+00:00,True,80931.07,51.88166666668258,True,2026-09-21 00:00:00+00:00,0.0027207878999751,7.596838477404338,0.1612652751702574,81643.7,baseline,closed,
binance_um,ETHUSDT,ETH,15,ordinary,230681,1,2026-07-30 22:15:00+00:00,2026-07-30 22:30:00+00:00,True,1908.8268333333333,0.7065000000000055,True,2026-07-30 22:00:00+00:00,0.0029027096614988,2.346194992535772,0.0033677471447739,1931.24,baseline,closed,
binance_um,ETHUSDT,ETH,15,ordinary,230700,-1,2026-07-31 03:00:00+00:00,2026-07-31 03:15:00+00:00,True,1911.574,0.2550000000001091,False,2026-07-31 03:00:00+00:00,0.0036397042452183,0.9346151352654752,0.0608247662739339,1900.82,baseline,closed,
binance_um,ETHUSDT,ETH,15,ordinary,230716,-1,2026-07-31 07:00:00+00:00,2026-07-31 07:15:00+00:00,True,1910.9805,-0.1428333333333284,True,2026-07-31 07:00:00+00:00,0.0032671224699486,4.554794463315249,0.2061626054472245,1890.99,baseline,skipped_in_position,ETHUSDT:15:ordinary:baseline:2026-07-31 03:15:00+00:00
binance_um,ETHUSDT,ETH,15,ordinary,231230,1,2026-08-05 15:30:00+00:00,2026-08-05 15:45:00+00:00,True,1864.3368333333333,0.1941666666666606,True,2026-08-05 15:00:00+00:00,0.0036727651911213,0.6621452129618793,0.0126253278354601,1877.03,baseline,closed,
binance_um,ETHUSDT,ETH,15,ordinary,231233,1,2026-08-05 16:15:00+00:00,2026-08-05 16:30:00+00:00,True,1864.6156666666668,0.2788333333335231,True,2026-08-05 16:00:00+00:00,0.00408033495588,5.225044059225049,0.1800087559390022,1895.23,baseline,skipped_in_position,ETHUSDT:15:ordinary:baseline:2026-08-05 15:45:00+00:00
binance_um,ETHUSDT,ETH,15,ordinary,231478,1,2026-08-08 05:30:00+00:00,2026-08-08 05:45:00+00:00,True,1909.6035,0.3554999999998927,True,2026-08-08 05:00:00+00:00,0.0009871060079087,1.1509425847273935,0.003085186589793,1917.02,baseline,closed,
binance_um,ETHUSDT,ETH,15,ordinary,231497,1,2026-08-08 10:15:00+00:00,2026-08-08 10:30:00+00:00,True,1909.7288333333331,0.1716666666668516,True,2026-08-08 10:00:00+00:00,0.0009657741527486,2.17873836749401,0.3781165061787819,1921.8,baseline,closed,
binance_um,ETHUSDT,ETH,15,ordinary,232189,1,2026-08-15 15:15:00+00:00,2026-08-15 15:30:00+00:00,True,1882.0871666666667,0.0236666666667133,True,2026-08-15 15:00:00+00:00,0.0009190026681604,1.9977612960269435,0.0384361135273598,1883.45,baseline,closed,
binance_um,ETHUSDT,ETH,15,ordinary,233171,-1,2026-08-25 20:45:00+00:00,2026-08-25 21:00:00+00:00,True,2465.524166666667,1.229000000000724,False,2026-08-25 20:00:00+00:00,0.0042269580278768,4.675696235894171,0.3453149174827027,2435.25,baseline,closed,
binance_um,ETHUSDT,ETH,15,ordinary,233269,1,2026-08-26 21:15:00+00:00,2026-08-26 21:30:00+00:00,True,2470.909833333333,0.2943333333328155,True,2026-08-26 21:00:00+00:00,0.0043500479424726,3.4367869623003537,0.36654078892428,2499.53,baseline,closed,
binance_um,ETHUSDT,ETH,15,ordinary,234008,1,2026-09-03 14:00:00+00:00,2026-09-03 14:15:00+00:00,True,2415.0319999999997,-0.5503333333335831,False,2026-09-03 14:00:00+00:00,0.003921006435713,2.3480397636410015,0.5401535615304404,2438.81,baseline,closed,
binance_um,ETHUSDT,ETH,15,ordinary,234388,1,2026-09-07 13:00:00+00:00,2026-09-07 13:15:00+00:00,True,2484.0145,0.8904999999995198,True,2026-09-07 13:00:00+00:00,0.0024101472389115,2.2589279832683222,0.3586362059280965,2509.36,baseline,closed,
binance_um,ETHUSDT,ETH,15,ordinary,234546,1,2026-09-09 04:30:00+00:00,2026-09-09 04:45:00+00:00,True,2489.4796666666666,0.1560000000004038,True,2026-09-09 04:00:00+00:00,0.0028623804268101,4.145372769198417,0.1268576377112694,2511.42,baseline,closed,
binance_um,ETHUSDT,ETH,15,joint,230681,1,2026-07-30 22:15:00+00:00,2026-07-30 22:30:00+00:00,True,1908.8268333333333,0.7065000000000055,True,2026-07-30 22:00:00+00:00,0.0029027096614988,2.346194992535772,0.0033677471447739,1931.24,baseline,closed,
binance_um,ETHUSDT,ETH,15,joint,231230,1,2026-08-05 15:30:00+00:00,2026-08-05 15:45:00+00:00,True,1864.3368333333333,0.1941666666666606,True,2026-08-05 15:00:00+00:00,0.0036727651911213,0.6621452129618793,0.0126253278354601,1877.03,baseline,closed,
binance_um,ETHUSDT,ETH,15,joint,231478,1,2026-08-08 05:30:00+00:00,2026-08-08 05:45:00+00:00,True,1909.6035,0.3554999999998927,True,2026-08-08 05:00:00+00:00,0.0009871060079087,1.1509425847273935,0.003085186589793,1917.02,baseline,closed,
binance_um,ETHUSDT,ETH,15,joint,232189,1,2026-08-15 15:15:00+00:00,2026-08-15 15:30:00+00:00,True,1882.0871666666667,0.0236666666667133,True,2026-08-15 15:00:00+00:00,0.0009190026681604,1.9977612960269435,0.0384361135273598,1883.45,baseline,closed,
binance_um,ETHUSDT,ETH,15,joint,233269,1,2026-08-26 21:15:00+00:00,2026-08-26 21:30:00+00:00,True,2470.909833333333,0.2943333333328155,True,2026-08-26 21:00:00+00:00,0.0043500479424726,3.4367869623003537,0.36654078892428,2499.53,baseline,closed,
binance_um,ETHUSDT,ETH,15,joint,234008,1,2026-09-03 14:00:00+00:00,2026-09-03 14:15:00+00:00,True,2415.0319999999997,-0.5503333333335831,False,2026-09-03 14:00:00+00:00,0.003921006435713,2.3480397636410015,0.5401535615304404,2438.81,baseline,closed,
binance_um,ETHUSDT,ETH,15,joint,234547,1,2026-09-09 04:45:00+00:00,2026-09-09 05:00:00+00:00,True,2489.4796666666666,0.1560000000004038,True,2026-09-09 04:00:00+00:00,0.0029076848857764,3.088997868131808,0.2585017964288808,2508.68,baseline,closed,
binance_um,ETHUSDT,ETH,60,ordinary,57809,1,2026-08-05 17:00:00+00:00,2026-08-05 18:00:00+00:00,True,1888.2006666666668,-0.6806666666666388,False,2026-08-05 16:00:00+00:00,0.0068800462972668,3.7491889720026266,0.1582569902405452,1915.93,baseline,closed,
binance_um,ETHUSDT,ETH,60,ordinary,58015,-1,2026-08-14 07:00:00+00:00,2026-08-14 08:00:00+00:00,True,1896.0306666666663,0.3115000000000236,False,2026-08-14 04:00:00+00:00,0.004188248630673,1.1670957140205809,0.0241737836355642,1872.34,baseline,closed,
binance_um,ETHUSDT,ETH,60,ordinary,58119,1,2026-08-18 15:00:00+00:00,2026-08-18 16:00:00+00:00,True,1892.601,-0.2956666666668752,False,2026-08-18 12:00:00+00:00,0.0048243451634034,3.5414589820092512,0.0284675651522498,1916.88,baseline,closed,
binance_um,ETHUSDT,ETH,60,joint,57809,1,2026-08-05 17:00:00+00:00,2026-08-05 18:00:00+00:00,True,1888.2006666666668,-0.6806666666666388,False,2026-08-05 16:00:00+00:00,0.0068800462972668,3.7491889720026266,0.1582569902405452,1915.93,baseline,closed,
binance_um,ETHUSDT,ETH,60,joint,58120,1,2026-08-18 16:00:00+00:00,2026-08-18 17:00:00+00:00,True,1892.5181666666665,-0.082833333333383,False,2026-08-18 16:00:00+00:00,0.0048530373797811,1.9066589957732016,0.1343903790478645,1917.65,baseline,closed,
binance_um,BTCUSDT,BTC,5,ordinary,690407,-1,2026-07-25 05:55:00+00:00,2026-07-25 06:00:00+00:00,True,64100.76666666667,3.428333333336923,False,2026-07-25 05:45:00+00:00,0.0004606890937741,1.3131919133649737,0.1202967138291897,63990.1,baseline,closed,
binance_um,BTCUSDT,BTC,5,ordinary,690433,-1,2026-07-25 08:05:00+00:00,2026-07-25 08:10:00+00:00,True,64090.86833333333,0.7083333333284827,False,2026-07-25 08:00:00+00:00,0.0004250499358377,4.009010773751225,0.1515192321431098,63904.8,baseline,skipped_in_position,BTCUSDT:5:ordinary:baseline:2026-07-25 06:00:00+00:00
binance_um,BTCUSDT,BTC,5,ordinary,692078,1,2026-07-31 01:10:00+00:00,2026-07-31 01:15:00+00:00,True,64775.181666666664,2.474999999998545,True,2026-07-31 01:00:00+00:00,0.0017753515677335,9.138121488335573,0.0125851850154541,65162.8,baseline,closed,
binance_um,BTCUSDT,BTC,5,ordinary,692425,-1,2026-08-01 06:05:00+00:00,2026-08-01 06:10:00+00:00,True,62953.58666666667,5.599999999998545,False,2026-08-01 06:00:00+00:00,0.0004189174523488,0.8321091194796177,0.6657233996420137,62965.2,baseline,closed,
binance_um,BTCUSDT,BTC,5,ordinary,692518,-1,2026-08-01 13:50:00+00:00,2026-08-01 13:55:00+00:00,True,63014.833333333336,2.154999999998836,False,2026-08-01 13:45:00+00:00,0.0002200077167121,2.645729761816428,0.4877030558608425,63041.0,baseline,closed,
binance_um,BTCUSDT,BTC,5,ordinary,692555,-1,2026-08-01 16:55:00+00:00,2026-08-01 17:00:00+00:00,True,63033.15833333333,-0.0616666666683158,True,2026-08-01 16:45:00+00:00,0.0004542895247023,3.330408796469042,0.5034138591645889,62899.9,baseline,closed,
binance_um,BTCUSDT,BTC,5,ordinary,693654,1,2026-08-05 12:30:00+00:00,2026-08-05 12:35:00+00:00,True,64175.49666666667,4.474999999998545,True,2026-08-05 12:30:00+00:00,0.0012955396427376,6.781408652441448,0.4379634478481526,64407.0,baseline,closed,
binance_um,BTCUSDT,BTC,5,ordinary,694515,1,2026-08-08 12:15:00+00:00,2026-08-08 12:20:00+00:00,True,64937.37666666666,0.1500000000014552,True,2026-08-08 12:15:00+00:00,0.0002834374315472,5.004645619988285,0.0676133330730754,64995.4,baseline,closed,
binance_um,BTCUSDT,BTC,5,ordinary,694537,1,2026-08-08 14:05:00+00:00,2026-08-08 14:10:00+00:00,True,64945.236666666664,2.1349999999947613,True,2026-08-08 14:00:00+00:00,0.0001912083207734,3.053270057004858,0.2117989921781772,65004.4,baseline,skipped_in_position,BTCUSDT:5:ordinary:baseline:2026-08-08 12:20:00+00:00
binance_um,BTCUSDT,BTC,5,ordinary,695366,1,2026-08-11 11:10:00+00:00,2026-08-11 11:15:00+00:00,True,64039.441666666666,3.1350000000020373,True,2026-08-11 11:00:00+00:00,0.000771196626301,1.4465891864578069,0.1535686185161862,64333.0,baseline,closed,
