venue,symbol,asset,timeframe_min,arm,signal_i,side,signal_bar_open,signal_close,in_window,htf_sma60,htf_slope,htf_slope_aligned,htf_close_time,signal_atr_pct,rv,momentum,signal_price,policy,entry_i,entry_time,entry_price,initial_stop,initial_risk,initial_risk_frac,exit_i,exit_time,exit_price,exit_reason,gross_return,net_return,gross_r,net_r,censored,mfe_r,mfe_known_r,mfe_upper_r,close_peak_r,stop_bar_excursion_ambiguous,trade_key,status,first_touch_i,first_touch_clock,first_touch_phase,first_close4_i,first_close4_clock,first4_observation,first4_ambiguous,max_giveback_r,first4_bar_close_features,four_r_target_price,four_r_stop_target_ambiguous,fee_r,entry_context,review_label,entry_time_beijing,exit_time_beijing,net_bp,gross_bp,month,week,period,protective_stop,loss,gross_loss,mfe_known_net_r,giveback_r,holding_hours,fold,matched,control_net_bp,control_net_r,excess_bp,control_exit_time,utc_week,control_signal_close,control_in_window
binance_um,BTCUSDT,BTC,15,ordinary,233036,1,2026-08-24 11:00:00+00:00,2026-08-24 11:15:00+00:00,True,77250.24500000001,-13.70833333331393,False,2026-08-24 11:00:00+00:00,0.0034276195879375,1.2175310794689749,0.1133009372524613,77810.0,baseline,233037,2026-08-24 11:15:00+00:00,77810.1,77276.5,533.6000000000058,0.0068577215554279,233119,2026-08-25 07:45:00+00:00,79557.1,trailing_stop,0.0224520981209379,0.0204520981209379,3.2739880059969555,2.982345952023945,False,6.485007496251792,6.485007496251792,6.485007496251792,5.943590704647612,False,BTCUSDT:15:ordinary:baseline:2026-08-24 11:15:00+00:00,closed,233053.0,2026-08-24 15:30:00+00:00,intrabar,233097.0,2026-08-25 02:30:00+00:00,known,False,3.2110194902548264,"{'bar_open': Timestamp('2026-08-24 15:15:00+0000', tz='UTC'), 'bar_close': Timestamp('2026-08-24 15:30:00+0000', tz='UTC'), 'open': 79512.1, 'high': 79974.1, 'low': 79490.1, 'close': 79853.2, 'atr': 476.39183246692164, 'atr_pct_of_close': 0.005965845231836941, 'observed_at': Timestamp('2026-08-24 15:30:00+0000', tz='UTC')}",,,0.2916420539730133,上级SMA60斜率不同向或未知,已知浮盈达4R但兑现较低,2026-08-24 19:15:00+08:00,2026-08-25 15:45:00+08:00,204.52098120937904,224.520981209379,2026-08,2026-08-24,later,True,False,False,6.193365442278779,3.211019490254837,20.5,later,True,-156.34350483230807,-1.1466883224440938,360.86448604168766,2026-08-25 12:15:00+00:00,2026-W35,2026-08-25 01:00:00+00:00,True
binance_um,BTCUSDT,BTC,15,ordinary,233339,1,2026-08-27 14:45:00+00:00,2026-08-27 15:00:00+00:00,True,79002.375,-5.220000000001164,False,2026-08-27 14:00:00+00:00,0.0041562636963403,2.1955382183192387,0.1274867419099607,80161.2,baseline,233340,2026-08-27 15:00:00+00:00,80161.3,78797.3,1364.0,0.0170156921107816,233413,2026-08-28 09:15:00+00:00,79352.3,opposite_v6_next_open,-0.0100921516991365,-0.0120921516991365,-0.5931085043988247,-0.7106470674486781,False,0.9814516129032236,0.9814516129032236,0.9814516129032236,0.6851906158357707,False,BTCUSDT:15:ordinary:baseline:2026-08-27 15:00:00+00:00,closed,,,,,,not_reached,False,,,,,0.1175385630498536,上级SMA60斜率不同向或未知,亏损,2026-08-27 23:00:00+08:00,2026-08-28 17:15:00+08:00,-120.921516991365,-100.921516991365,2026-08,2026-08-24,later,False,True,True,0.8639130498533699,1.5745601173020485,18.25,later,True,-169.1215824469916,-1.1341187484186526,48.20006545562583,2026-08-28 15:45:00+00:00,2026-W35,2026-08-28 15:00:00+00:00,True
binance_um,BTCUSDT,BTC,15,ordinary,233700,1,2026-08-31 09:00:00+00:00,2026-08-31 09:15:00+00:00,True,78043.68166666666,17.701666666660458,True,2026-08-31 09:00:00+00:00,0.0030799933856239,3.2668211159855045,0.391710387385521,78616.7,baseline,233701,2026-08-31 09:15:00+00:00,78616.7,77901.5,715.1999999999971,0.0090973037535281,233714,2026-08-31 12:30:00+00:00,77901.5,initial_stop,-0.0090973037535281,-0.0110973037535281,-0.999999999999997,-1.2198453579418325,False,0.2136465324384837,0.2136465324384837,0.2136465324384837,0.0894854586129757,False,BTCUSDT:15:ordinary:baseline:2026-08-31 09:15:00+00:00,closed,,,,,,not_reached,False,,,,,0.2198453579418367,上级SMA60斜率同向,亏损,2026-08-31 17:15:00+08:00,2026-08-31 20:30:00+08:00,-110.973037535281,-90.973037535281,2026-08,2026-08-31,later,True,True,True,-0.006198825503353,1.2136465324384806,3.25,later,True,-65.08889425459795,-1.4435682074408165,-45.88414328068337,2026-09-01 08:00:00+00:00,2026-W36,2026-09-01 07:15:00+00:00,True
binance_um,BTCUSDT,BTC,15,ordinary,235680,1,2026-09-21 00:00:00+00:00,2026-09-21 00:15:00+00:00,True,80931.07,51.88166666668258,True,2026-09-21 00:00:00+00:00,0.0027207878999751,7.596838477404338,0.1612652751702574,81643.7,baseline,235681,2026-09-21 00:15:00+00:00,81643.7,81045.5,598.1999999999971,0.0073269584793437,235687,2026-09-21 01:45:00+00:00,81045.5,initial_stop,-0.0073269584793437,-0.0093269584793437,-0.999999999999997,-1.2729645603477084,False,0.7626211969241045,0.7626211969241045,0.7626211969241045,0.2069541959211025,False,BTCUSDT:15:ordinary:baseline:2026-09-21 00:15:00+00:00,closed,,,,,,not_reached,False,,,,,0.2729645603477129,上级SMA60斜率同向,亏损,2026-09-21 08:15:00+08:00,2026-09-21 09:45:00+08:00,-93.269584793437,-73.269584793437,2026-09,2026-09-21,later,True,True,True,0.4896566365763916,1.7626211969241017,1.5,later,True,27.44592198155484,0.3963164469118672,-120.71550677499212,2026-09-24 14:45:00+00:00,2026-W39,2026-09-24 10:00:00+00:00,True
binance_um,BTCUSDT,BTC,15,joint,233036,1,2026-08-24 11:00:00+00:00,2026-08-24 11:15:00+00:00,True,77250.24500000001,-13.70833333331393,False,2026-08-24 11:00:00+00:00,0.0034276195879375,1.2175310794689749,0.1133009372524613,77810.0,baseline,233037,2026-08-24 11:15:00+00:00,77810.1,77276.5,533.6000000000058,0.0068577215554279,233119,2026-08-25 07:45:00+00:00,79557.1,trailing_stop,0.0224520981209379,0.0204520981209379,3.2739880059969555,2.982345952023945,False,6.485007496251792,6.485007496251792,6.485007496251792,5.943590704647612,False,BTCUSDT:15:joint:baseline:2026-08-24 11:15:00+00:00,closed,233053.0,2026-08-24 15:30:00+00:00,intrabar,233097.0,2026-08-25 02:30:00+00:00,known,False,3.2110194902548264,"{'bar_open': Timestamp('2026-08-24 15:15:00+0000', tz='UTC'), 'bar_close': Timestamp('2026-08-24 15:30:00+0000', tz='UTC'), 'open': 79512.1, 'high': 79974.1, 'low': 79490.1, 'close': 79853.2, 'atr': 476.39183246692164, 'atr_pct_of_close': 0.005965845231836941, 'observed_at': Timestamp('2026-08-24 15:30:00+0000', tz='UTC')}",,,0.2916420539730133,上级SMA60斜率不同向或未知,已知浮盈达4R但兑现较低,2026-08-24 19:15:00+08:00,2026-08-25 15:45:00+08:00,204.52098120937904,224.520981209379,2026-08,2026-08-24,later,True,False,False,6.193365442278779,3.211019490254837,20.5,later,True,94.46247838052592,1.735273716583877,110.05850282885363,2026-08-30 20:30:00+00:00,2026-W35,2026-08-28 23:30:00+00:00,True
binance_um,BTCUSDT,BTC,15,joint,233339,1,2026-08-27 14:45:00+00:00,2026-08-27 15:00:00+00:00,True,79002.375,-5.220000000001164,False,2026-08-27 14:00:00+00:00,0.0041562636963403,2.1955382183192387,0.1274867419099607,80161.2,baseline,233340,2026-08-27 15:00:00+00:00,80161.3,78797.3,1364.0,0.0170156921107816,233413,2026-08-28 09:15:00+00:00,79352.3,opposite_v6_next_open,-0.0100921516991365,-0.0120921516991365,-0.5931085043988247,-0.7106470674486781,False,0.9814516129032236,0.9814516129032236,0.9814516129032236,0.6851906158357707,False,BTCUSDT:15:joint:baseline:2026-08-27 15:00:00+00:00,closed,,,,,,not_reached,False,,,,,0.1175385630498536,上级SMA60斜率不同向或未知,亏损,2026-08-27 23:00:00+08:00,2026-08-28 17:15:00+08:00,-120.921516991365,-100.921516991365,2026-08,2026-08-24,later,False,True,True,0.8639130498533699,1.5745601173020485,18.25,later,True,-149.73315317292847,-1.1541625984634845,28.811636181562683,2026-08-25 13:45:00+00:00,2026-W35,2026-08-24 15:45:00+00:00,True
binance_um,BTCUSDT,BTC,15,joint,233700,1,2026-08-31 09:00:00+00:00,2026-08-31 09:15:00+00:00,True,78043.68166666666,17.701666666660458,True,2026-08-31 09:00:00+00:00,0.0030799933856239,3.2668211159855045,0.391710387385521,78616.7,baseline,233701,2026-08-31 09:15:00+00:00,78616.7,77901.5,715.1999999999971,0.0090973037535281,233714,2026-08-31 12:30:00+00:00,77901.5,initial_stop,-0.0090973037535281,-0.0110973037535281,-0.999999999999997,-1.2198453579418325,False,0.2136465324384837,0.2136465324384837,0.2136465324384837,0.0894854586129757,False,BTCUSDT:15:joint:baseline:2026-08-31 09:15:00+00:00,closed,,,,,,not_reached,False,,,,,0.2198453579418367,上级SMA60斜率同向,亏损,2026-08-31 17:15:00+08:00,2026-08-31 20:30:00+08:00,-110.973037535281,-90.973037535281,2026-08,2026-08-31,later,True,True,True,-0.006198825503353,1.2136465324384806,3.25,later,True,-70.74212054256955,-1.3941498657554243,-40.23091699271177,2026-09-04 12:30:00+00:00,2026-W36,2026-09-04 07:45:00+00:00,True
binance_um,BTCUSDT,BTC,15,joint,235680,1,2026-09-21 00:00:00+00:00,2026-09-21 00:15:00+00:00,True,80931.07,51.88166666668258,True,2026-09-21 00:00:00+00:00,0.0027207878999751,7.596838477404338,0.1612652751702574,81643.7,baseline,235681,2026-09-21 00:15:00+00:00,81643.7,81045.5,598.1999999999971,0.0073269584793437,235687,2026-09-21 01:45:00+00:00,81045.5,initial_stop,-0.0073269584793437,-0.0093269584793437,-0.999999999999997,-1.2729645603477084,False,0.7626211969241045,0.7626211969241045,0.7626211969241045,0.2069541959211025,False,BTCUSDT:15:joint:baseline:2026-09-21 00:15:00+00:00,closed,,,,,,not_reached,False,,,,,0.2729645603477129,上级SMA60斜率同向,亏损,2026-09-21 08:15:00+08:00,2026-09-21 09:45:00+08:00,-93.269584793437,-73.269584793437,2026-09,2026-09-21,later,True,True,True,0.4896566365763916,1.7626211969241017,1.5,later,True,-79.25743471201895,-1.3375103916866484,-14.012150081418335,2026-09-24 22:15:00+00:00,2026-W39,2026-09-24 21:45:00+00:00,True
binance_um,ETHUSDT,ETH,15,ordinary,230681,1,2026-07-30 22:15:00+00:00,2026-07-30 22:30:00+00:00,True,1908.8268333333333,0.7065000000000055,True,2026-07-30 22:00:00+00:00,0.0029027096614988,2.346194992535772,0.0033677471447739,1931.24,baseline,230682,2026-07-30 22:30:00+00:00,1931.24,1913.99,17.25,0.0089320850852302,230695,2026-07-31 01:45:00+00:00,1913.99,initial_stop,-0.0089320850852302,-0.0109320850852302,-1.0000000000000036,-1.2239118840579748,False,0.3089855072463726,0.3089855072463726,0.3089855072463726,0.0,False,ETHUSDT:15:ordinary:baseline:2026-07-30 22:30:00+00:00,closed,,,,,,not_reached,False,,,,,0.2239118840579713,上级SMA60斜率同向,亏损,2026-07-31 06:30:00+08:00,2026-07-31 09:45:00+08:00,-109.320850852302,-89.320850852302,2026-07,2026-07-27,later,True,True,True,0.0850736231884012,1.308985507246376,3.25,later,True,-82.0796689084313,-1.322166666666662,-27.24118194387117,2026-08-02 09:00:00+00:00,2026-W31,2026-08-02 03:30:00+00:00,True
binance_um,ETHUSDT,ETH,15,ordinary,231230,1,2026-08-05 15:30:00+00:00,2026-08-05 15:45:00+00:00,True,1864.3368333333333,0.1941666666666606,True,2026-08-05 15:00:00+00:00,0.0036727651911213,0.6621452129618793,0.0126253278354601,1877.03,baseline,231231,2026-08-05 15:45:00+00:00,1877.04,1863.24,13.799999999999956,0.007352001022887,231273,2026-08-06 02:15:00+00:00,1896.93,trailing_stop,0.010596471039509,0.008596471039509,1.4413043478260903,1.1692695652173934,False,3.6340579710145113,3.6340579710145113,3.6340579710145113,3.3521739130434884,False,ETHUSDT:15:ordinary:baseline:2026-08-05 15:45:00+00:00,closed,,,,,,not_reached,False,,,,,0.2720347826086993,上级SMA60斜率同向,盈利但未兑现4R,2026-08-05 23:45:00+08:00,2026-08-06 10:15:00+08:00,85.96471039509,105.96471039509,2026-08,2026-08-03,later,True,False,False,3.362023188405812,2.192753623188421,10.5,later,True,-75.79194732737824,-1.3584746716698,161.75665772246828,2026-08-06 02:15:00+00:00,2026-W32,2026-08-06 00:30:00+00:00,True
