candidate_id,symbol,signal_time,week,selected_net_20bp,control_mean_net_20bp,excess,n_controls,fallback_same_symbol_month
e3ff78accfd66c433723f64deef3f27246b0de886d9233faf3e43b77fec69b94,CHZ_USDT_SWAP,2026-03-20 07:00:00+00:00,2026-W12,-0.0106042178779136,-0.008695010663986938,-0.0019092072139266624,8,True
d54e52a93909fe10fd8be0be27e97634a59471e9179a3793b368b2bfe9c3dc7b,2Z_USDT_SWAP,2026-03-20 07:15:00+00:00,2026-W12,-0.0098615058268063,0.009535843680703699,-0.01939734950751,3,False
c256fe64525276e87e642b452bbc055f5fd8c5017ac57137326360dd1b9f26ed,GRASS_USDT_SWAP,2026-03-20 08:00:00+00:00,2026-W12,0.0362613222280061,-0.0022312701904172016,0.0384925924184233,8,False
cb7f6aabd79093505ddafc9a974d5e898b5f9527427b1256153e2b26c4b081dc,PARTI_USDT_SWAP,2026-03-20 09:00:00+00:00,2026-W12,-0.0013814177904246001,0.002012873000659229,-0.003394290791083829,7,True
e6d490c1bf7fc1f4c57235dd54b3f1ee2b1b6edda539434ce392444c474b4aac,XPT_USDT_SWAP,2026-03-20 09:45:00+00:00,2026-W12,-0.0121746067778799,0.010772614275033664,-0.022947221052913566,8,True
f9b5d0291b35b3413149307ca5ff1f773ff89ea8adc3388dc3ddbc39c04c3043,DOT_USDT_SWAP,2026-03-20 10:00:00+00:00,2026-W12,-0.0120319456002166,-0.0011622720851414002,-0.010869673515075201,7,False
e19ac5c37fe2cf6f559c52f3569a4f160c86e259daae15a91d44e02025a2e8ad,ENS_USDT_SWAP,2026-03-20 10:00:00+00:00,2026-W12,-0.0121071468358832,-0.012870025148792067,0.000762878312908867,3,False
3933e001f9f5d3b05c2cd4e1672dc6c09b0e0e603e6f3a7768c372d03a1b061e,GAS_USDT_SWAP,2026-03-20 10:00:00+00:00,2026-W12,-0.0070108952958648,-0.0012444706385557674,-0.005766424657309033,6,False
17ce153bd3ccbea965a68e3125f0f642adaf6ca3e55acce8e712ad1ca824d5a4,CRV_USDT_SWAP,2026-03-20 11:45:00+00:00,2026-W12,0.0005521054870267,0.013038310801249967,-0.012486205314223266,3,False
937d0693ef00192c8476343870d1a50e9caeccf8a329c2296af53b5cd10d74df,PYTH_USDT_SWAP,2026-03-20 12:00:00+00:00,2026-W12,-0.0140184110797176,0.006131770501834588,-0.020150181581552188,8,True
