source,symbol,entry_time,exit_time,score,outcome,gross_ret
okx,TRB_USDT_SWAP,2025-06-07 12:45:00+00:00,2025-06-07 14:30:00+00:00,0.02876884316750076,tp,0.050645967619944
okx,KAITO_USDT_SWAP,2025-06-07 19:30:00+00:00,2025-06-08 03:00:00+00:00,0.024155303085366946,tp,0.0421918251510586
okx,UMA_USDT_SWAP,2025-06-08 02:00:00+00:00,2025-06-08 06:45:00+00:00,0.021846989457055564,tp,0.0290772986709879
okx,GPS_USDT_SWAP,2025-06-08 08:15:00+00:00,2025-06-08 09:00:00+00:00,0.02390634733552589,tp,0.0367616507377068
okx,KMNO_USDT_SWAP,2025-06-08 17:00:00+00:00,2025-06-08 23:00:00+00:00,0.025489574892752536,sl,-0.0146494140465921
okx,FARTCOIN_USDT_SWAP,2025-06-09 08:00:00+00:00,2025-06-09 10:45:00+00:00,0.03094898741157718,tp,0.0489188364001125
okx,NEIRO_USDT_SWAP,2025-06-09 11:00:00+00:00,2025-06-09 21:45:00+00:00,0.02979171042728413,tp,0.054804394742586
okx,POPCAT_USDT_SWAP,2025-06-09 11:00:00+00:00,2025-06-09 14:00:00+00:00,0.022921992209541157,sl,-0.0214802657380759
okx,IOST_USDT_SWAP,2025-06-09 12:00:00+00:00,2025-06-09 22:00:00+00:00,0.02587211618180194,tp,0.0330532417263416
okx,SUSHI_USDT_SWAP,2025-06-09 12:30:00+00:00,2025-06-09 14:00:00+00:00,0.024217360759617904,sl,-0.0108653692700544
okx,MEME_USDT_SWAP,2025-06-09 13:15:00+00:00,2025-06-09 13:45:00+00:00,0.030067581087847146,sl,-0.0133051108236007
okx,ENJ_USDT_SWAP,2025-06-09 13:15:00+00:00,2025-06-09 14:00:00+00:00,0.02323977007409779,sl,-0.0109220206606798
okx,STX_USDT_SWAP,2025-06-09 13:30:00+00:00,2025-06-09 14:00:00+00:00,0.025404693729221505,sl,-0.0106625334558204
okx,LQTY_USDT_SWAP,2025-06-09 13:45:00+00:00,2025-06-09 18:00:00+00:00,0.02350852215175027,tp,0.0481954930661663
okx,KAITO_USDT_SWAP,2025-06-09 14:00:00+00:00,2025-06-09 17:15:00+00:00,0.05477775214009297,tp,0.0553765356898832
okx,NEO_USDT_SWAP,2025-06-09 14:15:00+00:00,2025-06-09 17:30:00+00:00,0.022694645196542587,tp,0.0250718651466805
okx,ETHW_USDT_SWAP,2025-06-09 16:15:00+00:00,2025-06-09 23:45:00+00:00,0.02434912293672797,tp,0.0399523893295796
okx,ANIME_USDT_SWAP,2025-06-09 17:15:00+00:00,2025-06-09 17:30:00+00:00,0.0290997208950311,sl,-0.0407904105868277
okx,INIT_USDT_SWAP,2025-06-10 08:00:00+00:00,2025-06-10 10:00:00+00:00,0.027914917843853786,tp,0.0580305646114056
okx,KMNO_USDT_SWAP,2025-06-10 19:00:00+00:00,2025-06-10 20:45:00+00:00,0.028285747504677418,tp,0.0500383687191092
okx,JELLYJELLY_USDT_SWAP,2025-06-13 16:45:00+00:00,2025-06-13 23:15:00+00:00,0.027125363753343477,tp,0.1593711140007165
okx,JTO_USDT_SWAP,2025-06-15 12:00:00+00:00,2025-06-15 13:00:00+00:00,0.03251702135839537,tp,0.038041244514738
okx,POPCAT_USDT_SWAP,2025-06-15 13:30:00+00:00,2025-06-15 15:00:00+00:00,0.021864832969873144,tp,0.0442665895135716
okx,HYPE_USDT_SWAP,2025-06-15 16:45:00+00:00,2025-06-15 21:15:00+00:00,0.022776672804864288,sl,-0.0144091998066862
okx,MEME_USDT_SWAP,2025-06-16 02:45:00+00:00,2025-06-16 09:00:00+00:00,0.022174831763812228,tp,0.0370173394020632
okx,AEVO_USDT_SWAP,2025-06-16 02:45:00+00:00,2025-06-16 07:45:00+00:00,0.022104405964658496,tp,0.0391647823942642
okx,SUSHI_USDT_SWAP,2025-06-16 02:45:00+00:00,2025-06-16 07:15:00+00:00,0.021841198680869922,tp,0.034944072583376
okx,STRK_USDT_SWAP,2025-06-16 03:00:00+00:00,2025-06-16 09:15:00+00:00,0.02301631004005115,tp,0.0370553586109347
okx,UNI_USDT_SWAP,2025-06-16 03:00:00+00:00,2025-06-16 07:00:00+00:00,0.022859614143693953,tp,0.0439970299147307
okx,NEAR_USDT_SWAP,2025-06-16 03:00:00+00:00,2025-06-16 09:45:00+00:00,0.022823281120723238,tp,0.0323631625414013
okx,TURBO_USDT_SWAP,2025-06-16 03:15:00+00:00,2025-06-16 09:00:00+00:00,0.022552566603742896,tp,0.04052359542699
okx,COMP_USDT_SWAP,2025-06-16 03:30:00+00:00,2025-06-16 06:30:00+00:00,0.02745809783415106,tp,0.0428434533117054
okx,NEIRO_USDT_SWAP,2025-06-16 03:30:00+00:00,2025-06-16 08:15:00+00:00,0.02384983114817928,tp,0.0442185429545634
okx,ORDI_USDT_SWAP,2025-06-16 03:30:00+00:00,2025-06-16 09:15:00+00:00,0.02296655320167883,tp,0.0324224745418908
okx,DOOD_USDT_SWAP,2025-06-17 19:30:00+00:00,2025-06-18 00:45:00+00:00,0.02734558004766278,tp,0.0511366841174865
okx,JELLYJELLY_USDT_SWAP,2025-06-18 17:45:00+00:00,2025-06-19 11:45:00+00:00,0.03544915244841831,timeout,0.0144215011471648
okx,EIGEN_USDT_SWAP,2025-06-18 21:30:00+00:00,2025-06-19 15:30:00+00:00,0.03611268053708752,timeout,-0.0183235220960119
okx,UNI_USDT_SWAP,2025-06-20 01:15:00+00:00,2025-06-20 03:15:00+00:00,0.027666668013567545,sl,-0.0169817676765561
okx,ATH_USDT_SWAP,2025-06-20 19:45:00+00:00,2025-06-21 01:45:00+00:00,0.024358661757772307,tp,0.0408417336808981
okx,HYPE_USDT_SWAP,2025-06-22 21:00:00+00:00,2025-06-23 15:00:00+00:00,0.04700566817585559,timeout,0.0138724314326177
okx,FARTCOIN_USDT_SWAP,2025-06-22 22:00:00+00:00,2025-06-23 16:00:00+00:00,0.06137234103046523,timeout,-0.0063269687041013
okx,MUBARAK_USDT_SWAP,2025-06-23 01:00:00+00:00,2025-06-23 14:15:00+00:00,0.04260430590260789,tp,0.0592688277318171
okx,S_USDT_SWAP,2025-06-23 01:30:00+00:00,2025-06-23 06:00:00+00:00,0.026621151435976882,tp,0.0430609860865993
okx,SPK_USDT_SWAP,2025-06-23 01:30:00+00:00,2025-06-23 08:00:00+00:00,0.025536583994514802,tp,0.0799602076824197
okx,MANA_USDT_SWAP,2025-06-23 03:15:00+00:00,2025-06-23 13:45:00+00:00,0.03203613262212224,tp,0.0306970272411977
okx,YFI_USDT_SWAP,2025-06-23 03:45:00+00:00,2025-06-23 13:00:00+00:00,0.03203613262212224,tp,0.0318261157350379
okx,HOME_USDT_SWAP,2025-06-23 07:30:00+00:00,2025-06-23 13:45:00+00:00,0.02390887497965796,tp,0.0754570539377321
okx,MOODENG_USDT_SWAP,2025-06-23 13:15:00+00:00,2025-06-23 13:45:00+00:00,0.0234262100741366,tp,0.0424846541230823
okx,SSV_USDT_SWAP,2025-06-23 18:00:00+00:00,2025-06-23 22:15:00+00:00,0.03268536577567224,tp,0.0656819874414447
okx,WIF_USDT_SWAP,2025-06-23 18:15:00+00:00,2025-06-23 20:30:00+00:00,0.041144172802365105,tp,0.076536141982527
