period,variant,seed,return_pct,max_drawdown_pct,trades,win_rate,profit_factor,peak_positions,top1_positive_profit_share,top5_positive_profit_share,return_minus_top1_contribution_pct,return_minus_top5_contribution_pct,natural_exits,boundary_marks,rejected,candidates,valid_candidates,initial_stop_rate,natural_win_rate,natural_big_winners,extra_exit_notional_fee_pct,stress40_static_pct,stress60_static_pct,actual_turnover_fee_static_pct
earlier,volume4,20260910,4.231326822529009,13.312337021763943,253,0.2134387351778656,1.1826532002273606,10,0.3217780150837388,0.7489163024588145,-4.584500295430305,-16.286907297909774,247,6,251,504,504,0.6877470355731226,0.19838056680161945,4,0.005589972394802236,2.872681250255561,1.5140356779821134,4.225736850134206
earlier,volume4,20260911,5.450389134737764,14.41234134579319,258,0.20155038759689922,1.2400647056436815,10,0.31481932009270036,0.7370088370524267,-3.413104130344382,-15.299521835137545,252,6,246,504,504,0.689922480620155,0.1865079365079365,4,0.006787756200283515,4.1130220691917945,2.7756550036458254,5.443601378537481
earlier,volume4,20260912,2.408255803698412,13.406893249994667,262,0.20610687022900764,1.1062287023021735,10,0.3462485076122952,0.8067657805679942,-6.275219473766354,-17.824411070669882,256,6,242,504,504,0.6908396946564885,0.19140625,3,0.0037336049509361573,1.0829066564604686,-0.2424424907774747,2.404522198747476
earlier,volume4,20260913,2.4959686062505644,13.698063942672789,257,0.19844357976653695,1.1122364723941482,10,0.3550226783931083,0.8246059336029884,-6.285321775176447,-17.900204917057877,251,6,247,504,504,0.6964980544747081,0.18326693227091634,3,0.0038288668402735675,1.1630703722273579,-0.16982786179584863,2.4921397394102907
earlier,volume4,20260914,2.533098906352898,14.798805093541645,264,0.19696969696969696,1.112256531925486,10,0.3506258135862375,0.814095709455049,-6.267036968041517,-17.899375202413495,258,6,240,504,504,0.696969696969697,0.1821705426356589,2,0.0038622672478582512,1.203930564847328,-0.12523777665824198,2.5292366391050396
earlier,volume4,20260915,2.642789494517521,13.137251643562065,265,0.18490566037735848,1.1162951126510612,10,0.34507162453449214,0.8017072145162504,-6.1108645713067835,-17.694633576469794,259,6,239,504,504,0.7018867924528301,0.16988416988416988,3,0.003968936213189582,1.3166427758453416,-0.009503942826837974,2.6388205583043316
earlier,volume4,20260916,5.965998255944199,12.521998310441795,261,0.20306513409961685,1.2775136766782857,10,0.3237671526658796,0.7543375369541558,-2.9259530340765885,-14.751151645153499,255,6,243,504,504,0.685823754789272,0.18823529411764706,4,0.007271483278648732,4.660513233239504,3.35502821053481,5.958726772665551
earlier,volume4,20260917,5.653333137288792,12.556097993572013,264,0.19318181818181818,1.245370901918685,10,0.30900635267841464,0.7629685548300396,-3.2130734117383852,-16.238739089093666,258,6,240,504,504,0.7045454545454546,0.17829457364341086,3,0.007010436336185063,4.296229938392267,2.939126739495743,5.646322700952607
earlier,volume4,20260918,6.837217020017778,13.302333196181248,252,0.21031746031746032,1.32240647242456,10,0.315974231879681,0.74081636924818,-2.023977008861919,-13.938266944693606,246,6,252,504,504,0.6825396825396826,0.1951219512195122,4,0.008121579343338955,5.552854696696345,4.268492373374912,6.82909544067444
earlier,volume4,20260919,7.099182678991813,12.517880738972408,257,0.2140077821011673,1.3316287637033652,10,0.30815141645829125,0.7632735847981839,-1.6850432197908887,-14.658846761539484,251,6,247,504,504,0.669260700389105,0.199203187250996,3,0.00841765850818664,5.780706849796768,4.462231020601723,7.090765020483627
earlier,volume4,20260920,1.8570824740326206,14.277393233120794,257,0.19455252918287938,1.0816738621490904,10,0.35556815932204455,0.8267486484574713,-6.888068221818168,-18.476688502921405,251,6,247,504,504,0.688715953307393,0.17928286852589642,2,0.0031989553304394387,0.5152096176255365,-0.8266632387815476,1.8538835187021812
earlier,volume4,20260921,4.484986505789769,12.619751376705935,254,0.1968503937007874,1.201416982381787,10,0.3301050635222027,0.767733872870803,-4.346036338424165,-16.053551428945322,248,6,250,504,504,0.6889763779527559,0.1814516129032258,4,0.005799338152323843,3.170634859255508,1.8562832127212463,4.479187167637446
earlier,volume4,20260922,2.307003016022514,12.854882807427304,264,0.1856060606060606,1.1034679917819021,10,0.3523571636937468,0.8211029648003974,-6.362316068600818,-17.895235895662807,258,6,240,504,504,0.7159090909090909,0.17054263565891473,2,0.003622770142855535,0.991235889189304,-0.3245312376439058,2.303380245879658
earlier,volume4,20260923,3.668971362306111,12.67227302584173,259,0.1891891891891892,1.1659673304913616,10,0.3399247256917015,0.7918215747353745,-5.092778513170306,-16.740672477870053,253,6,245,504,504,0.694980694980695,0.17391304347826086,3,0.004999896627642126,2.3380460969698467,1.007120831633582,3.6639714656784688
earlier,volume4,20260924,5.752183829329893,13.456974016881674,257,0.19455252918287938,1.2679885019038755,10,0.322907004004665,0.7587577061595773,-3.036207288303669,-14.89852799342298,251,6,247,504,504,0.6848249027237354,0.17928286852589642,3,0.007059171449686157,4.4451962089734,3.138208588616907,5.745124657880207
earlier,volume4,20260925,1.0033170687518869,14.14288220676051,266,0.19548872180451127,1.0416719206327225,10,0.34610548341472547,0.8060761648365214,-7.676970653222027,-19.21298510471603,260,6,238,504,504,0.6992481203007519,0.18076923076923077,3,0.002367537991300987,-0.3609038537974196,-1.7251247763467261,1.0009495307605858
earlier,volume4,20260926,1.6560189117331754,14.634915064445087,268,0.19776119402985073,1.0686883325371181,10,0.3403033098725335,0.7914034631837151,-7.111961272009607,-18.734643421640403,262,6,236,504,504,0.6940298507462687,0.183206106870229,3,0.003012794821089938,0.2992430023762689,-1.0575329069806376,1.6530061169120855
earlier,volume4,20260927,5.935866486620202,12.569874589277985,258,0.2054263565891473,1.261875013066533,10,0.30953725964176504,0.7637896651889678,-2.9177220816919798,-15.910548565765362,252,6,246,504,504,0.6821705426356589,0.19047619047619047,4,0.007291603633560434,4.580129339679808,3.224392192739415,5.928574882986641
earlier,volume4,20260928,5.275733493699911,12.532392622726729,255,0.2,1.2423052569389623,10,0.3279737500058136,0.7623787866748953,-3.595569669688377,-15.345713624580865,249,6,249,504,504,0.6784313725490196,0.18473895582329317,4,0.006585532546675064,3.9659344407246717,2.656135387749432,5.2691479611532355
earlier,expansion3,20260910,2.183804708118987,6.49760059489738,104,0.17307692307692307,1.2547331377936035,9,0.4006666831190638,0.8989299749432537,-2.1260531932836684,-7.485730141040362,103,1,47,151,151,0.7019230769230769,0.1650485436893204,3,0.0026469615050608714,1.7206479111770498,1.257491114235113,2.181157746613926
earlier,expansion3,20260911,1.5891727865187715,7.011219928218981,108,0.17592592592592593,1.1738306848651885,10,0.40109292153634396,0.8986255471463716,-2.715053881977087,-8.054198705063676,107,1,43,151,151,0.7037037037037037,0.16822429906542055,3,0.0020708178481972255,1.1075277248402673,0.625882663161763,1.5871019686705743
earlier,expansion3,20260912,1.8931579993833294,6.534231195045226,103,0.18446601941747573,1.2140917639480289,9,0.40040531546797686,0.8986939604694669,-2.4055529899351407,-7.755129509959699,102,1,48,151,151,0.7087378640776699,0.17647058823529413,3,0.0023631188540757897,1.4231971446908205,0.9532362899983116,1.8907948805292536
earlier,expansion3,20260913,0.779634225953414,7.400606914808295,105,0.18095238095238095,1.0838615858344354,9,0.42604244579010725,0.9251156599119755,-3.513302814033377,-8.542120735204874,104,1,46,151,151,0.6952380952380952,0.17307692307692307,2,0.0012662467758770475,0.2930216760297246,-0.1935908738939648,0.778367979177537
earlier,expansion3,20260914,1.41094157076806,6.939057787145009,106,0.1792452830188679,1.1516053719000465,10,0.400943589540137,0.898534801133008,-2.8862171528584994,-8.219207806602734,105,1,45,151,151,0.7075471698113207,0.17142857142857143,3,0.0018942950941619467,0.9275880473741278,0.4442345239801956,1.4090472756738979
earlier,expansion3,20260915,1.7428443726338592,6.980594630326475,104,0.19230769230769232,1.1936205372273103,9,0.4012223485896521,0.8987128044138761,-2.5679626933856765,-7.9130920955309865,103,1,47,151,151,0.6923076923076923,0.18446601941747573,3,0.002223043700582639,1.262645044685006,0.7824457167361526,1.7406213289332766
earlier,expansion3,20260916,1.925867380031239,6.93981515454043,105,0.18095238095238095,1.218031012484903,8,0.40149640197316244,0.8988263735712941,-2.3937781435711623,-7.7444840901484335,104,1,46,151,151,0.7047619047619048,0.17307692307692307,3,0.002391142114281407,1.4605926457810279,0.9953179115308166,1.9234762379169574
